NF_SSB_dB (fin1=7e+09) X,NF_SSB_dB (fin1=7e+09) Y
384000000,10.43358098852483
385000000,10.43393502390633
386000000,10.4342891433976
387000000,10.43464334644862
388000000,10.43499763246821
389000000,10.43535200101261
390000000,10.43570645154488
391000000,10.43606098354044
392000000,10.43641559650123
393000000,10.43677028992182
394000000,10.43712506334542
395000000,10.43747991623432
396000000,10.43783484812325
397000000,10.43818985850374
398000000,10.43854494697632
399000000,10.43890011298069
400000000,10.43925535611705
401000000,10.43961067589644
402000000,10.43996607185089
403000000,10.44032154355215
404000000,10.44067709052696
405000000,10.44103271236059
406000000,10.44138840858803
407000000,10.44174417876516
408000000,10.44210002251338
409000000,10.4424559393502
410000000,10.44281192887863
411000000,10.44316799068541
412000000,10.4435241243416
413000000,10.44388032941342
414000000,10.44423660558474
415000000,10.44459295236111
416000000,10.4449493693738
417000000,10.44530585622101
418000000,10.44566241251844
419000000,10.44601903788699
420000000,10.44637573190958
421000000,10.44673249425542
422000000,10.44708932452673
423000000,10.4474462223324
424000000,10.44780318729702
425000000,10.44816021907602
426000000,10.44851731729868
427000000,10.44887448163301
428000000,10.44923171167851
429000000,10.44958900710091
430000000,10.44994636756235
431000000,10.45030379268462
432000000,10.45066128216154
433000000,10.45101883560435
434000000,10.4513764527325
435000000,10.45173413319357
436000000,10.45209187660478
437000000,10.45244968270471
438000000,10.45280755114389
439000000,10.45316548158088
440000000,10.45352347372497
441000000,10.4538815272505
442000000,10.4542396418427
443000000,10.4545978171943
444000000,10.45495605299319
445000000,10.45531434891544
446000000,10.4556727046854
447000000,10.45603111998009
448000000,10.45638959450797
449000000,10.45674812801043
450000000,10.45710672012569
451000000,10.45746537061953
452000000,10.45782407918968
453000000,10.45818284555911
454000000,10.45854166940132
455000000,10.45890055047071
456000000,10.45925948850142
457000000,10.45961848319345
458000000,10.45997753429451
459000000,10.46033664153635
460000000,10.46069580461217
461000000,10.46105502328147
462000000,10.46141429729152
463000000,10.46177362636205
464000000,10.4621330102524
465000000,10.46249244867854
466000000,10.46285194141262
467000000,10.46321148821954
468000000,10.46357108878178
469000000,10.46393074289808
470000000,10.46429045030155
471000000,10.4646502107747
472000000,10.46501002405125
473000000,10.46536988988229
474000000,10.46572980806002
475000000,10.46608977832352
476000000,10.46644980046276
477000000,10.46680987423039
478000000,10.46716999935978
479000000,10.46753017569974
480000000,10.46789040292718
481000000,10.46825068090689
482000000,10.46861100937993
483000000,10.46897138812234
484000000,10.46933181690197
485000000,10.46969229552073
486000000,10.47005282373389
487000000,10.47041340137276
488000000,10.47077402820764
489000000,10.47113470398966
490000000,10.47149542856207
491000000,10.47185620168679
492000000,10.47221702317738
493000000,10.47257789279237
494000000,10.47293881036406
495000000,10.47329977568738
496000000,10.47366078853851
497000000,10.47402184874931
498000000,10.47438295610095
499000000,10.47474411040888
500000000,10.47510531148872
501000000,10.47546655913852
502000000,10.4758278531516
503000000,10.47618919335218
504000000,10.47655057954004
505000000,10.47691201159539
506000000,10.47727348926166
507000000,10.47763501234405
508000000,10.47799658069787
509000000,10.47835819417059
510000000,10.47871985250251
511000000,10.47908155558673
512000000,10.47944330321699
513000000,10.47980509521092
514000000,10.48016693141333
515000000,10.48052881163852
516000000,10.48089073574119
517000000,10.48125270352072
518000000,10.4816147148018
519000000,10.48197676942797
520000000,10.48233886728037
521000000,10.48270100813403
522000000,10.48306319183881
523000000,10.48342541824794
524000000,10.48378768715958
525000000,10.48414999849774
526000000,10.4845123519665
527000000,10.48487474755111
528000000,10.4852371850108
529000000,10.4855996642279
530000000,10.48596218503142
531000000,10.486324747247
532000000,10.48668735076807
533000000,10.48704999541494
534000000,10.48741268104774
535000000,10.48777540750901
536000000,10.48813817464053
537000000,10.48850078529737
538000000,10.48886383040357
539000000,10.48922671871686
540000000,10.48958964714726
541000000,10.48995261551572
542000000,10.4903156237389
543000000,10.49067867162657
544000000,10.49104175905974
545000000,10.49140488586518
546000000,10.49176805193741
547000000,10.49213125714642
548000000,10.49249450135802
549000000,10.49285778436675
550000000,10.49322110619918
551000000,10.49358446653717
552000000,10.4939478653706
553000000,10.49431130253464
554000000,10.49467477789264
555000000,10.49503829129426
556000000,10.49540184263243
557000000,10.49576543177974
558000000,10.49612905860628
559000000,10.49649272302698
560000000,10.49685642484145
561000000,10.49722016398169
562000000,10.49758394030991
563000000,10.49794775369008
564000000,10.49831160401022
565000000,10.49867549117923
566000000,10.49903941501728
567000000,10.49940337545879
568000000,10.49976737234211
569000000,10.50013140558739
570000000,10.50049547505301
571000000,10.50085958062935
572000000,10.50122372220608
573000000,10.5015878996616
574000000,10.50195211289576
575000000,10.50231636178786
576000000,10.50268064621841
577000000,10.50304496609075
578000000,10.50340932127866
579000000,10.50377371167167
580000000,10.50413813715865
581000000,10.50450259768355
582000000,10.50486709305717
583000000,10.50523162321537
584000000,10.50559618804774
585000000,10.50596078744119
586000000,10.50632542131033
587000000,10.50669008952944
588000000,10.50705479201716
589000000,10.50741952863993
590000000,10.50778429933816
591000000,10.50814910396502
592000000,10.50851394239974
593000000,10.5088788146339
594000000,10.50924372048407
595000000,10.50960865991156
596000000,10.50997363276792
597000000,10.51033863897037
598000000,10.51070367843845
599000000,10.51106875105582
600000000,10.51143385672421
601000000,10.51179899536104
602000000,10.51216416684917
603000000,10.51252937114046
604000000,10.5128946081057
605000000,10.51325987765175
606000000,10.51362517971333
607000000,10.5139905141559
608000000,10.51435588091406
609000000,10.51472127989366
610000000,10.51508671101023
611000000,10.51545217418434
612000000,10.5158176692866
613000000,10.51618319627723
614000000,10.51654875503795
615000000,10.5169143454483
616000000,10.5172799674998
617000000,10.51764562107176
618000000,10.51801130605352
619000000,10.51837702238047
620000000,10.51874276995466
621000000,10.51910854871833
622000000,10.51947435855486
623000000,10.5198401994194
624000000,10.52020607120314
625000000,10.52057197382986
626000000,10.52093790720118
627000000,10.52130387125582
628000000,10.52166986591835
629000000,10.52203589109415
630000000,10.52240194669782
631000000,10.52276803266908
632000000,10.52313414892359
633000000,10.52350029535066
634000000,10.5238664719344
635000000,10.52423267852226
636000000,10.52459891507839
637000000,10.5249651815593
638000000,10.52533147782627
639000000,10.52569780383298
640000000,10.52606415952384
641000000,10.52643054476014
642000000,10.52679695955018
643000000,10.52716340374372
644000000,10.52752987732011
645000000,10.52789638020145
646000000,10.5282629122693
647000000,10.52862947348468
648000000,10.52899606381542
649000000,10.52936268309769
650000000,10.52972933133618
651000000,10.53009600844707
652000000,10.53046271430931
653000000,10.53082944891111
654000000,10.53119621215611
655000000,10.53156300399881
656000000,10.5319298243603
657000000,10.5322966731113
658000000,10.53266355028295
659000000,10.53303045575588
660000000,10.53339738945654
661000000,10.53376435131582
662000000,10.53413134132612
663000000,10.53449835934764
664000000,10.53486540532707
665000000,10.5352324792635
666000000,10.5355995810048
667000000,10.53596671052927
668000000,10.53633386779298
669000000,10.53670105265402
670000000,10.53706826514449
671000000,10.53743550514755
672000000,10.5378027726034
673000000,10.53817006747283
674000000,10.53853738967784
675000000,10.53890473914483
676000000,10.53927211580146
677000000,10.53963951964557
678000000,10.54000695056259
679000000,10.54037440851203
680000000,10.54074189341545
681000000,10.54110940523435
682000000,10.54147694391652
683000000,10.54184450936609
684000000,10.54221210153101
685000000,10.5425797204033
686000000,10.54294736587649
687000000,10.54331503789151
688000000,10.54368273639415
689000000,10.54405046135882
690000000,10.54441821268727
691000000,10.54478599036433
692000000,10.54515379426553
693000000,10.54552162440099
694000000,10.5458894806885
695000000,10.54625736306735
696000000,10.54662527151126
697000000,10.54699320592872
698000000,10.54736116627988
699000000,10.54772915250849
700000000,10.54809716455684
701000000,10.54846520237804
702000000,10.54883326593781
703000000,10.54920135515518
704000000,10.54956946996251
705000000,10.54993761032682
706000000,10.55030577618569
707000000,10.55067396751807
708000000,10.55104218422789
709000000,10.55141042629778
710000000,10.55177869366439
711000000,10.55214698627913
712000000,10.55251530409485
713000000,10.55288364702097
714000000,10.55325201505152
715000000,10.55362040813993
716000000,10.5539888261881
717000000,10.5543572691958
718000000,10.55472573708118
719000000,10.55509422981793
720000000,10.55546274734925
721000000,10.55583128960996
722000000,10.55619985658747
723000000,10.55656844820815
724000000,10.55693706442453
725000000,10.55730570516921
726000000,10.55767437041053
727000000,10.55804306012656
728000000,10.55841177425902
729000000,10.55878051272437
730000000,10.55914927551755
731000000,10.55951806259339
732000000,10.55988687385256
733000000,10.56025570931718
734000000,10.56062456891367
735000000,10.56099345255576
736000000,10.56136236028327
737000000,10.56173129196842
738000000,10.56210024762103
739000000,10.5624692271469
740000000,10.56283823054207
741000000,10.56320725774482
742000000,10.56357630874944
743000000,10.56394538343434
744000000,10.56431448180532
745000000,10.56468360382782
746000000,10.56505274943625
747000000,10.56542191859702
748000000,10.56579111126367
749000000,10.56616032739245
750000000,10.56652956693954
751000000,10.56689882987572
752000000,10.56726811614005
753000000,10.56763742572668
754000000,10.56800675853164
755000000,10.56837611455077
756000000,10.5687454937378
757000000,10.56911489607028
758000000,10.56948432147115
759000000,10.56985376992074
760000000,10.57022324137579
761000000,10.57059273580241
762000000,10.57096225316977
763000000,10.57133179338916
764000000,10.57170135648803
765000000,10.57207094233969
766000000,10.57244055101657
767000000,10.5728101823862
768000000,10.57317983644338
769000000,10.57354951316222
770000000,10.5739192124691
771000000,10.57428893437899
772000000,10.57465867877171
773000000,10.57502844569706
774000000,10.57539823506571
775000000,10.5757680468403
776000000,10.57613788100268
777000000,10.57650773748758
778000000,10.57687761630192
779000000,10.57724751735782
780000000,10.57761744064953
781000000,10.57798738612655
782000000,10.57835735378215
783000000,10.57872734352475
784000000,10.57909735536016
785000000,10.57946738926235
786000000,10.57983744512007
787000000,10.58020752301975
788000000,10.58057762280245
789000000,10.58094774450882
790000000,10.58131788805459
791000000,10.58168805342663
792000000,10.5820582406048
793000000,10.58242844955146
794000000,10.58279868019875
795000000,10.58316893257324
796000000,10.5835392065614
797000000,10.5839095022146
798000000,10.58427981941201
799000000,10.58465015815153
800000000,10.58502051840758
801000000,10.58539090017585
802000000,10.5857613033521
803000000,10.58613172796115
804000000,10.58650217395739
805000000,10.58687264129714
806000000,10.587243129943
807000000,10.58761363986938
808000000,10.58798417106547
809000000,10.58835472345154
810000000,10.58872529701137
811000000,10.58909589173323
812000000,10.58946650757422
813000000,10.58983714447318
814000000,10.59020780241978
815000000,10.5905784814166
816000000,10.59094918137978
817000000,10.59131990229988
818000000,10.59169064417133
819000000,10.59206140690524
820000000,10.59243219048928
821000000,10.59280299489754
822000000,10.59317382013016
823000000,10.59354466611109
824000000,10.59391553283174
825000000,10.59428642025556
826000000,10.59465732835389
827000000,10.59502825708034
828000000,10.59539920643341
829000000,10.59577017635455
830000000,10.59614116683836
831000000,10.59651217782318
832000000,10.59688320935042
833000000,10.59725426126902
834000000,10.59762533362962
835000000,10.59799642644925
836000000,10.59836753957129
837000000,10.59873867306648
838000000,10.59910982686955
839000000,10.59948100094542
840000000,10.59985219528707
841000000,10.60022340985155
842000000,10.60059464460614
843000000,10.60096589953361
844000000,10.60133717458052
845000000,10.60170846976185
846000000,10.60207978501387
847000000,10.60245112035282
848000000,10.60282247564682
849000000,10.60319385098368
850000000,10.60356524627685
851000000,10.6039366614901
852000000,10.60430809661479
853000000,10.6046795516524
854000000,10.60505102653635
855000000,10.60542252123376
856000000,10.60579403573775
857000000,10.60616557003137
858000000,10.606537124072
859000000,10.60690869780771
860000000,10.60728029126306
861000000,10.60765190435166
862000000,10.60802353710023
863000000,10.60839518947024
864000000,10.60876686139809
865000000,10.60913855290845
866000000,10.60951026391307
867000000,10.60988199444597
868000000,10.61025374446314
869000000,10.61062551391887
870000000,10.61099730281832
871000000,10.61136911111098
872000000,10.61174093878052
873000000,10.61211278578407
874000000,10.61248465212428
875000000,10.61285653776627
876000000,10.6132284426619
877000000,10.61360036680726
878000000,10.61397231019703
879000000,10.6143442727607
880000000,10.61471625447531
881000000,10.61508825535418
882000000,10.61546027537877
883000000,10.61583231446187
884000000,10.61620437261627
885000000,10.61657644984553
886000000,10.61694854606157
887000000,10.61732066129114
888000000,10.61769279550761
889000000,10.6180649486374
890000000,10.61843712069918
891000000,10.61880931167143
892000000,10.61918152154892
893000000,10.61955375019107
894000000,10.6199259977179
895000000,10.62029826401969
896000000,10.62067054913355
897000000,10.62104285295102
898000000,10.62141517552478
899000000,10.62178751685856
900000000,10.62215987677742
901000000,10.6225322554143
902000000,10.62290465269175
903000000,10.62327706855648
904000000,10.62364950305812
905000000,10.62402195606232
906000000,10.62439442762904
907000000,10.62476691774467
908000000,10.62513942632477
909000000,10.62551195338145
910000000,10.62588449890376
911000000,10.62625706286891
912000000,10.62662964523171
913000000,10.62700224597812
914000000,10.62737486505398
915000000,10.62774750247747
916000000,10.62812015824995
917000000,10.62849283231979
918000000,10.62886552461518
919000000,10.62923823519071
920000000,10.62961096400325
921000000,10.62998371098556
922000000,10.63035647616354
923000000,10.63072925952269
924000000,10.63110206102768
925000000,10.6314748806236
926000000,10.63184771836885
927000000,10.63222057410195
928000000,10.63259344794234
929000000,10.63296633979706
930000000,10.63333924969657
931000000,10.63371217754811
932000000,10.63408512338258
933000000,10.63445808713142
934000000,10.63483106885718
935000000,10.63520406845389
936000000,10.63557708593685
937000000,10.63595012130533
938000000,10.63632317450321
939000000,10.63669624551319
940000000,10.63706933433375
941000000,10.63744244093018
942000000,10.63781556526521
943000000,10.63818870736436
944000000,10.63856186717328
945000000,10.63893504471353
946000000,10.63930823988966
947000000,10.63968145272707
948000000,10.64005468320791
949000000,10.64042793129241
950000000,10.64080119698282
951000000,10.64117448025472
952000000,10.64154778107849
953000000,10.64192109942175
954000000,10.64229443530655
955000000,10.64266778865203
956000000,10.64304115951678
957000000,10.6434145478112
958000000,10.64378795359322
959000000,10.64416137671555
960000000,10.64453481727965
961000000,10.64490827518469
962000000,10.64528175047888
963000000,10.6456552431067
964000000,10.64602875305741
965000000,10.64640228031878
966000000,10.64677582484157
967000000,10.64714938663274
968000000,10.64752296567767
969000000,10.64789656193094
970000000,10.64827017539266
971000000,10.64864380605159
972000000,10.64901745386247
973000000,10.64939111883772
974000000,10.64976480092314
975000000,10.65013850013937
976000000,10.65051221642951
977000000,10.65088594980573
978000000,10.6512597002315
979000000,10.6516334677121
980000000,10.65200725219522
981000000,10.65238105367112
982000000,10.65275487212876
983000000,10.65312870756257
984000000,10.653502559915
985000000,10.65387642919531
986000000,10.65425031541976
987000000,10.6546242185277
988000000,10.65499813844592
989000000,10.65537207527774
990000000,10.65574602892824
991000000,10.65611999941877
992000000,10.65649398669991
993000000,10.65686799071598
994000000,10.65724201154053
995000000,10.65761604913498
996000000,10.65799010339856
997000000,10.65836417438837
998000000,10.6587382620747
999000000,10.65911236646628
1000000000,10.65948648748456
1001000000,10.65986062515204
1002000000,10.66023477945028
1003000000,10.66060895036273
1004000000,10.66098313781634
1005000000,10.66135734186432
1006000000,10.66173156248512
1007000000,10.6621057996391
1008000000,10.66248005331065
1009000000,10.66285432346413
1010000000,10.66322861011338
1011000000,10.66360291322992
1012000000,10.66397723280683
1013000000,10.6643515688339
1014000000,10.66472592126361
1015000000,10.66510029009501
1016000000,10.66547467530229
1017000000,10.66584907684696
1018000000,10.66622349480742
1019000000,10.66659792905329
1020000000,10.66697237964038
1021000000,10.66734684650232
1022000000,10.66772132966895
1023000000,10.66809582906839
1024000000,10.6684703447568
1025000000,10.66884487667673
1026000000,10.66921942486838
1027000000,10.66959398912911
1028000000,10.66996856964644
1029000000,10.67034316633312
1030000000,10.67071777916397
1031000000,10.6710924081255
1032000000,10.67146705324354
1033000000,10.67184171443302
1034000000,10.67221639172819
1035000000,10.67259108506782
1036000000,10.67296579447408
1037000000,10.67334051992372
1038000000,10.67371526143071
1039000000,10.67409001888538
1040000000,10.67446479239418
1041000000,10.67483958181288
1042000000,10.67521438720989
1043000000,10.67558920855387
1044000000,10.67596404586228
1045000000,10.67633889905841
1046000000,10.67671376813897
1047000000,10.6770886531221
1048000000,10.67746355396127
1049000000,10.67783847063532
1050000000,10.67821340317737
1051000000,10.67858835150837
1052000000,10.67896331569964
1053000000,10.6793382955973
1054000000,10.67971329129786
1055000000,10.68008830277949
1056000000,10.68046333001427
1057000000,10.68083837294316
1058000000,10.68121343159919
1059000000,10.68158850595132
1060000000,10.68196359598747
1061000000,10.68233870168457
1062000000,10.68271382303538
1063000000,10.68308896005727
1064000000,10.68346411262667
1065000000,10.68383928088123
1066000000,10.68421446468044
1067000000,10.68458966401253
1068000000,10.68496487896096
1069000000,10.68534010946104
1070000000,10.68571535550301
1071000000,10.68609061702398
1072000000,10.68646589406153
1073000000,10.6868411865977
1074000000,10.68721649462538
1075000000,10.68759181810587
1076000000,10.68796715698381
1077000000,10.68834251130706
1078000000,10.68871788108648
1079000000,10.68909326620712
1080000000,10.68946866676145
1081000000,10.68984408265833
1082000000,10.69021951391364
1083000000,10.69059496053382
1084000000,10.69097042245934
1085000000,10.69134589971309
1086000000,10.69172139225425
1087000000,10.69209690007867
1088000000,10.69247242315694
1089000000,10.69284796153621
1090000000,10.69322351511137
1091000000,10.69359908395149
1092000000,10.69397466798034
1093000000,10.69435026722494
1094000000,10.69472588163458
1095000000,10.69510151125973
1096000000,10.69547715599649
1097000000,10.69585281590664
1098000000,10.69622849093617
1099000000,10.69660418107762
1100000000,10.69697988633585
1101000000,10.69735560663414
1102000000,10.69773134204187
1103000000,10.69810709249411
1104000000,10.69848285799499
1105000000,10.69885863853253
1106000000,10.69923443412428
1107000000,10.69961024465554
1108000000,10.69998607019784
1109000000,10.70036191073079
1110000000,10.70073776622072
1111000000,10.70111363666268
1112000000,10.70148952204789
1113000000,10.70186542233783
1114000000,10.70224133754436
1115000000,10.70261726765033
1116000000,10.70299321266715
1117000000,10.70336917247789
1118000000,10.70374514724043
1119000000,10.7041211367632
1120000000,10.70449714115949
1121000000,10.70487316033914
1122000000,10.7052491943151
1123000000,10.70562524310274
1124000000,10.70600130666621
1125000000,10.70637738500261
1126000000,10.70675347816349
1127000000,10.70712958587929
1128000000,10.7075057083882
1129000000,10.70788184563002
1130000000,10.7082579975388
1131000000,10.70863416417111
1132000000,10.70901034544677
1133000000,10.70938654137769
1134000000,10.70976275197599
1135000000,10.71013897719
1136000000,10.71051521698102
1137000000,10.71089147142551
1138000000,10.71126774044275
1139000000,10.71164402404444
1140000000,10.71202032226843
1141000000,10.71239663490678
1142000000,10.71277296217862
1143000000,10.71314930397303
1144000000,10.71352566024362
