NFmin dB10 (K_in=0.325) X,NFmin dB10 (K_in=0.325) Y
1000000000,5.737261831852994
1010000000,5.690389838898807
1020000000,5.644313223790212
1030000000,5.599012665860231
1040000000,5.554469446804745
1050000000,5.510665427768851
1060000000,5.467583027479415
1070000000,5.425205201343502
1080000000,5.383515421517897
1090000000,5.342497657723662
1100000000,5.302136359111245
1110000000,5.26241643670572
1120000000,5.223323246755138
1130000000,5.184842574687309
1140000000,5.146960619847574
1150000000,5.109663980767696
1160000000,5.072939641153188
1170000000,5.036774956385781
1180000000,5.001157640617985
1190000000,4.966075754361194
1200000000,4.931517692635065
1210000000,4.897472173535036
1220000000,4.863928227300587
1230000000,4.830875185778992
1240000000,4.798302672384742
1250000000,4.766200592340219
1260000000,4.734559123406284
1270000000,4.703368706900734
1280000000,4.672620039102923
1290000000,4.642304062975438
1300000000,4.612411960192765
1310000000,4.582935143490804
1320000000,4.553865249300543
1330000000,4.525194130624629
1340000000,4.496913850252237
1350000000,4.469016674149351
1360000000,4.44149506512993
1370000000,4.414341676762705
1380000000,4.387549347482013
1390000000,4.361111094922546
1400000000,4.335020110466974
1410000000,4.309269753955762
1420000000,4.283853548628919
1430000000,4.258765176219571
1440000000,4.233998472218569
1450000000,4.209547421326986
1460000000,4.185406153042715
1470000000,4.161568937414314
1480000000,4.138030180940043
1490000000,4.11478442260353
1500000000,4.091826330047185
1510000000,4.069150695868206
1520000000,4.046752434062439
1530000000,4.024626576555102
1540000000,4.002768269874191
1550000000,3.981172771919197
1560000000,3.959835448842801
1570000000,3.938751772041574
1580000000,3.917917315226366
1590000000,3.897327751612295
1600000000,3.876978851179103
1610000000,3.856866478029004
1620000000,3.836986587835358
1630000000,3.817335225362677
1640000000,3.797908522064829
1650000000,3.778702693773317
1660000000,3.759714038441255
1670000000,3.740938933972437
1680000000,3.722373836103949
1690000000,3.704015276371507
1700000000,3.685859860114944
1710000000,3.667904264571683
1720000000,3.650145237016504
1730000000,3.63257959293942
1740000000,3.61520421431629
1750000000,3.598016047901718
1760000000,3.581012103585742
1770000000,3.564189452797036
1780000000,3.547545226955555
1790000000,3.531076615968153
1800000000,3.51478086676521
1810000000,3.498655281898056
1820000000,3.482697218155079
1830000000,3.466904085226608
1840000000,3.451273344415948
1850000000,3.435802507375977
1860000000,3.420489134890046
1870000000,3.405330835682471
1880000000,3.390325265273199
1890000000,3.375470124849481
1900000000,3.360763160178259
1910000000,3.346202160548827
1920000000,3.331784957751567
1930000000,3.317509425067333
1940000000,3.303373476302859
1950000000,3.289375064843676
1960000000,3.27551218273555
1970000000,3.261782859791918
1980000000,3.248185162721672
1990000000,3.234717194283713
2000000000,3.221377092472591
2010000000,3.208163029707405
2020000000,3.1950732120501
2030000000,3.182105878465734
2040000000,3.169259300068751
2050000000,3.156531779403544
2060000000,3.143921649760676
2070000000,3.13142727447722
2080000000,3.119047046286028
2090000000,3.106779386663302
2100000000,3.094622745207555
2110000000,3.082575599019728
2120000000,3.070636452108523
2130000000,3.058803834808305
2140000000,3.047076303212266
2150000000,3.035452438628523
2160000000,3.023930847025802
2170000000,3.012510158520772
2180000000,3.001189026866653
2190000000,2.989966128952824
2200000000,2.9788401643142
2210000000,2.967809854661518
2220000000,2.95687394342279
2230000000,2.946031195287324
2240000000,2.935280395766864
2250000000,2.924620350768054
2260000000,2.914049886175194
2270000000,2.903567847440646
2280000000,2.89317309918161
2290000000,2.882864524804813
2300000000,2.872641026113589
2310000000,2.862501522945445
2320000000,2.852444952808763
2330000000,2.842470270530145
2340000000,2.832576447908963
2350000000,2.822762473383365
2360000000,2.813027351696569
2370000000,2.803370103589417
2380000000,2.793789765471274
2390000000,2.784285389124259
2400000000,2.774856041401665
2410000000,2.765500803935852
2420000000,2.756218772853454
2430000000,2.747009058499168
2440000000,2.737870785160475
2450000000,2.728803090801378
2460000000,2.719805126809253
2470000000,2.710876057729247
2480000000,2.702015061025463
2490000000,2.693221326837778
2500000000,2.684494057737661
2510000000,2.67583246850265
2520000000,2.66723578589108
2530000000,2.658703248410743
2540000000,2.650234106111142
2550000000,2.641827620371315
2560000000,2.633483063683431
2570000000,2.625199719464452
2580000000,2.61697688183715
2590000000,2.608813855461487
2600000000,2.600709955323587
2610000000,2.592664506556086
2620000000,2.584676844261984
2630000000,2.576746313332031
2640000000,2.568872268268465
2650000000,2.561054073019835
2660000000,2.553291100807669
2670000000,2.545582733970377
2680000000,2.537928363795685
2690000000,2.530327390374441
2700000000,2.522779222435938
2710000000,2.515283277205269
2720000000,2.507838980250083
2730000000,2.50044576534886
2740000000,2.493103074335663
2750000000,2.485810356968008
2760000000,2.478567070799476
2770000000,2.471372681030166
2780000000,2.464226660393201
2790000000,2.457128489017755
2800000000,2.450077654311329
2810000000,2.44307365083185
2820000000,2.436115980172092
2830000000,2.429204150837685
2840000000,2.42233767814409
2850000000,2.415516084085496
2860000000,2.408738897242302
2870000000,2.402005652661479
2880000000,2.395315891759415
2890000000,2.388669162207345
2900000000,2.382065017840303
2910000000,2.375503018549428
2920000000,2.368982730193396
2930000000,2.362503724485649
2940000000,2.356065578922632
2950000000,2.3496678766706
2960000000,2.34331020648819
2970000000,2.33699216263713
2980000000,2.330713344786008
2990000000,2.324473357932834
3000000000,2.318271812321273
3010000000,2.312108323350892
3020000000,2.305982511508168
3030000000,2.299894002279662
3040000000,2.293842426071351
3050000000,2.287827418141499
3060000000,2.281848618522585
3070000000,2.27590567194086
3080000000,2.2699982277546
3090000000,2.26412593988008
3100000000,2.258288466718207
3110000000,2.252485471088001
3120000000,2.246716620168962
3130000000,2.240981585421155
3140000000,2.2352800425275
3150000000,2.229611671333
3160000000,2.223976155781554
3170000000,2.218373183848805
3180000000,2.212802447491169
3190000000,2.207263642578503
3200000000,2.201756468848105
3210000000,2.196280629834678
3220000000,2.190835832824068
3230000000,2.185421788792754
3240000000,2.180038212358839
3250000000,2.174684821726755
3260000000,2.169361338634655
3270000000,2.164067488305884
3280000000,2.158802999397759
3290000000,2.153567603953515
3300000000,2.148361037347355
3310000000,2.143183038251256
3320000000,2.138033348574687
3330000000,2.132911713421779
3340000000,2.127817881052018
3350000000,2.12275160283337
3360000000,2.117712633193376
3370000000,2.112700729582686
3380000000,2.107715652433175
3390000000,2.102757165111827
3400000000,2.097825033884399
3410000000,2.092919027871303
3420000000,2.088038919016843
3430000000,2.083184482039746
3440000000,2.078355494400976
3450000000,2.073551736267869
3460000000,2.068772990474719
3470000000,2.064019042486367
3480000000,2.059289680365649
3490000000,2.054584694734988
3500000000,2.049903878744761
3510000000,2.045247028037899
3520000000,2.040613940718337
3530000000,2.036004417317281
3540000000,2.03141826076141
3550000000,2.026855276341176
3560000000,2.022315271677936
3570000000,2.017798056698151
3580000000,2.013303443600473
3590000000,2.00883124682371
3600000000,2.004381283021504
3610000000,1.999953371032271
3620000000,1.995547331851832
3630000000,1.991162988602978
3640000000,1.986800166513526
3650000000,1.982458692883513
3660000000,1.978138397061892
3670000000,1.973839110420429
3680000000,1.969560666328507
3690000000,1.965302900125163
3700000000,1.961065649099278
3710000000,1.956848752458186
3720000000,1.952652051311567
3730000000,1.948475388643651
3740000000,1.944318609287754
3750000000,1.940181559907037
3760000000,1.936064088969817
3770000000,1.931966046731738
3780000000,1.927887285206325
3790000000,1.923827658149262
3800000000,1.919787021036678
3810000000,1.915765231040915
3820000000,1.911762147011687
3830000000,1.90777762946092
3840000000,1.903811540531465
3850000000,1.8998637439888
3860000000,1.895934105196899
3870000000,1.892022491095532
3880000000,1.888128770190085
3890000000,1.884252812524898
3900000000,1.880394489667847
3910000000,1.876553674697756
3920000000,1.872730242177865
3930000000,1.868924068141335
3940000000,1.865135030077044
3950000000,1.861363006912657
3960000000,1.857607878994823
3970000000,1.853869528071221
3980000000,1.850147837280738
3990000000,1.846442691134067
4000000000,1.842753975496144
4010000000,1.83908157757342
4020000000,1.835425385896988
4030000000,1.831785290310471
4040000000,1.828161181950751
4050000000,1.8245529532355
4060000000,1.820960497851593
4070000000,1.817383710735005
4080000000,1.813822488062474
4090000000,1.810276727234076
4100000000,1.806746326862009
4110000000,1.803231186754889
4120000000,1.799731207905991
4130000000,1.796246292480159
4140000000,1.792776343801679
4150000000,1.789321266338509
4160000000,1.785880965694628
4170000000,1.782455348593079
4180000000,1.77904432286772
4190000000,1.775647797447908
4200000000,1.772265682348566
4210000000,1.768897888658041
4220000000,1.76554432852907
4230000000,1.762204915161455
4240000000,1.758879562795956
4250000000,1.755568186703747
4260000000,1.752270703172349
4270000000,1.748987029496529
4280000000,1.745717083966787
4290000000,1.742460785860335
4300000000,1.739218055431476
4310000000,1.735988813897834
4320000000,1.732772983433199
4330000000,1.729570487159083
4340000000,1.726381249129769
4350000000,1.723205194330343
4360000000,1.720042248656823
4370000000,1.716892338918756
4380000000,1.713755392820521
4390000000,1.710631338956754
4400000000,1.707520106802626
4410000000,1.70442162670302
4420000000,1.701335829867645
4430000000,1.698262648358972
4440000000,1.695202015084134
4450000000,1.692153863790029
4460000000,1.689118129048561
4470000000,1.686094746253842
4480000000,1.683083651613608
4490000000,1.680084782139229
4500000000,1.677098075636941
4510000000,1.674123470702022
4520000000,1.671160906713464
4530000000,1.66821032382079
4540000000,1.66527166293998
4550000000,1.66234486574765
4560000000,1.659429874668173
4570000000,1.656526632871807
4580000000,1.653635084267103
4590000000,1.6507551734891
4600000000,1.647886845896532
4610000000,1.64503004756724
4620000000,1.642184725284665
4630000000,1.639350826535247
4640000000,1.63652829950358
4650000000,1.633717093060286
4660000000,1.630917156762313
4670000000,1.628128440840909
4680000000,1.625350896196788
4690000000,1.622584474396547
4700000000,1.61982912766402
4710000000,1.617084808874772
4720000000,1.614351471548314
4730000000,1.611629069848029
4740000000,1.608917558568029
4750000000,1.60621689313021
4760000000,1.603527029581063
4770000000,1.600847924582516
4780000000,1.598179535407785
4790000000,1.595521819936523
4800000000,1.592874736647071
4810000000,1.590238244613754
4820000000,1.58761230349921
4830000000,1.584996873552073
4840000000,1.582391915598744
4850000000,1.579797391039485
4860000000,1.577213261842103
4870000000,1.574639490541248
4880000000,1.572076040226902
4890000000,1.569522874544645
4900000000,1.566979957687908
4910000000,1.5644472543962
4920000000,1.561924729945279
4930000000,1.559412350147818
4940000000,1.556910081345262
4950000000,1.554417890405895
4960000000,1.551935744716283
4970000000,1.549463612181277
4980000000,1.547001461216148
4990000000,1.544549260746245
5000000000,1.542106980195823
5010000000,1.539674589491345
5020000000,1.53725205905085
5030000000,1.534839359785877
5040000000,1.532436463090833
