NFmin dB10 (K_in=0.325) X,NFmin dB10 (K_in=0.325) Y
5050000000,1.530043340844041
5060000000,1.527659965399825
5070000000,1.525286309588253
5080000000,1.522922346707754
5090000000,1.52056805052338
5100000000,1.518223395260949
5110000000,1.515888355604871
5120000000,1.513562906694402
5130000000,1.511247024117018
5140000000,1.508940683908588
5150000000,1.506643862546727
5160000000,1.504356536948403
5170000000,1.502078684465847
5180000000,1.499810282883069
5190000000,1.497551310413336
5200000000,1.495301745692418
5210000000,1.493061567778245
5220000000,1.490830756148123
5230000000,1.488609290689702
5240000000,1.486397151704865
5250000000,1.484194319901256
5260000000,1.482000776389522
5270000000,1.479816502683519
5280000000,1.477641480692916
5290000000,1.475475692720824
5300000000,1.473319121462683
5310000000,1.471171750000272
5320000000,1.469033561801176
5330000000,1.466904540713111
5340000000,1.464784670963081
5350000000,1.462673937151652
5360000000,1.460572324252738
5370000000,1.458479817608193
5380000000,1.456396402928288
5390000000,1.454322066282663
5400000000,1.452256794102842
5410000000,1.450200573178821
5420000000,1.448153390652383
5430000000,1.446115234017349
5440000000,1.44408609111602
5450000000,1.442065950136876
5460000000,1.440054799610754
5470000000,1.438052628407527
5480000000,1.436059425736074
5490000000,1.434075181138021
5500000000,1.432099884488056
5510000000,1.430133525988852
5520000000,1.428176096169021
5530000000,1.426227585882523
5540000000,1.424287986302735
5550000000,1.422357288922278
5560000000,1.420435485549705
5570000000,1.418522568305097
5580000000,1.416618529621008
5590000000,1.414723362238206
5600000000,1.412837059200911
5610000000,1.4109596138579
5620000000,1.409091019858722
5630000000,1.407231271150524
5640000000,1.40538036197479
5650000000,1.403538286868451
5660000000,1.401705040658356
5670000000,1.399880618458768
5680000000,1.398065015669767
5690000000,1.396258227976403
5700000000,1.394460251345043
5710000000,1.392671082019036
5720000000,1.390890716519606
5730000000,1.389119151641794
5740000000,1.387356384451613
5750000000,1.385602412288305
5760000000,1.383857232753597
5770000000,1.382120843717124
5780000000,1.380393243310579
5790000000,1.378674429927217
5800000000,1.376964402217516
5810000000,1.375263159088859
5820000000,1.37357069970201
5830000000,1.371887023470252
5840000000,1.370212130055822
5850000000,1.36854601937054
5860000000,1.366888691567995
5870000000,1.365240147047644
5880000000,1.363600386449757
5890000000,1.36196941065386
5900000000,1.360347220775297
5910000000,1.358733818165129
5920000000,1.357129204406491
5930000000,1.355533381314578
5940000000,1.353946350932282
5950000000,1.352368115529579
5960000000,1.350798677600475
5970000000,1.349238039862141
5980000000,1.347686205251766
5990000000,1.346143176926319
6000000000,1.34460895825905
6010000000,1.343083552836544
6020000000,1.341566964459262
6030000000,1.340059197138384
6040000000,1.338560255093229
6050000000,1.337070142751534
6060000000,1.335588864743122
6070000000,1.334116425903535
6080000000,1.332652831268471
6090000000,1.331198086072308
6100000000,1.329752195746948
6110000000,1.328315165919926
6120000000,1.326887002412257
6130000000,1.325467711236376
6140000000,1.324057298595705
6150000000,1.322655770878839
6160000000,1.321263134662984
6170000000,1.31987939670941
6180000000,1.318504563960048
6190000000,1.317138643539604
6200000000,1.315781642749784
6210000000,1.314433569070122
6220000000,1.313094430155398
6230000000,1.311764233833409
6240000000,1.310442988103518
6250000000,1.309130701135286
6260000000,1.307827381266212
6270000000,1.306533036999694
6280000000,1.305247677004022
6290000000,1.303971310109795
6300000000,1.302703945309665
6310000000,1.301445591753983
6320000000,1.300196258752445
6330000000,1.298955955768037
6340000000,1.297724692421359
6350000000,1.296502478481717
6360000000,1.295289323871636
6370000000,1.294085238662394
6380000000,1.292890233070879
6390000000,1.291704317461042
6400000000,1.290527502340451
6410000000,1.289359798358557
6420000000,1.288201216305879
6430000000,1.287051767111355
6440000000,1.285911461841755
6450000000,1.284780311698614
6460000000,1.283658328018487
6470000000,1.282545522268639
6480000000,1.281441906048617
6490000000,1.280347491086644
6500000000,1.279262289237314
6510000000,1.278186312482201
6520000000,1.27711957292701
6530000000,1.276062082799066
6540000000,1.275013854447562
6550000000,1.273974900340648
6560000000,1.272945233064911
6570000000,1.271924865321914
6580000000,1.270913809929351
6590000000,1.269912079817257
6600000000,1.268919688026066
6610000000,1.267936647708331
6620000000,1.266962972123571
6630000000,1.265998674638412
6640000000,1.265043768724773
6650000000,1.264098267958686
6660000000,1.263162186017871
6670000000,1.262235536680445
6680000000,1.261318333825079
6690000000,1.260410591427624
6700000000,1.259512323558867
6710000000,1.258623544384631
6720000000,1.257744268164938
6730000000,1.256874509250748
6740000000,1.256014282083665
6750000000,1.255163601192857
6760000000,1.254322481196092
6770000000,1.253490936796038
6780000000,1.252668982779449
6790000000,1.251856634016611
6800000000,1.251053905458825
6810000000,1.250260812136918
6820000000,1.249477369160821
6830000000,1.248703591717148
6840000000,1.247939495068183
6850000000,1.247185094550435
6860000000,1.246440405572864
6870000000,1.245705443616628
6880000000,1.244980224232075
6890000000,1.244264763038151
6900000000,1.243559075720939
6910000000,1.242863178032589
6920000000,1.242177085789991
6930000000,1.241500814871676
6940000000,1.24083438121901
6950000000,1.24017780083366
6960000000,1.239531089775076
6970000000,1.23889426416206
6980000000,1.238267340167569
6990000000,1.237650334021253
7000000000,1.237043262005636
7010000000,1.236446140454794
7020000000,1.235858985754984
7030000000,1.23528181434035
7040000000,1.234714642695814
7050000000,1.23415748735091
7060000000,1.233610364882405
7070000000,1.233073291910643
7080000000,1.232546285098727
7090000000,1.23202936115346
7100000000,1.231522536820709
7110000000,1.231025828885833
7120000000,1.230539254172342
7130000000,1.230062829541057
7140000000,1.229596571888297
7150000000,1.229140498144692
7160000000,1.22869462527294
7170000000,1.22825897026976
7180000000,1.227833550161139
7190000000,1.227418382003026
7200000000,1.227013482879336
7210000000,1.226618869901779
7220000000,1.226234560207879
7230000000,1.225860570959264
7240000000,1.225496919342479
7250000000,1.225143622565129
7260000000,1.224800697856694
7270000000,1.224468162467857
7280000000,1.224146033666583
7290000000,1.223834328739993
7300000000,1.223533064991788
7310000000,1.223242259740462
7320000000,1.22296193032086
7330000000,1.222692094079759
7340000000,1.222432768376802
7350000000,1.222183970582707
7360000000,1.221945718079517
7370000000,1.221718028257267
7380000000,1.221500918514722
7390000000,1.221294406257051
7400000000,1.221098508896631
7410000000,1.220913243849369
7420000000,1.220738628536572
7430000000,1.220574680381273
7440000000,1.220421416809435
7450000000,1.220278855247441
7460000000,1.220147013121732
7470000000,1.220025907857437
7480000000,1.219915556878451
7490000000,1.219815977604902
7500000000,1.219727187453245
7510000000,1.219649203835035
7520000000,1.219582044156343
7530000000,1.219525725816169
7540000000,1.219480266205508
7550000000,1.219445682707216
7560000000,1.219421992694715
7570000000,1.219409213530822
7580000000,1.219407362566531
7590000000,1.219416457141712
7600000000,1.219436514582308
7610000000,1.219467552200795
7620000000,1.219509587294816
7630000000,1.219562637145725
7640000000,1.219626719019056
7650000000,1.219701850163402
7660000000,1.21978804780838
7670000000,1.219885329164839
7680000000,1.219993711424463
7690000000,1.220113211757529
7700000000,1.220243847313682
7710000000,1.220385635219758
7720000000,1.220538592580576
7730000000,1.220702736477169
7740000000,1.220878083964949
7750000000,1.221064652075295
7760000000,1.221262457813565
7770000000,1.221471518158538
7780000000,1.22169185006136
7790000000,1.221923470445048
7800000000,1.222166396204734
7810000000,1.222420644204603
7820000000,1.222686231279948
7830000000,1.22296317423497
7840000000,1.223251489841847
7850000000,1.223551194842138
7860000000,1.223862305942079
7870000000,1.224184839816632
7880000000,1.224518813106388
7890000000,1.224864242415967
7900000000,1.225221144316245
7910000000,1.225589535341739
7920000000,1.225969431989151
7930000000,1.226360850719964
7940000000,1.226763807956858
7950000000,1.227178320084943
7960000000,1.22760440344945
7970000000,1.228042074357532
7980000000,1.228491349075238
7990000000,1.228952243828677
8000000000,1.229424774802985
8010000000,1.229908958141978
8020000000,1.23040480994662
8030000000,1.230912346276028
8040000000,1.231431583145862
8050000000,1.231962536528626
8060000000,1.232505222352177
8070000000,1.233059656500523
8080000000,1.233625854811676
8090000000,1.234203833079674
8100000000,1.234793607051222
8110000000,1.235395192427448
8120000000,1.236008604862655
8130000000,1.236633859962723
8140000000,1.237270973288523
8150000000,1.237919960349955
8160000000,1.238580836610216
8170000000,1.239253617482906
8180000000,1.239938318332583
8190000000,1.240634954474267
8200000000,1.241343541172031
8210000000,1.242064093641354
8220000000,1.242796627045147
8230000000,1.243541156495842
8240000000,1.24429769705467
8250000000,1.245066263730504
8260000000,1.245846871480607
8270000000,1.246639535208895
8280000000,1.247444269767376
8290000000,1.248261089954141
8300000000,1.24909001051451
8310000000,1.249931046139479
8320000000,1.25078421146627
8330000000,1.251649521077968
8340000000,1.252526989501923
8350000000,1.253416631211821
8360000000,1.254318460625596
8370000000,1.255232492105836
8380000000,1.256158739959454
8390000000,1.257097218437039
8400000000,1.258047941732839
8410000000,1.259010923985648
8420000000,1.259986179276476
8430000000,1.260973721629764
8440000000,1.26197356501274
8450000000,1.26298572333527
8460000000,1.264010210449407
8470000000,1.265047040149565
8480000000,1.266096226172462
8490000000,1.267157782195472
8500000000,1.26823172183903
8510000000,1.26931805866373
8520000000,1.270416806172084
8530000000,1.271527977806349
8540000000,1.27265158695185
8550000000,1.273787646931996
8560000000,1.274936171012755
8570000000,1.276097172399678
8580000000,1.277270664238364
8590000000,1.278456659613854
8600000000,1.279655171551879
8610000000,1.280866213017536
8620000000,1.282089796915571
8630000000,1.283325936090674
8640000000,1.284574643325096
8650000000,1.285835931342711
8660000000,1.287109812803978
8670000000,1.288396300310577
8680000000,1.289695406400695
8690000000,1.291007143552066
8700000000,1.292331524182412
8710000000,1.293668560645473
8720000000,1.29501826523495
8730000000,1.296380650182278
8740000000,1.297755727656243
8750000000,1.29914350976519
8760000000,1.300544008554223
8770000000,1.301957236006221
8780000000,1.303383204042526
8790000000,1.304821924522207
8800000000,1.306273409240377
8810000000,1.307737669930949
8820000000,1.309214718264967
8830000000,1.310704565851243
8840000000,1.312207224234742
8850000000,1.31372270489777
8860000000,1.31525101926028
8870000000,1.316792178679009
8880000000,1.318346194447753
8890000000,1.319913077796551
8900000000,1.321492839892864
8910000000,1.323085491840595
8920000000,1.324691044680198
8930000000,1.326309509389035
8940000000,1.327940896880212
8950000000,1.329585218004776
8960000000,1.331242483548947
8970000000,1.332912704235306
8980000000,1.334595890723786
8990000000,1.336292053608684
9000000000,1.338001203422024
9010000000,1.339723350631827
9020000000,1.341458505641628
9030000000,1.343206678791173
9040000000,1.344967880355778
9050000000,1.346742120547276
9060000000,1.348529409513175
9070000000,1.350329757336297
9080000000,1.352143174036339
9090000000,1.35396966956675
9100000000,1.355809253818641
9110000000,1.357661936616796
9120000000,1.359527727723576
9130000000,1.36140663683544
9140000000,1.363298673584317
9150000000,1.365203847536981
9160000000,1.367122168198147
9170000000,1.369053645003733
9180000000,1.37099828732809
9190000000,1.372956104479451
9200000000,1.374927105700936
9210000000,1.376911300171123
9220000000,1.378908697003711
9230000000,1.380919305246619
9240000000,1.382943133883433
9250000000,1.384980191831493
9260000000,1.38703048794391
9270000000,1.389094031007817
9280000000,1.391170829744314
9290000000,1.393260892811969
9300000000,1.395364228799199
9310000000,1.397480846233277
9320000000,1.399610753573284
9330000000,1.401753959211717
9340000000,1.403910471478788
9350000000,1.406080298635273
9360000000,1.408263448877487
9370000000,1.410459930336665
9380000000,1.412669751076284
9390000000,1.414892919094346
9400000000,1.417129442322672
9410000000,1.419379328626611
9420000000,1.421642585804836
9430000000,1.423919221590621
9440000000,1.426209243648354
9450000000,1.428512659579162
9460000000,1.430829476913703
9470000000,1.433159703118892
9480000000,1.43550334559277
9490000000,1.437860411666949
9500000000,1.440230908606163
9510000000,1.442614843607204
9520000000,1.445012223800278
9530000000,1.447423056248279
9540000000,1.449847347946191
9550000000,1.452285105819971
9560000000,1.454736336731167
9570000000,1.45720104746985
9580000000,1.459679244760779
9590000000,1.46217093525938
9600000000,1.464676125553269
9610000000,1.467194822160978
9620000000,1.469727031534315
9630000000,1.472272760054957
9640000000,1.474832014035882
9650000000,1.477404799722948
9660000000,1.479991123291108
9670000000,1.482590990847841
9680000000,1.485204408429134
9690000000,1.487831382005131
9700000000,1.490471917473376
9710000000,1.493126020663516
9720000000,1.495793697335
9730000000,1.498474953177323
9740000000,1.501169793809325
9750000000,1.503878224781789
9760000000,1.506600251572701
9770000000,1.509335879590516
9780000000,1.512085114174347
9790000000,1.514847960589631
9800000000,1.517624424033342
9810000000,1.520414509630867
9820000000,1.523218222435878
9830000000,1.526035567430412
9840000000,1.528866549525659
9850000000,1.53171117356074
9860000000,1.534569444302459
9870000000,1.537441366445863
9880000000,1.540326944614053
9890000000,1.543226183357192
9900000000,1.546139087152197
9910000000,1.549065660404573
9920000000,1.552005907446618
9930000000,1.554959832536422
9940000000,1.557927439857959
9950000000,1.560908733525943
9960000000,1.563903717575375
9970000000,1.56691239597243
9980000000,1.569934772605687
9990000000,1.572970851291053
10000000000,1.576020635769862
