freq	dB(S(2,1))
6.02010000000000020E10	-5.89123663358534880E1
6.03010000000000000E10	-5.89564222655422570E1
6.04009999999999980E10	-5.90004024864812670E1
6.05009999999999960E10	-5.90443072628296760E1
6.06010000000000030E10	-5.90881368573454590E1
6.07010000000000010E10	-5.91318915313954730E1
6.08009999999999980E10	-5.91755715449654040E1
6.09009999999999960E10	-5.92191771566695820E1
6.10009999999999940E10	-5.92627086237607340E1
6.11010000000000010E10	-5.93061662021396610E1
6.12009999999999990E10	-5.93495501463648270E1
6.13010000000000050E10	-5.93928607096618230E1
6.14009999999999940E10	-5.94360981439328210E1
6.15010000000000010E10	-5.94792626997658400E1
6.16009999999999990E10	-5.95223546264440720E1
6.17009999999999970E10	-5.95653741719549410E1
6.18010000000000040E10	-5.96083215829992860E1
6.19009999999999930E10	-5.96511971050002730E1
6.20009999999999990E10	-5.96940009821123760E1
6.21009999999999970E10	-5.97367334572301890E1
6.22010000000000040E10	-5.97793947719971900E1
6.23010000000000020E10	-5.98219851668144460E1
6.24010000000000000E10	-5.98645048808492050E1
6.25009999999999980E10	-5.99069541520434610E1
6.26009999999999960E10	-5.99493332171223600E1
6.27010000000000020E10	-5.99916423116026460E1
6.28010000000000000E10	-6.00338816698009390E1
6.29009999999999980E10	-6.00760515248419850E1
6.30009999999999960E10	-6.01181521086668450E1
6.31010000000000030E10	-6.01601836520409710E1
6.32010000000000010E10	-6.02021463845622760E1
6.33009999999999980E10	-6.02440405346690080E1
6.34009999999999960E10	-6.02858663296477370E1
6.35009999999999940E10	-6.03276239956411600E1
6.36010000000000010E10	-6.03693137576558230E1
6.37009999999999990E10	-6.04109358395698150E1
6.38010000000000050E10	-6.04524904641404340E1
6.39009999999999940E10	-6.04939778530117420E1
6.40010000000000010E10	-6.05353982267220130E1
6.41009999999999990E10	-6.05767518047112130E1
6.42009999999999970E10	-6.06180388053283540E1
6.43010000000000040E10	-6.06592594458387960E1
6.44009999999999930E10	-6.07004139424315080E1
6.45010000000000080E10	-6.07415025102262530E1
6.46009999999999970E10	-6.07825253632806820E1
6.47009999999999950E10	-6.08234827145974500E1
6.48010000000000020E10	-6.08643747761311630E1
6.49010000000000000E10	-6.09052017587953640E1
6.50010000000000070E10	-6.09459638724694220E1
6.51009999999999960E10	-6.09866613260053380E1
6.52009999999999930E10	-6.10272943272345450E1
6.53010000000000000E10	-6.10678630829746010E1
6.54009999999999980E10	-6.11083677990358790E1
6.55010000000000050E10	-6.11488086802281480E1
6.56010000000000030E10	-6.11891859303671380E1
6.57009999999999920E10	-6.12294997522810380E1
6.58009999999999980E10	-6.12697503478169470E1
6.59009999999999960E10	-6.13099379178472680E1
6.60010000000000030E10	-6.13500626622760060E1
6.61010000000000010E10	-6.13901247800450990E1
6.62009999999999900E10	-6.14301244691406460E1
6.63010000000000050E10	-6.14700619265991130E1
6.64009999999999940E10	-6.15099373485133770E1
6.65010000000000010E10	-6.15497509300389470E1
6.66009999999999990E10	-6.15895028653998810E1
6.67009999999999970E10	-6.16291933478948280E1
6.68010000000000040E10	-6.16688225699029500E1
6.69009999999999930E10	-6.17083907228898370E1
6.70010000000000080E10	-6.17478979974133150E1
6.71009999999999970E10	-6.17873445831292400E1
6.72009999999999950E10	-6.18267306687972960E1
6.73010000000000020E10	-6.18660564422866340E1
6.74010000000000000E10	-6.19053220905815760E1
6.75010000000000070E10	-6.19445277997871640E1
6.76009999999999960E10	-6.19836737551348180E1
6.77009999999999930E10	-6.20227601409877850E1
6.78010000000000000E10	-6.20617871408466470E1
6.79009999999999980E10	-6.21007549373547270E1
6.80010000000000050E10	-6.21396637123035410E1
6.81010000000000030E10	-6.21785136466380720E1
6.82009999999999920E10	-6.22173049204621260E1
6.83009999999999980E10	-6.22560377130435590E1
6.84009999999999960E10	-6.22947122028195640E1
6.85010000000000030E10	-6.23333285674017650E1
6.86010000000000010E10	-6.23718869835814170E1
6.87009999999999900E10	-6.24103876273345200E1
6.88010000000000050E10	-6.24488306738268140E1
6.89009999999999940E10	-6.24872162974188510E1
6.90010000000000010E10	-6.25255446716709700E1
6.91009999999999990E10	-6.25638159693482090E1
6.92009999999999970E10	-6.26020303624252690E1
6.93010000000000040E10	-6.26401880220913210E1
6.94009999999999930E10	-6.26782891187548510E1
6.95010000000000080E10	-6.27163338220484960E1
6.96009999999999970E10	-6.27543223008337050E1
6.97009999999999950E10	-6.27922547232055540E1
6.98010000000000020E10	-6.28301312564973810E1
6.99010000000000000E10	-6.28679520672854060E1
7.00010000000000070E10	-6.29057173213933930E1
7.01009999999999960E10	-6.29434271838972140E1
7.02009999999999930E10	-6.29810818191293280E1
7.03010000000000000E10	-6.30186813906833710E1
7.04009999999999980E10	-6.30562260614185720E1
7.05010000000000050E10	-6.30937159934642100E1
7.06010000000000030E10	-6.31311513482240020E1
7.07009999999999920E10	-6.31685322863804630E1
7.08009999999999980E10	-6.32058589678992890E1
7.09009999999999960E10	-6.32431315520336050E1
7.10010000000000030E10	-6.32803501973282590E1
7.11010000000000010E10	-6.33175150616240680E1
7.12009999999999900E10	-6.33546263020620160E1
7.13010000000000050E10	-6.33916840750874220E1
7.14009999999999940E10	-6.34286885364540610E1
7.15010000000000010E10	-6.34656398412283540E1
7.16009999999999990E10	-6.35025381437933680E1
7.17009999999999970E10	-6.35393835978528720E1
7.18010000000000040E10	-6.35761763564354340E1
7.19009999999999930E10	-6.36129165718983280E1
7.20010000000000080E10	-6.36496043959315210E1
7.21009999999999970E10	-6.36862399795616250E1
7.22009999999999950E10	-6.37228234731557650E1
7.23010000000000020E10	-6.37593550264254820E1
7.24010000000000000E10	-6.37958347884305610E1
7.25010000000000070E10	-6.38322629075828460E1
7.26009999999999960E10	-6.38686395316500550E1
7.27009999999999930E10	-6.39049648077594770E1
7.28010000000000000E10	-6.39412388824017870E1
7.29009999999999980E10	-6.39774619014346780E1
7.30010000000000050E10	-6.40136340100865730E1
7.31010000000000030E10	-6.40497553529603180E1
7.32009999999999920E10	-6.40858260740367140E1
7.33009999999999980E10	-6.41218463166781570E1
7.34009999999999960E10	-6.41578162236322400E1
7.35010000000000030E10	-6.41937359370352740E1
7.36010000000000010E10	-6.42296055984157910E1
7.37009999999999900E10	-6.42654253486980750E1
7.38010000000000050E10	-6.43011953282055690E1
7.39009999999999940E10	-6.43369156766644150E1
7.40010000000000010E10	-6.43725865332068010E1
7.41009999999999990E10	-6.44082080363743350E1
7.42009999999999970E10	-6.44437803241215070E1
7.43010000000000040E10	-6.44793035338189660E1
7.44009999999999930E10	-6.45147778022568290E1
7.45010000000000080E10	-6.45502032656480380E1
7.46009999999999970E10	-6.45855800596315980E1
7.47009999999999950E10	-6.46209083192758090E1
7.48010000000000020E10	-6.46561881790815820E1
7.49010000000000000E10	-6.46914197729855010E1
7.50010000000000070E10	-6.47266032343631270E1
7.51009999999999960E10	-6.47617386960321100E1
7.52009999999999930E10	-6.47968262902553430E1
7.53010000000000000E10	-6.48318661487440110E1
7.54009999999999980E10	-6.48668584026608390E1
7.55010000000000050E10	-6.49018031826229880E1
7.56010000000000030E10	-6.49367006187051480E1
7.57009999999999920E10	-6.49715508404426870E1
7.58009999999999980E10	-6.50063539768345060E1
7.59009999999999960E10	-6.50411101563460910E1
7.60010000000000030E10	-6.50758195069125110E1
7.61010000000000010E10	-6.51104821559412720E1
7.62009999999999900E10	-6.51450982303153300E1
7.63010000000000050E10	-6.51796678563959110E1
7.64009999999999940E10	-6.52141911600255050E1
7.65010000000000010E10	-6.52486682665306010E1
7.66009999999999990E10	-6.52830993007246270E1
7.67009999999999970E10	-6.53174843869107220E1
7.68010000000000040E10	-6.53518236488845620E1
7.69009999999999930E10	-6.53861172099371140E1
7.70010000000000080E10	-6.54203651928574640E1
7.71009999999999970E10	-6.54545677199354790E1
7.72009999999999950E10	-6.54887249129646240E1
7.73010000000000020E10	-6.55228368932445710E1
7.74010000000000000E10	-6.55569037815840080E1
7.75010000000000070E10	-6.55909256983031510E1
7.76009999999999960E10	-6.56249027632365940E1
7.77009999999999930E10	-6.56588350957357570E1
7.78010000000000000E10	-6.56927228146716140E1
7.79009999999999980E10	-6.57265660384372820E1
7.80010000000000050E10	-6.57603648849505440E1
7.81010000000000030E10	-6.57941194716565030E1
7.82009999999999920E10	-6.58278299155300320E1
7.83009999999999980E10	-6.58614963330783620E1
7.84009999999999960E10	-6.58951188403435670E1
7.85010000000000030E10	-6.59286975529051040E1
7.86010000000000010E10	-6.59622325858822660E1
7.87009999999999900E10	-6.59957240539365570E1
7.88010000000000050E10	-6.60291720712743140E1
7.89009999999999940E10	-6.60625767516489580E1
7.90010000000000010E10	-6.60959382083635650E1
7.91009999999999990E10	-6.61292565542731130E1
7.92009999999999970E10	-6.61625319017869630E1
7.93010000000000040E10	-6.61957643628712060E1
7.94009999999999930E10	-6.62289540490509230E1
7.95010000000000080E10	-6.62621010714127130E1
7.96009999999999970E10	-6.62952055406067850E1
7.97009999999999950E10	-6.63282675668494020E1
7.98010000000000020E10	-6.63612872599251350E1
7.99010000000000000E10	-6.63942647291891050E1
8.00009999999999980E10	-6.64272000835692910E1
8.01009999999999960E10	-6.64600934315687120E1
8.02009999999999930E10	-6.64929448812677040E1
8.03010000000000090E10	-6.65257545403261030E1
8.04009999999999890E10	-6.65585225159854410E1
8.05010000000000050E10	-6.65912489150711640E1
8.06010000000000030E10	-6.66239338439947650E1
8.07010000000000010E10	-6.66565774087559060E1
8.08009999999999980E10	-6.66891797149446750E1
8.09009999999999960E10	-6.67217408677435660E1
8.10010000000000120E10	-6.67542609719297090E1
8.11009999999999920E10	-6.67867401318769090E1
8.12009999999999900E10	-6.68191784515577500E1
8.13010000000000050E10	-6.68515760345456300E1
8.14010000000000030E10	-6.68839329840168690E1
8.15010000000000010E10	-6.69162494027527370E1
8.16009999999999990E10	-6.69485253931415070E1
8.17009999999999970E10	-6.69807610571803910E1
8.18009999999999950E10	-6.70129564964775960E1
8.19009999999999930E10	-6.70451118122544010E1
8.20010000000000080E10	-6.70772271053470170E1
8.21010000000000060E10	-6.71093024762085390E1
8.22009999999999860E10	-6.71413380249110680E1
8.23010000000000020E10	-6.71733338511473920E1
8.24010000000000000E10	-6.72052900542332040E1
8.25009999999999980E10	-6.72372067331087740E1
8.26009999999999960E10	-6.72690839863410160E1
8.27009999999999930E10	-6.73009219121252930E1
8.28010000000000090E10	-6.73327206082873350E1
8.29009999999999890E10	-6.73644801722850860E1
8.30010000000000050E10	-6.73962007012105420E1
8.31010000000000030E10	-6.74278822917917160E1
8.32010000000000010E10	-6.74595250403942790E1
8.33009999999999980E10	-6.74911290430235500E1
8.34009999999999960E10	-6.75226943953261660E1
8.35010000000000120E10	-6.75542211925920370E1
8.36009999999999920E10	-6.75857095297559770E1
8.37009999999999900E10	-6.76171595013995570E1
8.38010000000000050E10	-6.76485712017529120E1
8.39010000000000030E10	-6.76799447246964010E1
8.40010000000000010E10	-6.77112801637623820E1
8.41009999999999990E10	-6.77425776121369960E1
8.42009999999999970E10	-6.77738371626618360E1
8.43009999999999950E10	-6.78050589078356310E1
8.44009999999999930E10	-6.78362429398160140E1
8.45010000000000080E10	-6.78673893504211810E1
8.46010000000000060E10	-6.78984982311315390E1
8.47009999999999860E10	-6.79295696730914060E1
8.48010000000000020E10	-6.79606037671107100E1
8.49010000000000000E10	-6.79916006036665270E1
8.50009999999999980E10	-6.80225602729048000E1
8.51009999999999960E10	-6.80534828646419680E1
8.52009999999999930E10	-6.80843684683665180E1
8.53010000000000090E10	-6.81152171732406760E1
8.54009999999999890E10	-6.81460290681019390E1
8.55010000000000050E10	-6.81768042414647100E1
8.56010000000000030E10	-6.82075427815217770E1
8.57010000000000010E10	-6.82382447761460580E1
8.58009999999999980E10	-6.82689103128919860E1
8.59009999999999960E10	-6.82995394789971580E1
8.60010000000000120E10	-6.83301323613838200E1
8.61009999999999920E10	-6.83606890466604080E1
8.62009999999999900E10	-6.83912096211231280E1
8.63010000000000050E10	-6.84216941707573590E1
8.64010000000000030E10	-6.84521427812392420E1
8.65010000000000010E10	-6.84825555379371750E1
8.66009999999999990E10	-6.85129325259132130E1
8.67009999999999970E10	-6.85432738299246310E1
8.68009999999999950E10	-6.85735795344253240E1
8.69009999999999930E10	-6.86038497235672920E1
8.70010000000000080E10	-6.86340844812021620E1
8.71010000000000060E10	-6.86642838908824870E1
8.72009999999999860E10	-6.86944480358632340E1
8.73010000000000020E10	-6.87245769991032510E1
8.74010000000000000E10	-6.87546708632666710E1
8.75009999999999980E10	-6.87847297107242110E1
8.76009999999999960E10	-6.88147536235547190E1
8.77009999999999930E10	-6.88447426835464960E1
8.78010000000000090E10	-6.88746969721986170E1
8.79009999999999890E10	-6.89046165707224210E1
8.80010000000000050E10	-6.89345015600427580E1
8.81010000000000030E10	-6.89643520207994690E1
8.82010000000000010E10	-6.89941680333485600E1
8.83009999999999980E10	-6.90239496777637560E1
8.84009999999999960E10	-6.90536970338376400E1
8.85010000000000120E10	-6.90834101810830780E1
8.86009999999999920E10	-6.91130891987345390E1
8.87009999999999900E10	-6.91427341657493780E1
8.88010000000000050E10	-6.91723451608090740E1
8.89010000000000030E10	-6.92019222623206610E1
8.90010000000000010E10	-6.92314655484179030E1
8.91009999999999990E10	-6.92609750969625980E1
8.92009999999999970E10	-6.92904509855458440E1
8.93009999999999950E10	-6.93198932914893630E1
8.94009999999999930E10	-6.93493020918466830E1
8.95010000000000080E10	-6.93786774634043460E1
8.96010000000000060E10	-6.94080194826833190E1
8.97009999999999860E10	-6.94373282259399890E1
8.98010000000000020E10	-6.94666037691676590E1
8.99010000000000000E10	-6.94958461880975340E1
9.00009999999999980E10	-6.95250555582000200E1
9.01009999999999960E10	-6.95542319546859920E1
9.02009999999999930E10	-6.95833754525078520E1
9.03010000000000090E10	-6.96124861263608890E1
9.04009999999999890E10	-6.96415640506843130E1
9.05010000000000050E10	-6.96706092996625160E1
9.06010000000000030E10	-6.96996219472262090E1
9.07010000000000010E10	-6.97286020670535840E1
9.08009999999999980E10	-6.97575497325715330E1
9.09009999999999960E10	-6.97864650169566850E1
9.10010000000000120E10	-6.98153479931366580E1
9.11009999999999920E10	-6.98441987337910760E1
9.12009999999999900E10	-6.98730173113528790E1
9.13010000000000050E10	-6.99018037980092990E1
9.14010000000000030E10	-6.99305582657029400E1
9.15010000000000010E10	-6.99592807861330890E1
9.16009999999999990E10	-6.99879714307566130E1
9.17009999999999970E10	-7.00166302707891930E1
9.18009999999999950E10	-7.00452573772063400E1
9.19009999999999930E10	-7.00738528207445200E1
9.20010000000000080E10	-7.01024166719022190E1
9.21010000000000060E10	-7.01309490009410120E1
9.22009999999999860E10	-7.01594498778866440E1
9.23010000000000020E10	-7.01879193725301050E1
9.24010000000000000E10	-7.02163575544286100E1
9.25009999999999980E10	-7.02447644929067660E1
9.26009999999999960E10	-7.02731402570575090E1
9.27009999999999930E10	-7.03014849157432310E1
9.28010000000000090E10	-7.03297985375967190E1
9.29009999999999890E10	-7.03580811910222530E1
9.30010000000000050E10	-7.03863329441966100E1
9.31010000000000030E10	-7.04145538650700600E1
9.32010000000000010E10	-7.04427440213673870E1
9.33009999999999980E10	-7.04709034805889000E1
9.34009999999999960E10	-7.04990323100114140E1
9.35010000000000120E10	-7.05271305766892450E1
9.36009999999999920E10	-7.05551983474552010E1
9.37009999999999900E10	-7.05832356889216060E1
9.38010000000000050E10	-7.06112426674811470E1
9.39010000000000030E10	-7.06392193493080180E1
9.40010000000000010E10	-7.06671658003587580E1
9.41009999999999990E10	-7.06950820863732510E1
9.42009999999999970E10	-7.07229682728756610E1
9.43009999999999950E10	-7.07508244251754360E1
9.44009999999999930E10	-7.07786506083682280E1
9.45010000000000080E10	-7.08064468873367310E1
9.46010000000000060E10	-7.08342133267517760E1
9.47009999999999860E10	-7.08619499910731850E1
9.48010000000000020E10	-7.08896569445506670E1
9.49010000000000000E10	-7.09173342512247550E1
9.50009999999999980E10	-7.09449819749277390E1
9.51009999999999960E10	-7.09726001792845550E1
9.52009999999999930E10	-7.10001889277137190E1
9.53010000000000090E10	-7.10277482834281490E1
9.54009999999999890E10	-7.10552783094361740E1
9.55010000000000050E10	-7.10827790685422920E1
9.56010000000000030E10	-7.11102506233481790E1
9.57010000000000010E10	-7.11376930362534400E1
9.58009999999999980E10	-7.11651063694565970E1
9.59009999999999960E10	-7.11924906849558960E1
9.60010000000000120E10	-7.12198460445501970E1
9.61009999999999920E10	-7.12471725098397890E1
9.62009999999999900E10	-7.12744701422272970E1
9.63010000000000050E10	-7.13017390029185540E1
9.64010000000000030E10	-7.13289791529233510E1
9.65010000000000010E10	-7.13561906530563310E1
9.66009999999999990E10	-7.13833735639378820E1
9.67009999999999970E10	-7.14105279459948420E1
9.68009999999999950E10	-7.14376538594614630E1
9.69009999999999930E10	-7.14647513643801520E1
9.70010000000000080E10	-7.14918205206022610E1
9.71010000000000060E10	-7.15188613877890320E1
9.72009999999999860E10	-7.15458740254122730E1
9.73010000000000020E10	-7.15728584927552180E1
9.74010000000000000E10	-7.15998148489133260E1
9.75009999999999980E10	-7.16267431527951000E1
9.76009999999999960E10	-7.16536434631228050E1
9.77009999999999930E10	-7.16805158384333830E1
9.78010000000000090E10	-7.17073603370790820E1
9.79009999999999890E10	-7.17341770172283870E1
9.80010000000000050E10	-7.17609659368666810E1
9.81010000000000030E10	-7.17877271537970960E1
9.82010000000000010E10	-7.18144607256412120E1
9.83009999999999980E10	-7.18411667098398790E1
9.84009999999999960E10	-7.18678451636539430E1
9.85010000000000120E10	-7.18944961441650320E1
9.86009999999999920E10	-7.19211197082762690E1
9.87009999999999900E10	-7.19477159127130330E1
9.88010000000000050E10	-7.19742848140237430E1
9.89010000000000030E10	-7.20008264685805250E1
9.90010000000000010E10	-7.20273409325800350E1
9.91009999999999990E10	-7.20538282620440910E1
9.92009999999999970E10	-7.20802885128204900E1
9.93009999999999950E10	-7.21067217405836840E1
9.94009999999999930E10	-7.21331280008354980E1
9.95010000000000080E10	-7.21595073489059050E1
9.96010000000000060E10	-7.21858598399536610E1
9.97009999999999860E10	-7.22121855289670830E1
9.98010000000000020E10	-7.22384844707646770E1
9.99010000000000000E10	-7.22647567199959260E1
1.00000000000000000E11	-7.22907400067105050E1


