Z11 imOhm (Vds=1.1) X,Z11 imOhm (Vds=1.1) Y
0,45.73744151739599
0.01,45.73717767287647
0.02,45.73692339936017
0.03,45.73668276219578
0.04,45.73646094146352
0.05,45.73626439188539
0.06,45.73609962081365
0.07000000000000001,45.7359741146922
0.08,45.73590175795247
0.09,45.7358941602635
0.09999999999999999,45.73596314761155
0.11,45.73611936016275
0.12,45.73636991603765
0.13,45.73671475367452
0.14,45.73714118116932
0.15,45.73761610059353
0.16,45.73807536456169
0.17,45.73840978999596
0.18,45.73844751963651
0.19,45.73793269192301
0.2,45.73650074736342
0.21,45.7336511530392
0.2200000000000001,45.72871884310553
0.2300000000000001,45.7208461874079
0.2400000000000001,45.70895767295102
0.2500000000000001,45.69173953070542
0.2600000000000001,45.66762612864835
0.2700000000000001,45.63479410845829
0.2800000000000001,45.59116419507564
0.2900000000000001,45.53440973006768
0.3000000000000001,45.46197066327153
0.3100000000000001,45.37107224600054
0.3200000000000001,45.25874901681928
0.3300000000000001,45.12187658356298
0.3400000000000001,44.95721566738642
0.3500000000000001,44.76147425315114
0.3600000000000002,44.53139388136483
0.3700000000000002,44.26386468553441
0.3800000000000002,43.95607055840658
0.3900000000000002,43.60566100108903
0.4000000000000002,43.21094033374809
0.4100000000000002,42.77105897463925
0.4200000000000002,42.28618666761783
0.4300000000000002,41.75764518025903
0.4400000000000002,41.18797918000995
0.4500000000000002,40.58094917462469
0.4600000000000002,39.94143911230589
0.4700000000000003,39.27528206828229
0.4800000000000003,38.58901831451811
0.4900000000000003,37.88960877427638
0.5000000000000002,37.18413170089166
0.5100000000000002,36.47949065621975
0.5200000000000002,35.7821578727936
0.5300000000000002,35.09797012344868
0.5400000000000003,34.43198598191749
0.5500000000000003,33.78840546505394
0.5600000000000003,33.1705466855371
0.5700000000000003,32.58086992565688
0.5800000000000003,32.02078774498058
0.5900000000000003,31.49177466291586
0.6000000000000003,30.99388377522351
0.6100000000000003,30.5269306331184
0.6200000000000003,30.09031445174982
0.6300000000000003,29.68311075819218
0.6400000000000003,29.30415411690696
0.6500000000000004,28.95210984310966
0.6600000000000004,28.62553442824657
0.6700000000000004,28.32292513546554
0.6800000000000004,28.04275967553383
0.6900000000000004,27.78352711237985
0.7000000000000004,27.54375123112391
0.7100000000000004,27.32200758091732
0.7200000000000004,27.11693532164607
0.7300000000000004,26.92724488497079
0.7400000000000004,26.75172232760857
0.7500000000000004,26.58923112285369
0.7600000000000005,26.43871201088706
0.7700000000000005,26.29918141590795
0.7800000000000005,26.16972883938318
0.7900000000000005,26.04951355526138
0.8000000000000005,25.93776086100225
0.8100000000000005,25.83375808119956
0.8200000000000005,25.73685047201591
0.8300000000000005,25.64643713726482
0.8400000000000005,25.5619670353498
0.8500000000000005,25.48293513366044
0.8600000000000005,25.4088787462211
0.8700000000000006,25.33937407801646
0.8800000000000006,25.27403298664737
0.8900000000000006,25.21249996447204
0.9000000000000006,25.15444933746445
0.9100000000000006,25.09958267318115
0.9200000000000006,25.0476263861869
0.9300000000000006,24.99832952758197
0.9400000000000006,24.95146174392296
0.9500000000000006,24.90681138974971
0.9600000000000006,24.86418377818934
0.9700000000000006,24.82339955466238
0.9800000000000006,24.78429317930227
0.9900000000000007,24.74671150517594
1,24.71051244154338
