Z11 reOhm (Vds=1.1) X,Z11 reOhm (Vds=1.1) Y
0,0.112306608209539
0.01,0.1144905368950925
0.02,0.1173289063060833
0.03,0.1209987997582276
0.04,0.1257229830501658
0.05,0.1317806021159187
0.06,0.1395184365532429
0.07000000000000001,0.1493642980257775
0.08,0.1618521028069719
0.09,0.1776326721868893
0.09999999999999999,0.1974969957496104
0.11,0.2223978854291905
0.12,0.2534714331717091
0.13,0.2920566154949793
0.14,0.3397109038318037
0.15,0.3982193986220001
0.16,0.4695949489693114
0.17,0.5560670774477936
0.18,0.6600582734112362
0.19,0.7841471506504444
0.2,0.9310187796306595
0.21,1.103403089800087
0.2200000000000001,1.304002893763581
0.2300000000000001,1.535414301710398
0.2400000000000001,1.800044212693438
0.2500000000000001,2.100031523864874
0.2600000000000001,2.437179574418628
0.2700000000000001,2.812906267462287
0.2800000000000001,3.228215230232339
0.2900000000000001,3.683686972871225
0.3000000000000001,4.179484426781204
0.3100000000000001,4.71536365893948
0.3200000000000001,5.290678925402329
0.3300000000000001,5.904372056012384
0.3400000000000001,6.554939450054564
0.3500000000000001,7.240375194577352
0.3600000000000002,7.958095105647843
0.3700000000000002,8.704852737989183
0.3800000000000002,9.47666349312961
0.3900000000000002,10.26875586364808
0.4000000000000002,11.07556880523717
0.4100000000000002,11.89081080025946
0.4200000000000002,12.70758944478968
0.4300000000000002,13.51861106909117
0.4400000000000002,14.31643936743131
0.4500000000000002,15.09379215562996
0.4600000000000002,15.84384822239794
0.4700000000000003,16.56053342110638
0.4800000000000003,17.23875740282155
0.4900000000000003,17.87457928758014
0.5000000000000002,18.46529060461811
0.5100000000000002,19.00941486444199
0.5200000000000002,19.50663299728974
0.5300000000000002,19.95765099029411
0.5400000000000003,20.36402962868194
0.5500000000000003,20.72799641409615
0.5600000000000003,21.05225726165271
0.5700000000000003,21.3398215195681
0.5800000000000003,21.59395843508609
0.5900000000000003,21.81761635233654
0.6000000000000003,22.01403748092808
0.6100000000000003,22.18618934898726
0.6200000000000003,22.3368473958745
0.6300000000000003,22.46856649746124
0.6400000000000003,22.58366809464074
0.6500000000000004,22.68423900558144
0.6600000000000004,22.77213858141988
0.6700000000000004,22.84901143016872
0.6800000000000004,22.91630350773026
0.6900000000000004,22.97527990304756
0.7000000000000004,23.02704309956558
0.7100000000000004,23.07255086830164
0.7200000000000004,23.11263324110747
0.7300000000000004,23.14800823519926
0.7400000000000004,23.17929616279404
0.7500000000000004,23.20703247417385
0.7600000000000005,23.23167915979159
0.7700000000000005,23.25363478604333
0.7800000000000005,23.27324326779367
0.7900000000000005,23.29080149451543
0.8000000000000005,23.30656593095859
0.8100000000000005,23.32075831046406
0.8200000000000005,23.3335705324884
0.8300000000000005,23.34516886689176
0.8400000000000005,23.3556975577241
0.8500000000000005,23.36528190896957
0.8600000000000005,23.37403092508913
0.8700000000000006,23.38203956981347
0.8800000000000006,23.38939069840859
0.8900000000000006,23.39615671102089
0.9000000000000006,23.4024009680949
0.9100000000000006,23.408179002948
0.9200000000000006,23.41353956155542
0.9300000000000006,23.41852549515329
0.9400000000000006,23.42317452747455
0.9500000000000006,23.42751991519522
0.9600000000000006,23.43159101734445
0.9700000000000006,23.43541378703084
0.9800000000000006,23.43901119679308
0.9900000000000007,23.44240360710966
1,23.44560908606642
