"Z11 imOhm (L=4e-08,M=10) X","Z11 imOhm (L=4e-08,M=10) Y","Z11 imOhm (L=4e-08,M=20) X","Z11 imOhm (L=4e-08,M=20) Y","Z11 imOhm (L=8e-08,M=10) X","Z11 imOhm (L=8e-08,M=10) Y","Z11 imOhm (L=8e-08,M=20) X","Z11 imOhm (L=8e-08,M=20) Y"
0.4400000000000002,43.66983782807408,0.4400000000000002,41.18797918000995,0.4400000000000002,44.81480645816804,0.4400000000000002,45.60984636825608
0.4500000000000002,43.50129468472637,0.4500000000000002,40.58094917462469,0.4500000000000002,44.80988420286064,0.4500000000000002,45.57447418145913
0.4600000000000002,43.32041255587704,0.4600000000000002,39.94143911230589,0.4600000000000002,44.80291809875447,0.4600000000000002,45.52920620862429
0.4700000000000003,43.12821338364231,0.4700000000000003,39.27528206828229,0.4700000000000003,44.79358525105295,0.4700000000000003,45.47274300675267
0.4800000000000003,42.92600047369118,0.4800000000000003,38.58901831451811,0.4800000000000003,44.7815778172992,0.4800000000000003,45.40389602409748
0.4900000000000003,42.71531649114846,0.4900000000000003,37.88960877427638,0.4900000000000003,44.76661910369103,0.4900000000000003,45.32166039634602
0.5000000000000002,42.49788812867567,0.5000000000000002,37.18413170089166,0.5000000000000002,44.74847958616085,0.5000000000000002,45.22528437291142
0.5100000000000002,42.27556199651693,0.5100000000000002,36.47949065621975,0.5100000000000002,44.72699128819025,0.5100000000000002,45.11432790491487
0.5200000000000002,42.05023691487526,0.5200000000000002,35.7821578727936,0.5200000000000002,44.70205901108213,0.5200000000000002,44.98870358905483
0.5300000000000002,41.82379773256604,0.5300000000000002,35.09797012344868,0.5300000000000002,44.67366722009186,0.5300000000000002,44.84869501379718
0.5400000000000003,41.5980551369087,0.5400000000000003,34.43198598191749,0.5400000000000003,44.64188189223442,0.5400000000000003,44.69495028961043
0.5500000000000003,41.37469483464773,0.5500000000000003,33.78840546505394,0.5500000000000003,44.60684723491524,0.5500000000000003,44.52845163632958
0.5600000000000003,41.15523819121287,0.5600000000000003,33.1705466855371,0.5600000000000003,44.5687777758404,0.5600000000000003,44.35046475108031
0.5700000000000003,40.94101512605778,0.5700000000000003,32.58086992565688,0.5700000000000003,44.52794680096073,0.5700000000000003,44.16247377309247
0.5800000000000003,40.73306417869411,0.5800000000000003,32.02078774498058,0.5800000000000003,44.4846724098981,0.5800000000000003,43.96610870202874
0.5900000000000003,40.53247483451943,0.5900000000000003,31.49177466291586,0.5900000000000003,44.43930254464328,0.5900000000000003,43.76307207452913
0.6000000000000003,40.33986030168162,0.6000000000000003,30.99388377522351,0.6000000000000003,44.39220024759182,0.6000000000000003,43.55507074736122
0.6100000000000003,40.15573149356845,0.6100000000000003,30.5269306331184,0.6100000000000003,44.34373016988353,0.6100000000000003,43.34375710529914
0.6200000000000003,39.98042110228483,0.6200000000000003,30.09031445174982,0.6200000000000003,44.29424704372249,0.6200000000000003,43.13068226386076
0.6300000000000003,39.81410345615541,0.6300000000000003,29.68311075819218,0.6300000000000003,44.24408651262267,0.6300000000000003,42.91726218502458
0.6400000000000003,39.6568158323863,0.6400000000000003,29.30415411690696,0.6400000000000003,44.19355842755914,0.6400000000000003,42.70475627311223
0.6500000000000004,39.50848000887807,0.6500000000000004,28.95210984310966,0.6500000000000004,44.1429424921202,0.6500000000000004,42.49425706670913
0.6600000000000004,39.36892307674695,0.6600000000000004,28.62553442824657,0.6600000000000004,44.09248598646281,0.6600000000000004,42.28668909762293
0.6700000000000004,39.23789683035508,0.6700000000000004,28.32292513546554,0.6700000000000004,44.04238954454213,0.6700000000000004,42.08275478570269
0.6800000000000004,39.11509530606319,0.6800000000000004,28.04275967553383,0.6800000000000004,43.99286352967081,0.6800000000000004,41.8831898490884
0.6900000000000004,39.00017024816123,0.6900000000000004,27.78352711237985,0.6900000000000004,43.94404504034722,0.6900000000000004,41.68840359989887
0.7000000000000004,38.8927444394842,0.7000000000000004,27.54375123112391,0.7000000000000004,43.89605771303632,0.7000000000000004,41.49874838190033
0.7100000000000004,38.79242294936417,0.7100000000000004,27.32200758091732,0.7100000000000004,43.84899989947947,0.7100000000000004,41.31447098793043
0.7200000000000004,38.69880242910038,0.7200000000000004,27.11693532164607,0.7200000000000004,43.80294757759133,0.7200000000000004,41.13572834958573
0.7300000000000004,38.61147863227185,0.7300000000000004,26.92724488497079,0.7300000000000004,43.75795723601382,0.7300000000000004,40.96260219409474
0.7400000000000004,38.53005236088652,0.7400000000000004,26.75172232760857,0.7400000000000004,43.71406862752899,0.7400000000000004,40.79511236608372
0.7500000000000004,38.45413404498239,0.7500000000000004,26.58923112285369,0.7500000000000004,43.67130731874627,0.7500000000000004,40.63322864600579
0.7600000000000005,38.38334715780276,0.7600000000000005,26.43871201088706,0.7600000000000005,43.62968699561336,0.7600000000000005,40.47688102714634
0.7700000000000005,38.31733065584942,0.7700000000000005,26.29918141590795,0.7700000000000005,43.58921150829271,0.7700000000000005,40.32596850129991
0.7800000000000005,38.25574061544221,0.7800000000000005,26.16972883938318,0.7800000000000005,43.54987665628466,0.7800000000000005,40.18036645752191
0.7900000000000005,38.19825121802786,0.7900000000000005,26.04951355526138,0.7900000000000005,43.51167172592839,0.7900000000000005,40.03993283057762
0.8000000000000005,38.14455521638395,0.8000000000000005,25.93776086100225,0.8000000000000005,43.47458079959193,0.8000000000000005,39.90451314761089
0.8100000000000005,38.09436399468545,0.8100000000000005,25.83375808119956,0.8100000000000005,43.4385838595017,0.8100000000000005,39.7739446225812
0.8200000000000005,38.0474073174212,0.8200000000000005,25.73685047201591,0.8200000000000005,43.40365771036221,0.8200000000000005,39.64805944087688
0.8300000000000005,38.00343284597205,0.8300000000000005,25.64643713726482,0.8300000000000005,43.36977674475786,0.8300000000000005,39.5266873637618
0.8400000000000005,37.96220548738074,0.8400000000000005,25.5619670353498,0.8400000000000005,43.33691357381552,0.8400000000000005,39.40965776926694
0.8500000000000005,37.92350662738577,0.8500000000000005,25.48293513366044,0.8500000000000005,43.30503954375875,0.8500000000000005,39.29680123031353
0.8600000000000005,37.88713328915782,0.8600000000000005,25.4088787462211,0.8600000000000005,43.274125156656,0.8600000000000005,39.18795071672791
0.8700000000000006,37.8528972501575,0.8700000000000006,25.33937407801646,0.8700000000000006,43.24414041132418,0.8700000000000006,39.08294249376203
0.8800000000000006,37.82062414201224,0.8800000000000006,25.27403298664737,0.8800000000000006,43.21505507817172,0.8800000000000006,38.98161677865568
0.8900000000000006,37.79015255200443,0.8900000000000006,25.21249996447204,0.8900000000000006,43.18683891953738,0.8900000000000006,38.88381820398995
0.9000000000000006,37.76133313964232,0.9000000000000006,25.15444933746445,0.9000000000000006,43.15946186517631,0.9000000000000006,38.78939612902705
0.9100000000000006,37.73402777750669,0.9100000000000006,25.09958267318115,0.9100000000000006,43.132894150849,0.9100000000000006,38.69820483089153
0.9200000000000006,37.7081087222839,0.9200000000000006,25.0476263861869,0.9200000000000006,43.10710642643387,0.9200000000000006,38.61010360151209
0.9300000000000006,37.683457819026,0.9300000000000006,24.99832952758197,0.9300000000000006,43.0820698386409,0.9300000000000006,38.52495676995193
0.9400000000000006,37.65996573965291,0.9400000000000006,24.95146174392296,0.9400000000000006,43.05775609242512,0.9400000000000006,38.44263366519192
0.9500000000000006,37.63753125518436,0.9500000000000006,24.90681138974971,0.9500000000000006,43.03413749411366,0.9500000000000006,38.3630085310166
0.9600000000000006,37.61606053983146,0.9600000000000006,24.86418377818934,0.9600000000000006,43.01118697866396,0.9600000000000006,38.28596040123327
0.9700000000000006,37.59546650465558,0.9700000000000006,24.82339955466238,0.9700000000000006,42.98887812283647,0.9700000000000006,38.21137294146194
0.9800000000000006,37.5756681578812,0.9800000000000006,24.78429317930227,0.9800000000000006,42.96718514567723,0.9800000000000006,38.13913426195008
0.9900000000000007,37.55658998920875,0.9900000000000007,24.74671150517594,0.9900000000000007,42.94608289744934,0.9900000000000007,38.06913670535322
1,37.53816137552784,1,24.71051244154338,1,42.92554683805832,1,38.00127661173065
