Z11 reOhm (Vds=1.1) X,Z11 reOhm (Vds=1.1) Y
0,0.1112868724573686
0.01,0.1110907842467035
0.02,0.1109069579357483
0.03,0.11073870875416
0.04,0.1105905457492612
0.05,0.1104685647300412
0.06,0.1103804702464423
0.07000000000000001,0.1103364392982608
0.08,0.1103523760031127
0.09,0.1104476955209006
0.09999999999999999,0.1106481105729715
0.11,0.1109875527616054
0.12,0.1115106324695194
0.13,0.1122757620611038
0.14,0.1133590776374561
0.15,0.1148593024541797
0.16,0.1169036800450998
0.17,0.1196550684167913
0.18,0.1233202103066857
0.19,0.1281590763125796
0.2,0.1344950220812573
0.21,0.1427253408722436
0.2200000000000001,0.1533316957536498
0.2300000000000001,0.1668899586644218
0.2400000000000001,0.1840791964942569
0.2500000000000001,0.2056897888649478
0.2600000000000001,0.2326306466239683
0.2700000000000001,0.2659349643737917
0.2800000000000001,0.3067630639696906
0.2900000000000001,0.3564003295585845
0.3000000000000001,0.4162486354297037
0.3100000000000001,0.4878109711933078
0.3200000000000001,0.5726704727517471
0.3300000000000001,0.6724660234177169
0.3400000000000001,0.7888666637868321
0.3500000000000001,0.9235463050373439
0.3600000000000002,1.078158941688571
0.3700000000000002,1.254313052956513
0.3800000000000002,1.453542587929022
0.3900000000000002,1.67727127024431
0.4000000000000002,1.926767227788561
0.4100000000000002,2.203086239265827
0.4200000000000002,2.507004002742759
0.4300000000000002,2.83894041240426
0.4400000000000002,3.19888141108546
0.4500000000000002,3.586306127241165
0.4600000000000002,4.000128280743724
0.4700000000000003,4.438660944335142
0.4800000000000003,4.899612464333778
0.4900000000000003,5.380118678434821
0.5000000000000002,5.876812773664404
0.5100000000000002,6.38592973307678
0.5200000000000002,6.903438056511006
0.5300000000000002,7.425188077183168
0.5400000000000003,7.947064351755148
0.5500000000000003,8.46512958343369
0.5600000000000003,8.975749247482758
0.5700000000000003,9.475689105443607
0.5800000000000003,9.962181462004796
0.5900000000000003,10.43295966528234
0.6000000000000003,10.88626342618002
0.6100000000000003,11.32081969355835
0.6200000000000003,11.73580498014142
0.6300000000000003,12.13079527368763
0.6400000000000003,12.50570921031225
0.6500000000000004,12.86074928712905
0.6600000000000004,13.19634478741921
0.6700000000000004,13.51319022465357
0.6800000000000004,13.81182348570255
0.6900000000000004,14.09316350333521
0.7000000000000004,14.35807996214461
0.7100000000000004,14.60746812612842
0.7200000000000004,14.84222723376702
0.7300000000000004,15.06324403643096
0.7400000000000004,15.27138065603872
0.7500000000000004,15.46746602112654
0.7600000000000005,15.65229019633655
0.7700000000000005,15.82660099843156
0.7800000000000005,15.99110237913232
0.7900000000000005,16.14645413850979
0.8000000000000005,16.29327261286808
0.8100000000000005,16.43213205102796
0.8200000000000005,16.56356645352777
0.8300000000000005,16.68807170115186
0.8400000000000005,16.80610784006998
0.8500000000000005,16.91810142583434
0.8600000000000005,17.02444785514289
0.8700000000000006,17.12551363598544
0.8800000000000006,17.2216385621366
0.8900000000000006,17.31313777234422
0.9000000000000006,17.4003036822773
0.9100000000000006,17.48340778549501
0.9200000000000006,17.56270232397122
0.9300000000000006,17.63842183284198
0.9400000000000006,17.71078456633436
0.9500000000000006,17.77999381302136
0.9600000000000006,17.84623910970741
0.9700000000000006,17.90969736323768
0.9800000000000006,17.97053388942492
0.9900000000000007,18.02890337725349
1,18.08495078659984
