Z11 imOhm (Vds=1.1) X,Z11 imOhm (Vds=1.1) Y
0,45.67013449307559
0.01,45.6696923094558
0.02,45.66924102491992
0.03,45.6687793297727
0.04,45.66830592139087
0.05,45.66781953469037
0.06,45.66731678864323
0.07000000000000001,45.66679323469005
0.08,45.6662538480505
0.09,45.66569812182354
0.09999999999999999,45.66512599723915
0.11,45.66453803451835
0.12,45.66393563143463
0.13,45.66332129925145
0.14,45.66269900576106
0.15,45.66207459372347
0.16,45.66145627884201
0.17,45.66085522279776
0.18,45.6602861616518
0.19,45.65976804590422
0.2,45.65932461483118
0.21,45.65898478739756
0.2200000000000001,45.65878271515744
0.2300000000000001,45.65875732740526
0.2400000000000001,45.65895122490969
0.2500000000000001,45.6594088475934
0.2600000000000001,45.66017391617292
0.2700000000000001,45.66128616166766
0.2800000000000001,45.66277727090957
0.2900000000000001,45.66466584375577
0.3000000000000001,45.66695109600833
0.3100000000000001,45.66960512620144
0.3200000000000001,45.67256375319938
0.3300000000000001,45.67571611688447
0.3400000000000001,45.67889333376862
0.3500000000000001,45.68185650487985
0.3600000000000002,45.68428433705489
0.3700000000000002,45.68576064365367
0.3800000000000002,45.68576211886629
0.3900000000000002,45.68364708519753
0.4000000000000002,45.67864639360209
0.4100000000000002,45.66985823435162
0.4200000000000002,45.65624915182945
0.4300000000000002,45.63666386272588
0.4400000000000002,45.60984636825608
0.4500000000000002,45.57447418145913
0.4600000000000002,45.52920620862429
0.4700000000000003,45.47274300675267
0.4800000000000003,45.40389602409748
0.4900000000000003,45.32166039634602
0.5000000000000002,45.22528437291142
0.5100000000000002,45.11432790491487
0.5200000000000002,44.98870358905483
0.5300000000000002,44.84869501379718
0.5400000000000003,44.69495028961043
0.5500000000000003,44.52845163632958
0.5600000000000003,44.35046475108031
0.5700000000000003,44.16247377309247
0.5800000000000003,43.96610870202874
0.5900000000000003,43.76307207452913
0.6000000000000003,43.55507074736122
0.6100000000000003,43.34375710529914
0.6200000000000003,43.13068226386076
0.6300000000000003,42.91726218502458
0.6400000000000003,42.70475627311223
0.6500000000000004,42.49425706670913
0.6600000000000004,42.28668909762293
0.6700000000000004,42.08275478570269
0.6800000000000004,41.8831898490884
0.6900000000000004,41.68840359989887
0.7000000000000004,41.49874838190033
0.7100000000000004,41.31447098793043
0.7200000000000004,41.13572834958573
0.7300000000000004,40.96260219409474
0.7400000000000004,40.79511236608372
0.7500000000000004,40.63322864600579
0.7600000000000005,40.47688102714634
0.7700000000000005,40.32596850129991
0.7800000000000005,40.18036645752191
0.7900000000000005,40.03993283057762
0.8000000000000005,39.90451314761089
0.8100000000000005,39.7739446225812
0.8200000000000005,39.64805944087688
0.8300000000000005,39.5266873637618
0.8400000000000005,39.40965776926694
0.8500000000000005,39.29680123031353
0.8600000000000005,39.18795071672791
0.8700000000000006,39.08294249376203
0.8800000000000006,38.98161677865568
0.8900000000000006,38.88381820398995
0.9000000000000006,38.78939612902705
0.9100000000000006,38.69820483089153
0.9200000000000006,38.61010360151209
0.9300000000000006,38.52495676995193
0.9400000000000006,38.44263366519192
0.9500000000000006,38.3630085310166
0.9600000000000006,38.28596040123327
0.9700000000000006,38.21137294146194
0.9800000000000006,38.13913426195008
0.9900000000000007,38.06913670535322
1,38.00127661173065
