S11  X,S11  YRe,S11  YReImag
4000000000,-0.8849524810516001,0.3426608294458927
4100000000,-0.8785417344845294,0.3537828344549261
4200000000,-0.8717132228456104,0.3650971478126862
4300000000,-0.8644308266733299,0.3766291383561723
4400000000,-0.8566787123363949,0.3883537655888111
4500000000,-0.8483843789767171,0.4002837044904787
4600000000,-0.839538759597646,0.4124175176483458
4700000000,-0.8300765195661259,0.4247393139552952
4800000000,-0.8199444961643553,0.4372443366292363
4900000000,-0.8090891429245826,0.4499118433108494
5000000000,-0.7974615795947055,0.4627224677035522
5100000000,-0.7849535158915641,0.475653854170213
5200000000,-0.7715465879182154,0.4886407566414623
5300000000,-0.7571362650180793,0.5016581647532186
5400000000,-0.7416501810221675,0.5146376852230181
5500000000,-0.7249949828273219,0.5274733639186993
5600000000,-0.7070934829214646,0.5401027093716829
5700000000,-0.6878477043085462,0.5523642886569695
5800000000,-0.6672054458301497,0.564122740611012
5900000000,-0.645112532720894,0.5751739301103587
6000000000,-0.6215082934715165,0.5853064200794893
6100000000,-0.5964329578257739,0.5942586989559976
6200000000,-0.5699004297346746,0.6017288084179854
6300000000,-0.5420462114988217,0.6073923937736789
6400000000,-0.5131088030508378,0.6109452728802796
6500000000,-0.4833840272250984,0.6120552061707634
6600000000,-0.4533592345363098,0.6104658488276988
6700000000,-0.4235979163676989,0.6060308645162413
6800000000,-0.394735379899214,0.5987694816258399
6900000000,-0.3675518206700168,0.5889336493787293
7000000000,-0.3426282056423406,0.5770169107848928
7100000000,-0.3205642898250493,0.563745497062161
7200000000,-0.3015030116146894,0.5500685947877803
7300000000,-0.2854384212937034,0.5370269364236873
7400000000,-0.2718929077551741,0.5255522745515565
7500000000,-0.2601258697049321,0.5163840831608775
7600000000,-0.2491390078070921,0.5100359727361174
7700000000,-0.2379671788631575,0.5066307003719362
7800000000,-0.2255431005183236,0.5059881657785524
7900000000,-0.2110159685253989,0.5076932642502141
8000000000,-0.1936985039950037,0.5111003870298421
8100000000,-0.1730636890433623,0.5155114542120937
8200000000,-0.1487994901170552,0.520069928833598
8300000000,-0.1207699721910461,0.5240560697312954
8400000000,-0.0889515148373986,0.5266280746324588
8500000000,-0.0535189703727712,0.5270507109729115
8600000000,-0.01467656539314066,0.5245248756591228
8700000000,0.02725971812642136,0.5184474675307478
8800000000,0.07175757150113582,0.5080612481829588
8900000000,0.1183323740025817,0.4928736527378339
9000000000,0.1662089869747805,0.4723534826241811
9100000000,0.2146518579235785,0.4460719031824436
9200000000,0.2627698239293164,0.4137024798496344
9300000000,0.3096284521604347,0.3751104832582455
9400000000,0.3542246087237713,0.3303301345393863
9500000000,0.395502529216621,0.2795516375082803
9600000000,0.4324590860716999,0.2232040588027618
9700000000,0.4641683395121095,0.1619004440758399
9800000000,0.4897397369672287,0.09640836104735016
9900000000,0.5086223012863824,0.02773055757158936
10000000000,0.5203648188531476,-0.04306086002290264
