leafValue( IT("/ISUP_IB/VSUP_BUFFER/MINUS") "fin1" 7e+09 )*leafValue( VT("/vdd_buffer") "fin1" 7e+09 ) X,leafValue( IT("/ISUP_IB/VSUP_BUFFER/MINUS") "fin1" 7e+09 )*leafValue( VT("/vdd_buffer") "fin1" 7e+09 ) Y
4.187550348438084e-10,0.0138965932798076
4.257076353729579e-10,0.01390056353440158
4.31961952856368e-10,0.01389910431514133
4.375339461210434e-10,0.01390046071709819
4.429575009739622e-10,0.01390606107702343
4.499625065614238e-10,0.01391740722536666
4.580287896592767e-10,0.01392356434301077
4.645271421473562e-10,0.0139207674679503
4.701044964159141e-10,0.01392063095708284
4.750507217693737e-10,0.01392724995894287
4.801123876399838e-10,0.01394176156923525
4.859115539344675e-10,0.01396122309861124
4.925401227490506e-10,0.01398107311979206
4.993789923941769e-10,0.0139976981222938
5.053565721852073e-10,0.01401280070045268
5.106782000132837e-10,0.01402839617929274
5.157161744701438e-10,0.01404299318962489
5.212899244447621e-10,0.01405235414559779
5.274782378015698e-10,0.01406138368778507
5.345113518116184e-10,0.01407605461863742
5.41905497310064e-10,0.01409683849601304
5.482444492754204e-10,0.01411269276435803
5.54195628118364e-10,0.01412364111379137
5.600345072598246e-10,0.01413055451411319
5.659339357818584e-10,0.01413670433136714
5.712447833601256e-10,0.01414475234692518
5.758302048023618e-10,0.01415400242029426
5.797400518484238e-10,0.01416483369780181
5.832981786305623e-10,0.01417649884650267
5.875532362216639e-10,0.01419253923892773
5.929828241872456e-10,0.01421302880788407
5.978655469975823e-10,0.01422284259141468
6.036081819219565e-10,0.01422908479875325
6.103466387189242e-10,0.01423282064837547
6.174493366196511e-10,0.01424203237970603
6.245238825550821e-10,0.01425867125774363
6.304566226301085e-10,0.01427761083196571
6.356810459492434e-10,0.01429647244703544
6.405657742780058e-10,0.01431459608901122
6.461953609328096e-10,0.01433372834410732
6.517055191626044e-10,0.01434957683746422
6.570503266601321e-10,0.01436508506653146
6.620753926710009e-10,0.0143818479027992
6.665229390300366e-10,0.01439920351000105
6.705333812452349e-10,0.01441584960146402
6.745629998584548e-10,0.0144324406719466
6.79580134244276e-10,0.01445017006734938
6.857146941407391e-10,0.01446786035334713
6.920468866212489e-10,0.01448884141576538
6.990880644697907e-10,0.01451285842622706
7.066112315504809e-10,0.01453579391007362
7.131321065765936e-10,0.01455099635511304
7.191944874520425e-10,0.01456235045457467
7.25177237138155e-10,0.01457201917700574
7.312477042900306e-10,0.0145832355985726
7.36789734866486e-10,0.01459774341756653
7.416391856742231e-10,0.01461301330950323
7.457414760046539e-10,0.0146280350968641
7.493113904434147e-10,0.0146425734209627
7.530609096608561e-10,0.01465824290982564
7.586137582938328e-10,0.01468237603769334
7.633694243264972e-10,0.0146942628928072
7.683834766277124e-10,0.014701446921978
7.745163929617637e-10,0.01470974526313573
7.812172948620994e-10,0.01471918638962552
7.882758762319448e-10,0.01473536165375481
7.945074477785547e-10,0.01475395626556819
8.000811824723202e-10,0.01477339750027522
8.051798643440855e-10,0.01479260548582801
8.104461266550544e-10,0.01481325817269629
8.154605678977593e-10,0.01483221330494659
8.201155003668151e-10,0.01484869331259449
8.245976720426896e-10,0.01486359983333836
8.291571524951084e-10,0.0148785068429619
8.344780082720363e-10,0.01489610609554937
8.399555049879103e-10,0.01491709433385628
8.451181894689535e-10,0.01494001024757113
8.505955205700686e-10,0.01496090239946874
8.569512550265049e-10,0.01497974900821214
8.641499754191456e-10,0.01499657813045233
8.715226821704716e-10,0.01501613783192104
8.781922715962228e-10,0.01503555964003404
8.844315889987244e-10,0.01505130396635926
8.906006924229146e-10,0.01506341586174365
8.970571162960252e-10,0.01507493938880294
9.053581891947466e-10,0.0150979457671559
9.136915225280799e-10,0.01512336299853898
9.209807108333003e-10,0.01513801401203179
9.274261119039537e-10,0.01515085750344491
9.331473544276764e-10,0.01516854537456149
9.386961889357913e-10,0.01519044501060524
9.453998085402554e-10,0.01521517154888269
9.51803862815663e-10,0.01522996416806652
9.579013705883178e-10,0.01523665299327288
9.637422067502722e-10,0.0152440925625381
9.689222211966243e-10,0.01525692951575204
9.73308236556631e-10,0.01527370973178434
9.770281217738681e-10,0.01529157178100431
9.805262517648707e-10,0.01530815465081549
9.854422967405136e-10,0.01532859748652251
9.903664717560438e-10,0.01534679447664064
9.950205255870806e-10,0.01536306277692527
1.000859778415875e-09,0.01538043731041199
1.006579818948451e-09,0.01540049556498636
1.011760560235457e-09,0.01542295953851444
1.017170685956229e-09,0.01544462858414595
1.023779223385739e-09,0.01546427865389058
1.031098841158014e-09,0.01548266475697753
1.038479374600007e-09,0.01550532845292148
1.045190315306319e-09,0.01552789118913595
1.051477979624213e-09,0.01554600898467463
1.057669782788443e-09,0.0155600152751276
1.064135982222982e-09,0.01557352810746935
1.072148927039163e-09,0.01559681449537722
1.080482260372497e-09,0.01562348953933463
1.087740775526293e-09,0.01563812004253735
1.094196545920453e-09,0.01565081092757153
1.099953852915476e-09,0.01566903652649871
1.10552672355031e-09,0.01569280813015657
1.111824324647192e-09,0.01572024803304975
1.117707770049612e-09,0.01574055268415939
1.123069262649049e-09,0.01575244186036125
1.12780257894339e-09,0.01576063016389945
1.13179861555029e-09,0.01577180558409247
1.135373777385294e-09,0.01578442734698218
1.139380128034907e-09,0.01580112693011285
1.145397343670636e-09,0.01582835291684595
1.150441359905403e-09,0.01585156074028116
1.155931849628855e-09,0.01587540327293493
1.162129981189541e-09,0.01590056472282145
1.168157254579263e-09,0.01592511017537879
1.173720692048795e-09,0.01594922119879153
1.178990638761914e-09,0.0159730141480776
1.183530868540918e-09,0.01599262721288504
1.187374992827209e-09,0.01600548130411852
1.190957130423826e-09,0.01601633773992196
1.195431264117743e-09,0.01602805887809923
1.20100556883191e-09,0.01604315357905522
1.205969897165945e-09,0.01606435617818778
1.211673346670161e-09,0.01609203966137688
1.217922768195351e-09,0.01612088546148103
1.223923988977013e-09,0.01614293872399218
1.230159953441818e-09,0.01616080533429633
1.236176205840941e-09,0.016176176947529
1.241640296525866e-09,0.01619067408237782
1.246409500241877e-09,0.01620371158052203
1.250423073205935e-09,0.01621767860652947
1.253953596732044e-09,0.01623265651196112
1.257805863524225e-09,0.01625126900782626
1.263312494279765e-09,0.01628129443575768
1.268016221941292e-09,0.016298151560385
1.273243004295867e-09,0.01631091729190346
1.280013934905554e-09,0.01632407194464504
1.28769349121354e-09,0.0163435777890808
1.294020274261483e-09,0.01636627203832667
1.299655912546879e-09,0.01639000822709123
1.304833055104689e-09,0.01641568539029006
1.30997590780007e-09,0.01644357647426428
1.316100521072005e-09,0.01647470796308331
1.322281625143445e-09,0.0165022044658752
1.3284761498685e-09,0.01652903580051039
1.33457656666107e-09,0.01655838799486281
1.340227639978171e-09,0.01658910225824464
1.345220575470698e-09,0.01661863820495156
1.349441013073016e-09,0.01664164257131217
1.353067045098208e-09,0.01665746085947685
1.356695761401508e-09,0.01667085421631362
1.363611778353079e-09,0.01668665878928633
1.368944463277024e-09,0.016707819820747
1.373990007390131e-09,0.01673722480918864
1.379252133327578e-09,0.01676591607582287
1.383956789599883e-09,0.01678544521812896
1.388343555294167e-09,0.01679801138726609
1.392711537297201e-09,0.01680791080484646
1.397517415627041e-09,0.0168198979680088
1.404769882454192e-09,0.01684851653946509
1.413103215787525e-09,0.01688905854552307
1.420360787542603e-09,0.01691446840811471
1.426921605884905e-09,0.01693359912685324
1.432771849424028e-09,0.01695612107942373
1.438342863414394e-09,0.01698309931229976
1.445177164319122e-09,0.01701722503374181
1.453087163243148e-09,0.01704614155436082
1.459917550901656e-09,0.01705623954941727
1.465857316973052e-09,0.01706640448143124
1.471094630339429e-09,0.01708401192120319
1.476149190387778e-09,0.0171117345423586
1.481688602577367e-09,0.01714859534009615
1.486928430455462e-09,0.01718307827444295
1.491835127131609e-09,0.01721185974162558
1.496400370797417e-09,0.01723496265149284
1.500648364643036e-09,0.01725429740497083
1.505023948390251e-09,0.01727335052017061
1.510276803595426e-09,0.01729525346528105
1.515760474257561e-09,0.01732131362453387
1.522469554090052e-09,0.01735926039530368
1.529583822458008e-09,0.01739667588378151
1.536600285661188e-09,0.01742839896259689
1.543562476111765e-09,0.01745412499541802
1.549974082721064e-09,0.01747191182153004
1.556214056429936e-09,0.01748957036423326
1.562523328582759e-09,0.0175116799786694
1.569363397921822e-09,0.01754340372337152
1.576034901439541e-09,0.01757676906139711
1.582487185557978e-09,0.01760503444416229
1.588676852750196e-09,0.01762668359812653
1.594343808858035e-09,0.0176438227502796
1.599300598885508e-09,0.01765658015581572
1.603459604878817e-09,0.01766896023570512
1.607019795128713e-09,0.01768311470439701
1.610620175314295e-09,0.01769863794706188
1.617789758135894e-09,0.01773786884899027
1.622941912778996e-09,0.0177568060593836
1.627898577305403e-09,0.01776691073591629
1.633191668173707e-09,0.01778083264103843
1.638000588016472e-09,0.01780026990666134
1.642628539160138e-09,0.01782535381869391
1.647289844471334e-09,0.0178539420987281
1.652194376371976e-09,0.01788396015813461
1.658162534722919e-09,0.01791624307338351
1.664921352706023e-09,0.01795058797613306
1.670763344628519e-09,0.0179800912668002
1.676216360702669e-09,0.0180090521605153
1.681547035955891e-09,0.0180364646906129
1.687720106644712e-09,0.01806110979338233
1.694624781240731e-09,0.01808692020995282
1.701864064794474e-09,0.01812064008888934
1.709032093798719e-09,0.01816011794475094
1.715462286568896e-09,0.01819102235457793
1.721676557599021e-09,0.01821432476554483
1.727891669342623e-09,0.0182328775217423
1.735006914968868e-09,0.01825676694137327
1.743340248302202e-09,0.01829554704046177
1.751398519492813e-09,0.01832750193908808
1.758225427677652e-09,0.01834669500405546
1.7643331934858e-09,0.01836797703812683
1.769935167034942e-09,0.0183963986026572
1.775925937889476e-09,0.01843314514296313
1.782256903895823e-09,0.01846824367962123
1.788209679530373e-09,0.01849065401686502
1.793742322181024e-09,0.01850400894542034
1.798607626014931e-09,0.01851524414290846
1.802680106897479e-09,0.0185306443164578
1.806229177729447e-09,0.01854829425903034
1.80996405569094e-09,0.01856899596218334
1.81575321668232e-09,0.01860227734383213
1.820502299107675e-09,0.01863038077063914
1.825482011230384e-09,0.01865828684708215
1.831456471337625e-09,0.01868727217323306
1.837351826959045e-09,0.01871744102560166
1.842711959654634e-09,0.01874875871393744
1.847970762435671e-09,0.01878000513359761
1.853480890496487e-09,0.01880761558337039
1.858510225181973e-09,0.01883122423754613
1.863029933140313e-09,0.01885184745437084
1.867174968376124e-09,0.01886986960341053
1.871261535695476e-09,0.01888733526383862
1.876388678710695e-09,0.01890803304173478
1.882641235890009e-09,0.01893556951503648
1.888617799888911e-09,0.01896562868967187
1.894698906062629e-09,0.01899608642204084
1.901538393375876e-09,0.01902781788236137
1.908203411220115e-09,0.0190530389760202
1.914661528874058e-09,0.01907508165311792
1.920897410736561e-09,0.01909773646831074
1.926644838524872e-09,0.01912137759812142
1.931708268634036e-09,0.01914168147128358
1.935977384647734e-09,0.01915900999530006
1.939601998068181e-09,0.01917686959045756
1.943127590870588e-09,0.01919375138293352
1.949155923191746e-09,0.01922651755274005
1.954140125311453e-09,0.01924626335756746
1.958749367993829e-09,0.01925767300835675
1.96365084508284e-09,0.01927114602391073
1.968468781064282e-09,0.01928808950008333
1.973497646118639e-09,0.01931102990961118
1.979550760829384e-09,0.01934323999999362
1.985989574505434e-09,0.01938163716736664
1.992671218859628e-09,0.0194240567173109
1.999334267278691e-09,0.01946539283952083
2.00524829827646e-09,0.01950032819972112
2.010730556249785e-09,0.0195308609429872
2.016141376939518e-09,0.01955823818850369
2.022173998654006e-09,0.01958289396224358
2.027849882677929e-09,0.01960653040048299
2.033033079128178e-09,0.01963338716210797
2.037601021996248e-09,0.01965876822017311
2.041525208362676e-09,0.01967816936010103
2.045204644466504e-09,0.01969448665376437
2.049753140232093e-09,0.01971080162793371
2.055868689903095e-09,0.0197298509253034
2.061325478639939e-09,0.01974993404706227
2.067379426889145e-09,0.01977738795557632
2.073842078885112e-09,0.01980899813432686
2.07992473152529e-09,0.01983613365509167
2.085652901644838e-09,0.01985806190653507
2.090816772987539e-09,0.01987489739490761
2.095179696223463e-09,0.01988838953981207
2.098874233840984e-09,0.01990374422190942
2.102393396849971e-09,0.0199197831937312
2.107529896286295e-09,0.01994817046860011
2.112480976238908e-09,0.01997106116993503
2.117127020930896e-09,0.01998466124148611
2.122688056677468e-09,0.01999852343479359
2.1283316447082e-09,0.02001061630101536
2.133735856894638e-09,0.02002383407337339
2.138815437201786e-09,0.02004171437917357
2.144221962463828e-09,0.02006679489271243
2.149984616736818e-09,0.02009821483953665
2.155614219173991e-09,0.02013137167408819
2.160925992285678e-09,0.02016333945621087
2.165658899402489e-09,0.02019165941393512
2.169734306490684e-09,0.02021375267672866
2.173448704826388e-09,0.02023147948985972
2.177605218024662e-09,0.02024885428216161
2.183200090164449e-09,0.02026755834671535
2.188592512238514e-09,0.02029169870498738
2.194412414318237e-09,0.02032589541511426
2.200861803514628e-09,0.02036435496226652
2.207184707138258e-09,0.02039328977877722
2.213260282259173e-09,0.02041313194180018
2.218921394646728e-09,0.02042601321777479
2.223902835035001e-09,0.02043565512314325
2.228102124361055e-09,0.02044363254119089
2.231706744066066e-09,0.02045245388146447
2.235325221862399e-09,0.02046562076853838
2.242562177455066e-09,0.02050891794464241
2.247926183666062e-09,0.0205324535339791
2.253011485912754e-09,0.02054430991970072
2.258291801410622e-09,0.02055544237251453
2.26292797146717e-09,0.02056679434935202
2.267189123547591e-09,0.02058028944175547
2.271406354408086e-09,0.02059669181677454
2.276167618712873e-09,0.02061721958192778
2.283989148805819e-09,0.02065075501577186
2.290928479823326e-09,0.02066067545630381
2.297099302530844e-09,0.02066389198468443
2.302587543742315e-09,0.02067384186282461
2.307628530014177e-09,0.02069566514416071
2.313415621504567e-09,0.02073078438758104
2.319461568048256e-09,0.02076719332528218
2.32534969110801e-09,0.02079495862654571
2.331039562792139e-09,0.02081543447515909
2.336141542479031e-09,0.02083403576076748
2.340490163948082e-09,0.02085208709706581
2.344240039271399e-09,0.02086647855147891
2.34786165296366e-09,0.0208800175065325
2.353207359354493e-09,0.02089484500355396
2.358478280894774e-09,0.02091232540841683
2.363391836229568e-09,0.02093516241538906
2.368693725438046e-09,0.02095901917206031
2.373990262812875e-09,0.02097957633594543
2.379203052949899e-09,0.02099610614659544
2.384315332759257e-09,0.02100815703348199
2.389138816711121e-09,0.02101687794707344
2.393692443195824e-09,0.02102430134024709
2.398201794543991e-09,0.02103343677808745
2.40312327725432e-09,0.02104768756602786
2.409543492940138e-09,0.02107382347220089
2.416754908331783e-09,0.02109817796698528
2.423331912080557e-09,0.02110852687858354
2.429361329077474e-09,0.02111245391522116
2.435076601919682e-09,0.02111916047583292
2.441064659758263e-09,0.02113373070087913
2.448475266374333e-09,0.02116032676146009
2.456271973015037e-09,0.02117744086785093
2.462640609584765e-09,0.02117820277512753
2.468258214373381e-09,0.02117945420940653
2.473344825260901e-09,0.02118875820534463
2.478748704502199e-09,0.02121012259130004
2.48497811916519e-09,0.02123980260682123
2.491720497458818e-09,0.02126733211821052
2.498727015798917e-09,0.02129064227197482
2.504692733039079e-09,0.02131215641922379
2.510086059774515e-09,0.02133362603690358
2.515385918445005e-09,0.02135267253406587
2.520865913610047e-09,0.02136307926180461
2.525863471270695e-09,0.02137042789404933
2.530365650415084e-09,0.02137800399147714
2.534474312927684e-09,0.02138615814223968
2.538555414883251e-09,0.02139509483977352
2.54383629174375e-09,0.02140486361630441
2.550093391050717e-09,0.02141747080421301
2.556043487944943e-09,0.02142995602178529
2.562224738224827e-09,0.02144172538213052
2.568882308607198e-09,0.02145322110184517
2.575270779679136e-09,0.02146138219254312
2.581364483101556e-09,0.02146763004535545
2.587026074433844e-09,0.02147333085015402
2.591965586960278e-09,0.02147643938065006
2.596106650625768e-09,0.02148031944599601
2.599670311430889e-09,0.02148628006394285
2.60329901696683e-09,0.02149258135856467
2.610383998488588e-09,0.02151079801307219
2.615514828793983e-09,0.02150812757100593
2.620503571491327e-09,0.0214938672947197
2.625855895725285e-09,0.02148271207717204
2.630730560973245e-09,0.02148217123127857
2.63539792320996e-09,0.02149087071298161
2.640017629253608e-09,0.02150447295324603
2.64474777219077e-09,0.02151861005742887
2.650308378873026e-09,0.02153036088673966
2.656824326721817e-09,0.02153938979143205
2.663858375422792e-09,0.02155095786385874
2.669886087779919e-09,0.02156774131137741
2.675390338076882e-09,0.02158649787066364
2.680740837984229e-09,0.02160207924296651
2.686664909110879e-09,0.02160654504850483
2.693498247747412e-09,0.02160264906736399
2.700860228344791e-09,0.02160412397096851
2.708066777340301e-09,0.02161717107864415
2.714454521047804e-09,0.02162608384612799
2.720651875027502e-09,0.02162620547383792
2.726840511510282e-09,0.02161808030353422
2.733780857203103e-09,0.02160966885637697
2.742114190536436e-09,0.02161534989717222
2.75044752386977e-09,0.021620047192545
2.757404101681452e-09,0.0216092244965181
2.763635925987447e-09,0.0216008371919519
2.769250950727065e-09,0.02160388690650705
2.775052151269921e-09,0.0216152003922184
2.782458670787266e-09,0.02162517747076877
2.790355924526665e-09,0.0216106051767253
2.796719169551108e-09,0.02158825879891548
2.802264394964501e-09,0.02157387514265679
2.807324094682002e-09,0.0215723226347179
2.812879484988876e-09,0.02158287635141651
2.818880923082325e-09,0.02159723199696303
2.824720026103237e-09,0.02160430341575457
2.830272405044641e-09,0.02160325907056575
2.83527840195449e-09,0.02160208933361331
2.839523170322592e-09,0.02160152922022983
2.843191987408314e-09,0.02159976286494797
2.846876143409899e-09,0.02159764482050688
2.853108087083277e-09,0.02158634372809781
2.858446394370552e-09,0.0215847285904381
2.863456254772214e-09,0.02159348675286536
2.868657772333071e-09,0.02160015095402074
2.873456827522664e-09,0.02160037831344429
2.877990420420344e-09,0.02159467025443396
2.882542024462396e-09,0.0215841432362397
2.887509048295184e-09,0.02157078807948909
2.89363284955765e-09,0.02155819370193439
2.900897420626626e-09,0.02155325447801653
2.909230753959959e-09,0.02155208604223649
2.917395237954031e-09,0.02153361673010989
2.924293940585213e-09,0.02150638872509916
2.930373821425814e-09,0.02148849106292485
2.935926413412393e-09,0.02148346660578084
2.941821295901742e-09,0.02148539846244836
2.949178752656904e-09,0.02148161558463745
2.956878104734172e-09,0.02145478500076741
2.963186808239883e-09,0.02142512059450272
2.968694851977535e-09,0.02140509084373852
2.973735128552821e-09,0.02139859268499875
2.979261773762535e-09,0.021403374893866
2.985513172128854e-09,0.02141163046449004
2.992217463913641e-09,0.02141129336871826
2.999160772191994e-09,0.02140153536350736
3.005082516687023e-09,0.02139438638775003
3.010448601861771e-09,0.02139137778613007
3.015743188684972e-09,0.02138780459570094
3.021780111926539e-09,0.02137355104069116
3.027577441051574e-09,0.02135803085160638
3.033075296062415e-09,0.02134761603747591
3.03804324278292e-09,0.02134403411037809
3.04226738456972e-09,0.02133841676442581
3.045964708535425e-09,0.02133078445884724
3.049720877415731e-09,0.02132060048853199
3.055609749541582e-09,0.02129922121167419
3.060918828733318e-09,0.02128209213702233
3.066058165595209e-09,0.02126947796735186
3.071464599217914e-09,0.02125913725909721
3.076481377281641e-09,0.02124853522247974
3.081113622752901e-09,0.02123589521777296
3.085480311518345e-09,0.02122337632515234
3.08981437161068e-09,0.02121096443423758
3.094921731164709e-09,0.02119787624917421
3.100472754929115e-09,0.02118154963967464
3.106694272076564e-09,0.02115392647553984
3.114295419413634e-09,0.02111856256692691
3.122347639546106e-09,0.02108726804370863
3.128703759632418e-09,0.02106488268663954
3.134300985099973e-09,0.02104765848644486
3.139375126157121e-09,0.02103721647735042
3.144624356033872e-09,0.02103013833734158
3.150543548832327e-09,0.02101929845199738
3.156423508941624e-09,0.02100340212750704
3.162168907653068e-09,0.02098677414334597
3.167513854515239e-09,0.02097577767147013
3.172159304462778e-09,0.02097274054782634
3.176109024192364e-09,0.02096985584513909
3.179687736484695e-09,0.020965939141715
3.183832851258736e-09,0.02095687095197093
3.190016436425392e-09,0.02093210058210526
3.195150655401655e-09,0.020916931264485
3.200799681987886e-09,0.02090673979734426
3.207073354909338e-09,0.02089484267376499
3.213041171496392e-09,0.02087558534199631
3.218684157481374e-09,0.02085111012503107
3.223769720146228e-09,0.02082621319108067
3.22808737043693e-09,0.02080305631249898
3.231792515925314e-09,0.02078463394320009
3.235399161225604e-09,0.02077034091421707
3.241006781126323e-09,0.02075811672973039
3.246181181445748e-09,0.02074774319811855
3.250949548055194e-09,0.02073299170349607
3.255991488650204e-09,0.0207156377500391
3.260968911532164e-09,0.02069557085740614
3.266039659315784e-09,0.02067182706339425
3.271536331530974e-09,0.02064456990695799
3.277483655829111e-09,0.02061245355364702
3.283653113805783e-09,0.02057970442801464
3.289771063330793e-09,0.02055085518320242
3.295587508612558e-09,0.02052567201586015
3.300844344571689e-09,0.02050484639215441
3.305352243313053e-09,0.02048885865205263
3.309157374774273e-09,0.02047819276726108
3.312666927595065e-09,0.02046818866494775
3.31713262513894e-09,0.02045473726505202
3.322322313458297e-09,0.02043908359593234
3.327052384057463e-09,0.02042800887936734
3.332906713368851e-09,0.02041366983114407
3.338721782981473e-09,0.02040248282766233
3.343968909652391e-09,0.02039434719966153
3.349271378793947e-09,0.02038220496472242
3.356234830391874e-09,0.02035052363569021
3.36367951719678e-09,0.02031261342118495
3.371052912456772e-09,0.02028564056204986
3.377790879441701e-09,0.02026363036198754
3.384166401076731e-09,0.0202373175823453
3.390407518752895e-09,0.0202052733316567
3.396855607396185e-09,0.02017194308417939
3.404809475910028e-09,0.02014166358368534
3.413142809243361e-09,0.02011594221736002
3.420493185735529e-09,0.02007817855731611
3.427021181672462e-09,0.02003934525925851
3.432813554896611e-09,0.0200116640820709
3.4383554133173e-09,0.01999225815206725
3.444639348987384e-09,0.01997154201957811
3.450504030487186e-09,0.01994609942088828
3.455829748953234e-09,0.01991465112141326
3.460520481724857e-09,0.01988344380257534
3.464483301691253e-09,0.01986192960310714
3.468051842760015e-09,0.01984561788404254
3.472137815055499e-09,0.01983050077114104
3.477868460881085e-09,0.01981270873405299
3.482833233431418e-09,0.01979909238493579
3.488423622100817e-09,0.01978178675395775
3.495024657363794e-09,0.01975897582616039
3.50116820690192e-09,0.01973847764277844
3.50674175635691e-09,0.01972174790989068
3.512051131022803e-09,0.01970625029433272
3.517214530484769e-09,0.01968675412024122
3.521726515990571e-09,0.0196658123928625
3.525742885350212e-09,0.0196450006190092
3.529695677388039e-09,0.01962514921827021
3.534671174300409e-09,0.0196004915240039
3.541674804906625e-09,0.01957123636946208
3.547931414116502e-09,0.01955411103486203
3.55380617487192e-09,0.01953710412566758
3.559878525805982e-09,0.01951324348095542
3.566313051326602e-09,0.01947824217408507
3.57238254825121e-09,0.01944192412351882
3.5780079497381e-09,0.01941065925119307
3.582998916858513e-09,0.01938516040662502
3.587193897713275e-09,0.01936610675320048
3.590790463035339e-09,0.01935290302456551
3.594400535639531e-09,0.0193410302350288
3.599927064944421e-09,0.0193266827454011
3.604686668615839e-09,0.01930458893650158
3.609389426738816e-09,0.0192748984518001
3.614921033049716e-09,0.01923932610540412
3.620965617842941e-09,0.01920134674073773
3.627152494483634e-09,0.0191685651862679
3.632692824000332e-09,0.01914683445480532
3.637793142403504e-09,0.01912980718499755
3.643041020078261e-09,0.01911370483205939
3.648122271845848e-09,0.01909710017856309
3.652876104933246e-09,0.01908060181357202
3.657448422104164e-09,0.01906376644738225
3.662031527095913e-09,0.01904682014963912
3.667118034983233e-09,0.01902853843632978
3.672719670085581e-09,0.01901066872354074
3.678071865210029e-09,0.01899947499663514
3.683415714569616e-09,0.01898908649136924
3.690304491532984e-09,0.0189666891172412
3.697819855200002e-09,0.01893434822725912
3.705145934857732e-09,0.01890630546050542
3.711775984202635e-09,0.018879900595857
3.718089441408797e-09,0.01884990755187027
3.724291665396933e-09,0.01881596730533441
3.730812078729421e-09,0.01878195663108495
3.739145412062755e-09,0.01875162414888792
3.747478745396088e-09,0.01872236303660168
3.754805599426066e-09,0.01868348867031329
3.761239410318619e-09,0.01864893790388136
3.766927379940657e-09,0.01862705141344407
3.772469908808344e-09,0.01861247113193386
3.779860127511053e-09,0.01859144419829133
3.788193460844387e-09,0.01855042342363196
3.794940884526685e-09,0.01850546717546668
3.800781327276769e-09,0.01847153111589831
3.805938448481567e-09,0.01845346981839329
3.811129803664643e-09,0.01844730511552876
3.817357104175478e-09,0.01844197727643844
3.824315312619073e-09,0.01842483637069978
3.83126066232453e-09,0.01839833354975892
3.837294339511934e-09,0.0183775831141766
3.842717259305646e-09,0.01836329648262824
3.84796438874585e-09,0.01835106987993219
3.854033474567483e-09,0.01832929581339138
3.860504144531059e-09,0.01830383735521966
3.867035079493227e-09,0.01828367352473842
3.873521602942176e-09,0.01826826338424924
3.879748811173121e-09,0.01825050392668564
3.88556781935979e-09,0.01822815830554008
3.890754403089406e-09,0.01820510118117918
3.895138571961155e-09,0.01818457018723622
3.898831228583884e-09,0.0181673562616371
3.902304979270343e-09,0.01815358044022223
3.907242184580299e-09,0.0181392455328085
3.912078964730333e-09,0.01812620631755356
3.916638781771096e-09,0.01811221173392727
3.922536963909148e-09,0.01809484746541709
3.928268550426464e-09,0.01807115759641018
3.934121725694042e-09,0.01804014404619543
3.940270337518507e-09,0.01800852425816845
3.947842134897653e-09,0.01797922551500789
3.956057154850046e-09,0.01795555564892736
3.962448710633088e-09,0.0179336371320892
3.968099351317263e-09,0.01791194024099543
