leafValue( IT("/ISUP_IB/VSUP_MIXER/MINUS") "fin1" 7e+09 )*leafValue( VT("/vdd_mixer") "fin1" 7e+09 ) X,leafValue( IT("/ISUP_IB/VSUP_MIXER/MINUS") "fin1" 7e+09 )*leafValue( VT("/vdd_mixer") "fin1" 7e+09 ) Y
6.920468866212489e-10,0.01756184199898636
6.990880644697907e-10,0.01756479202467483
7.066112315504809e-10,0.01757611891831646
7.131321065765936e-10,0.01759155615346166
7.191944874520425e-10,0.01760761399575968
7.25177237138155e-10,0.01762032867395185
7.312477042900306e-10,0.01762704706381948
7.36789734866486e-10,0.01762874178407021
7.416391856742231e-10,0.01762443313522417
7.457414760046539e-10,0.01761786852518263
7.493113904434147e-10,0.01761132123211315
7.530609096608561e-10,0.0176037649598394
7.586137582938328e-10,0.01759771497570663
7.633694243264972e-10,0.01758371508861128
7.683834766277124e-10,0.01756553464471817
7.745163929617637e-10,0.017545327350918
7.812172948620994e-10,0.01752063056896306
7.882758762319448e-10,0.01749486640997885
7.945074477785547e-10,0.0174698061832661
8.000811824723202e-10,0.01744800285056368
8.051798643440855e-10,0.0174311160172658
8.104461266550544e-10,0.01742013280160187
8.154605678977593e-10,0.01741526515061004
8.201155003668151e-10,0.01741461918451245
8.245976720426896e-10,0.01741565382983015
8.291571524951084e-10,0.01741716564199678
8.344780082720363e-10,0.01741725768616018
8.399555049879103e-10,0.01741949957055301
8.451181894689535e-10,0.01742757822452201
8.505955205700686e-10,0.01743448034425521
8.569512550265049e-10,0.01744041944232948
8.641499754191456e-10,0.01744447867830293
8.715226821704716e-10,0.01745455762100045
8.781922715962228e-10,0.0174702177767409
8.844315889987244e-10,0.01748468811664898
8.906006924229146e-10,0.01749449710815435
8.970571162960252e-10,0.01749848125326582
9.053581891947466e-10,0.01750460384261833
9.136915225280799e-10,0.0175038365733987
9.209807108333003e-10,0.01748119618525072
9.274261119039537e-10,0.01744916233705189
9.331473544276764e-10,0.01742499227546187
9.386961889357913e-10,0.01741130760854798
9.453998085402554e-10,0.01740415586266392
9.51803862815663e-10,0.01739744383614184
9.579013705883178e-10,0.01738269157462465
9.637422067502722e-10,0.01736359383481601
9.689222211966243e-10,0.01734685952500835
9.73308236556631e-10,0.01733609639441534
9.770281217738681e-10,0.01733091095184793
9.805262517648707e-10,0.01732579063022661
9.854422967405136e-10,0.017316947823913
9.903664717560438e-10,0.0173089326321367
9.950205255870806e-10,0.01730406281453739
1.000859778415875e-09,0.01729678434712761
1.006579818948451e-09,0.01729758981451745
1.011760560235457e-09,0.01730955728208146
1.017170685956229e-09,0.0173254343111448
1.023779223385739e-09,0.01734120477006889
1.031098841158014e-09,0.01735484417877949
1.038479374600007e-09,0.01737097776556851
1.045190315306319e-09,0.01738674607644014
1.051477979624213e-09,0.01739693359792482
1.057669782788443e-09,0.01740045885138072
1.064135982222982e-09,0.01739904375869883
1.072148927039163e-09,0.01740095183817568
1.080482260372497e-09,0.01740333254361772
1.087740775526293e-09,0.01738819267345445
1.094196545920453e-09,0.01736390964295628
1.099953852915476e-09,0.01734541142405841
1.10552672355031e-09,0.01733535641962789
1.111824324647192e-09,0.01733027207957857
1.117707770049612e-09,0.01732498833949615
1.123069262649049e-09,0.01731234156993625
1.12780257894339e-09,0.01729460704318114
1.13179861555029e-09,0.01728262047844921
1.135373777385294e-09,0.01727217142687135
1.139380128034907e-09,0.01726216516529401
1.145397343670636e-09,0.01724948373592788
1.150441359905403e-09,0.01724155584055191
1.155931849628855e-09,0.01723538004652028
1.162129981189541e-09,0.01723231640890168
1.168157254579263e-09,0.01723551643480137
1.173720692048795e-09,0.01724582052077239
1.178990638761914e-09,0.01726230403830856
1.183530868540918e-09,0.01727950344412702
1.187374992827209e-09,0.01729010905323445
1.190957130423826e-09,0.01729893135621044
1.195431264117743e-09,0.01730426946212149
1.20100556883191e-09,0.01730381075349249
1.205969897165945e-09,0.01730844126391053
1.211673346670161e-09,0.01731539806059094
1.217922768195351e-09,0.01732552990384998
1.223923988977013e-09,0.0173359079203795
1.230159953441818e-09,0.01734736796243093
1.236176205840941e-09,0.01735845492541787
1.241640296525866e-09,0.01736576756090887
1.246409500241877e-09,0.01736568873549111
1.250423073205935e-09,0.01736387671016242
1.253953596732044e-09,0.01736195568382693
1.257805863524225e-09,0.01736043780783783
1.263312494279765e-09,0.01736443267659021
1.268016221941292e-09,0.01735771050180496
1.273243004295867e-09,0.01734507735904867
1.280013934905554e-09,0.01732294208505445
1.28769349121354e-09,0.01729543219074525
1.294020274261483e-09,0.01726959530181491
1.299655912546879e-09,0.01724564560270148
1.304833055104689e-09,0.01722923384689642
1.30997590780007e-09,0.017222614920058
1.316100521072005e-09,0.01722356985466258
1.322281625143445e-09,0.01722982777799096
1.3284761498685e-09,0.01723942209714451
1.33457656666107e-09,0.01725215308896835
1.340227639978171e-09,0.01726684976399425
1.345220575470698e-09,0.01728352034996993
1.349441013073016e-09,0.01729600174661563
1.353067045098208e-09,0.01730220812159483
1.356695761401508e-09,0.01730579449456136
1.363611778353079e-09,0.01729470422121593
1.368944463277024e-09,0.01729230629511385
1.373990007390131e-09,0.01730436533836877
1.379252133327578e-09,0.01732087614023905
1.383956789599883e-09,0.01733595272433144
1.388343555294167e-09,0.0173479368156225
1.392711537297201e-09,0.01735902141404308
1.397517415627041e-09,0.0173716995484
1.404769882454192e-09,0.01739644904696597
1.413103215787525e-09,0.01741920985415848
1.420360787542603e-09,0.01741115913474166
1.426921605884905e-09,0.0173834361225726
1.432771849424028e-09,0.01735634484646351
1.438342863414394e-09,0.01733704661033627
1.445177164319122e-09,0.01732602005874628
1.453087163243148e-09,0.01732296161538777
1.459917550901656e-09,0.01731140525540073
1.465857316973052e-09,0.01729721678703783
1.471094630339429e-09,0.01728792689160816
1.476149190387778e-09,0.01728673882368599
1.481688602577367e-09,0.01729149631604158
1.486928430455462e-09,0.01729712148196028
1.491835127131609e-09,0.01730110321906367
1.496400370797417e-09,0.01730284297218915
1.500648364643036e-09,0.01730349897703749
1.505023948390251e-09,0.01730396088842882
1.510276803595426e-09,0.01730259337117977
1.515760474257561e-09,0.01730512687611817
1.522469554090052e-09,0.01731986867645879
1.529583822458008e-09,0.01734227947112592
1.536600285661188e-09,0.01737099723581682
1.543562476111765e-09,0.01740217460311326
1.549974082721064e-09,0.01742483616783896
1.556214056429936e-09,0.01744061476411585
1.562523328582759e-09,0.01745006850174555
1.569363397921822e-09,0.0174571921804472
1.576034901439541e-09,0.01746019937943699
1.582487185557978e-09,0.01745721630546419
1.588676852750196e-09,0.01744925049044211
1.594343808858035e-09,0.01744016991595716
1.599300598885508e-09,0.01742880244488151
1.603459604878817e-09,0.0174203715585213
1.607019795128713e-09,0.01741740785288158
1.610620175314295e-09,0.01741550337815505
1.617789758135894e-09,0.01742698743211606
1.622941912778996e-09,0.01742654993409714
1.627898577305403e-09,0.01741294749513932
1.633191668173707e-09,0.01739537902691645
1.638000588016472e-09,0.01738085103532955
1.642628539160138e-09,0.01737119126885469
1.647289844471334e-09,0.01736490638387985
1.652194376371976e-09,0.0173606869680242
1.658162534722919e-09,0.01735615636375004
1.664921352706023e-09,0.01735865475828545
1.670763344628519e-09,0.01737019001661906
1.676216360702669e-09,0.01739069524208546
1.681547035955891e-09,0.0174159437250981
1.687720106644712e-09,0.0174383193642206
1.694624781240731e-09,0.01745624312776657
1.701864064794474e-09,0.0174730901415796
1.709032093798719e-09,0.01749255605938383
1.715462286568896e-09,0.01750764973185143
1.721676557599021e-09,0.01751866099133325
1.727891669342623e-09,0.0175260707771397
1.735006914968868e-09,0.01753525006323005
1.743340248302202e-09,0.01755339240253224
1.751398519492813e-09,0.01756064401245886
1.758225427677652e-09,0.01754671086990185
1.7643331934858e-09,0.01752749627137621
1.769935167034942e-09,0.01751487391962097
1.775925937889476e-09,0.01751026105642392
1.782256903895823e-09,0.01750949168574261
1.788209679530373e-09,0.0175041709201031
1.793742322181024e-09,0.01749214784820152
1.798607626014931e-09,0.0174779565399159
1.802680106897479e-09,0.01747046743377643
1.806229177729447e-09,0.01746660752161854
1.80996405569094e-09,0.01746370632257576
1.81575321668232e-09,0.01746011530873237
1.820502299107675e-09,0.01746013059386766
1.825482011230384e-09,0.01746129934612296
1.831456471337625e-09,0.017460938503674
1.837351826959045e-09,0.01746623833154013
1.842711959654634e-09,0.01747971819487741
1.847970762435671e-09,0.01749835068033324
1.853480890496487e-09,0.01751557515718981
1.858510225181973e-09,0.01753196067906409
1.863029933140313e-09,0.01754624330971987
1.867174968376124e-09,0.0175573477314414
1.871261535695476e-09,0.01756635994000469
1.876388678710695e-09,0.01757258785990643
1.882641235890009e-09,0.01757881190314079
1.888617799888911e-09,0.01758887877154288
1.894698906062629e-09,0.01760209055410457
1.901538393375876e-09,0.01761872595076778
1.908203411220115e-09,0.01763084258439217
1.914661528874058e-09,0.01763656101302677
1.920897410736561e-09,0.01763664768343636
1.926644838524872e-09,0.0176327490105075
1.931708268634036e-09,0.01762275829195131
1.935977384647734e-09,0.01761107862175904
1.939601998068181e-09,0.01760437655408616
1.943127590870588e-09,0.01759691559360247
1.949155923191746e-09,0.01759426283292533
1.954140125311453e-09,0.01758774191757421
1.958749367993829e-09,0.01757480769972288
1.96365084508284e-09,0.01756124703736702
1.968468781064282e-09,0.01754897862949577
1.973497646118639e-09,0.01753940094680398
1.979550760829384e-09,0.01753070621580841
1.985989574505434e-09,0.01752599775711342
1.992671218859628e-09,0.01752773379334554
1.999334267278691e-09,0.01753573802121579
2.00524829827646e-09,0.01754862651213366
2.010730556249785e-09,0.01756480706271906
2.016141376939518e-09,0.01758212497719323
2.022173998654006e-09,0.01759523662735757
2.027849882677929e-09,0.01760540786499965
2.033033079128178e-09,0.01761853483246554
2.037601021996248e-09,0.01763165463643795
2.041525208362676e-09,0.0176404913941256
2.045204644466504e-09,0.01764804490133613
2.049753140232093e-09,0.01765365837555648
2.055868689903095e-09,0.01765857287105597
2.061325478639939e-09,0.01766687151301216
2.067379426889145e-09,0.017680901928667
2.073842078885112e-09,0.01769691076978947
2.07992473152529e-09,0.01770709728153759
2.085652901644838e-09,0.01770924555008713
2.090816772987539e-09,0.01770332446749494
2.095179696223463e-09,0.01769270857542647
2.098874233840984e-09,0.01768601796573631
2.102393396849971e-09,0.01767937420924416
2.107529896286295e-09,0.01767708086328846
2.112480976238908e-09,0.01767319909784131
2.117127020930896e-09,0.01766355792956777
2.122688056677468e-09,0.01765205986313537
2.1283316447082e-09,0.01763692983779258
2.133735856894638e-09,0.01762080565278896
2.138815437201786e-09,0.01760772169151612
2.144221962463828e-09,0.01759763302778081
2.149984616736818e-09,0.01759182191338715
2.155614219173991e-09,0.01759188436241164
2.160925992285678e-09,0.01759767729258312
2.165658899402489e-09,0.01760778995245804
2.169734306490684e-09,0.01761722991090547
2.173448704826388e-09,0.01762519068288617
2.177605218024662e-09,0.01763214768912738
2.183200090164449e-09,0.01763359710891843
2.188592512238514e-09,0.0176386438765279
2.194412414318237e-09,0.01765171030221578
2.200861803514628e-09,0.01767068731207758
2.207184707138258e-09,0.01768832151287197
2.213260282259173e-09,0.01770526724717458
2.218921394646728e-09,0.01771995462370309
2.223902835035001e-09,0.01773147256741908
2.228102124361055e-09,0.01773738200703707
2.231706744066066e-09,0.01774076160483822
2.235325221862399e-09,0.0177448942059548
2.242562177455066e-09,0.017762792684542
2.247926183666062e-09,0.01776696525094168
2.253011485912754e-09,0.01775694704183177
2.258291801410622e-09,0.01774268507262285
2.26292797146717e-09,0.01772832752043329
2.267189123547591e-09,0.0177168814148626
2.271406354408086e-09,0.0177084966481799
2.276167618712873e-09,0.01770295888260404
2.283989148805819e-09,0.01770106952083687
2.290928479823326e-09,0.01768439156442409
2.297099302530844e-09,0.01765726394510732
2.302587543742315e-09,0.01763201963062714
2.307628530014177e-09,0.01761707900716821
2.313415621504567e-09,0.01761067907885711
2.319461568048256e-09,0.01761102100094334
2.32534969110801e-09,0.01761323338811214
2.331039562792139e-09,0.01761666235003998
2.336141542479031e-09,0.01762510875941087
2.340490163948082e-09,0.01763692507470297
2.344240039271399e-09,0.01764594817111406
2.34786165296366e-09,0.0176542198228749
2.353207359354493e-09,0.01765664410764492
2.358478280894774e-09,0.01765786978582681
2.363391836229568e-09,0.01766430285288028
2.368693725438046e-09,0.01767093122179593
2.373990262812875e-09,0.01767814069404135
2.379203052949899e-09,0.01768657431969336
2.384315332759257e-09,0.01769565103737351
2.389138816711121e-09,0.01770487010889102
2.393692443195824e-09,0.01771340486768778
2.398201794543991e-09,0.01772207244056031
2.40312327725432e-09,0.0177322704178841
2.409543492940138e-09,0.01774737575548455
2.416754908331783e-09,0.01775334119458735
2.423331912080557e-09,0.01774147450567991
2.429361329077474e-09,0.01771709479590036
2.435076601919682e-09,0.0176898875701971
2.441064659758263e-09,0.01766511609399347
2.448475266374333e-09,0.01764771381181564
2.456271973015037e-09,0.01763189695601628
2.462640609584765e-09,0.01761140291976376
2.468258214373381e-09,0.01759238735323526
2.473344825260901e-09,0.01758109882991446
2.478748704502199e-09,0.01757938578236882
2.48497811916519e-09,0.01758314235559461
2.491720497458818e-09,0.01758452628792009
2.498727015798917e-09,0.01758221980084554
2.504692733039079e-09,0.01758417564699076
2.510086059774515e-09,0.01759170306349182
2.515385918445005e-09,0.01760152790119111
2.520865913610047e-09,0.01760496839489909
2.525863471270695e-09,0.01760768232309158
2.530365650415084e-09,0.01761128843897911
2.534474312927684e-09,0.01761587683643712
2.538555414883251e-09,0.0176213158624588
2.54383629174375e-09,0.0176258890828906
2.550093391050717e-09,0.01763331325516502
2.556043487944943e-09,0.01764414461628679
2.562224738224827e-09,0.0176573003906737
2.568882308607198e-09,0.01767117296110458
2.575270779679136e-09,0.01767851951831598
2.581364483101556e-09,0.01767754669367463
2.587026074433844e-09,0.01766955408209983
2.591965586960278e-09,0.01765444169748557
2.596106650625768e-09,0.01763986784878591
2.599670311430889e-09,0.01762929594984721
2.60329901696683e-09,0.01761908095676085
2.610383998488588e-09,0.01761485175489125
2.615514828793983e-09,0.01760379413604274
2.620503571491327e-09,0.01758173183566298
2.625855895725285e-09,0.01755842932893752
2.630730560973245e-09,0.01754089342100514
2.63539792320996e-09,0.01752973389676525
2.640017629253608e-09,0.01752238657213638
2.64474777219077e-09,0.01751633820109509
2.650308378873026e-09,0.01750760526208796
2.656824326721817e-09,0.0174971473064851
2.663858375422792e-09,0.01749057040344103
2.669886087779919e-09,0.01749411111824312
2.675390338076882e-09,0.01750533241238322
2.680740837984229e-09,0.01751972968856292
2.686664909110879e-09,0.01752808268450213
2.693498247747412e-09,0.01753015717580484
2.700860228344791e-09,0.01753357645838217
2.708066777340301e-09,0.01754703699950458
2.714454521047804e-09,0.01756154753466194
2.720651875027502e-09,0.01757258214110561
2.726840511510282e-09,0.01757742043230437
2.733780857203103e-09,0.01757898499067297
2.742114190536436e-09,0.01758538170111444
2.75044752386977e-09,0.01758216069207661
2.757404101681452e-09,0.01755553998741618
2.763635925987447e-09,0.0175229115458919
2.769250950727065e-09,0.01750041990852934
2.775052151269921e-09,0.01748893439632242
2.782458670787266e-09,0.01748428206066551
2.790355924526665e-09,0.01747114033686653
2.796719169551108e-09,0.01744783204855488
2.802264394964501e-09,0.01742392388762334
2.807324094682002e-09,0.01740627087852326
2.812879484988876e-09,0.01739592392234809
2.818880923082325e-09,0.01739068826689671
2.824720026103237e-09,0.01738621370504433
2.830272405044641e-09,0.01738146529230426
2.83527840195449e-09,0.01738309322803508
2.839523170322592e-09,0.01738829868978552
2.843191987408314e-09,0.01739283942827537
2.846876143409899e-09,0.01739772481969056
2.853108087083277e-09,0.01739405737988316
2.858446394370552e-09,0.01739462171720108
2.863456254772214e-09,0.01740534628940118
2.868657772333071e-09,0.01741664189056388
2.873456827522664e-09,0.01742552628732129
2.877990420420344e-09,0.01743125468814008
2.882542024462396e-09,0.01743430280427404
2.887509048295184e-09,0.01743621462699925
2.89363284955765e-09,0.01744031928447211
2.900897420626626e-09,0.01744974218976521
2.909230753959959e-09,0.01746034096950512
2.917395237954031e-09,0.01745248099128729
2.924293940585213e-09,0.01742415352082609
2.930373821425814e-09,0.01739414586626658
2.935926413412393e-09,0.01737365973238644
2.941821295901742e-09,0.01736238466759817
2.949178752656904e-09,0.01735595728583095
2.956878104734172e-09,0.01733999013323841
2.963186808239883e-09,0.01731506370610142
2.968694851977535e-09,0.01729004156356261
2.973735128552821e-09,0.01727152777724282
2.979261773762535e-09,0.01726033005355219
2.985513172128854e-09,0.01725397253495978
2.992217463913641e-09,0.01724727539613444
2.999160772191994e-09,0.01724099749010584
3.005082516687023e-09,0.01724341669708548
3.010448601861771e-09,0.01725442098496324
3.015743188684972e-09,0.01726891874097706
3.021780111926539e-09,0.01727621900630917
3.027577441051574e-09,0.01727921578998551
3.033075296062415e-09,0.01728322127149968
3.03804324278292e-09,0.01729242635928747
3.04226738456972e-09,0.0172977470017309
3.045964708535425e-09,0.01730069428851756
3.049720877415731e-09,0.01730215797977769
3.055609749541582e-09,0.01729918656939091
3.060918828733318e-09,0.01729910662707629
3.066058165595209e-09,0.0173027969555026
3.071464599217914e-09,0.01730925015478977
3.076481377281641e-09,0.0173132962313959
3.081113622752901e-09,0.01731247062731868
3.085480311518345e-09,0.01730975427879868
3.08981437161068e-09,0.0173057841125701
3.094921731164709e-09,0.01730235947750442
3.100472754929115e-09,0.01729619904077166
3.106694272076564e-09,0.01727716037008711
3.114295419413634e-09,0.01724639723756008
3.122347639546106e-09,0.01720954225603701
3.128703759632418e-09,0.01717469115382779
3.134300985099973e-09,0.0171455925479308
3.139375126157121e-09,0.01712818524689409
3.144624356033872e-09,0.01712306767629588
3.150543548832327e-09,0.01712594864260008
3.156423508941624e-09,0.01713180629091461
3.162168907653068e-09,0.01713767497778421
3.167513854515239e-09,0.01714483578527173
3.172159304462778e-09,0.01715539632752508
3.176109024192364e-09,0.01716202541354107
3.179687736484695e-09,0.01716606887551399
3.183832851258736e-09,0.01716516067873548
3.190016436425392e-09,0.01715003648837553
3.195150655401655e-09,0.01714177053182502
3.200799681987886e-09,0.01714218859613428
3.207073354909338e-09,0.01715168408919682
3.213041171496392e-09,0.01716466269225271
3.218684157481374e-09,0.01717993248342156
3.223769720146228e-09,0.01719532209241467
3.22808737043693e-09,0.01720511091950879
3.231792515925314e-09,0.01721186977519905
3.235399161225604e-09,0.01721782118432518
3.241006781126323e-09,0.01722884418499252
3.246181181445748e-09,0.01723189640082181
3.250949548055194e-09,0.01722370013068637
3.255991488650204e-09,0.01721072193081556
3.260968911532164e-09,0.01719368324405679
3.266039659315784e-09,0.01717382664695223
3.271536331530974e-09,0.01715324205734873
3.277483655829111e-09,0.0171305107985377
3.283653113805783e-09,0.0171089464405709
3.289771063330793e-09,0.01709172720127621
3.295587508612558e-09,0.01707747407206475
3.300844344571689e-09,0.01706626759129778
3.305352243313053e-09,0.01705862217239099
3.309157374774273e-09,0.01705613953304601
3.312666927595065e-09,0.01705365181421291
3.31713262513894e-09,0.01705052256817962
3.322322313458297e-09,0.01704615195574551
3.327052384057463e-09,0.01704437893761699
3.332906713368851e-09,0.01703959807618654
3.338721782981473e-09,0.01703903775719632
3.343968909652391e-09,0.01704540385801966
3.349271378793947e-09,0.01705569148408472
3.356234830391874e-09,0.0170629390492877
3.36367951719678e-09,0.01707158619342264
3.371052912456772e-09,0.01709169278881101
3.377790879441701e-09,0.0171148806419326
3.384166401076731e-09,0.01713259372577861
3.390407518752895e-09,0.01714150555481824
3.396855607396185e-09,0.01714420712954577
3.404809475910028e-09,0.01714834887814348
3.413142809243361e-09,0.017151300491875
3.420493185735529e-09,0.01713521246563513
3.427021181672462e-09,0.01710931636477732
3.432813554896611e-09,0.01709002491684199
3.4383554133173e-09,0.01708023502572871
3.444639348987384e-09,0.01707732801840502
3.450504030487186e-09,0.01707579307026444
3.455829748953234e-09,0.0170676906960368
3.460520481724857e-09,0.01705430592195329
3.464483301691253e-09,0.01704579362236301
3.468051842760015e-09,0.01703780986589544
3.472137815055499e-09,0.01703002536016482
3.477868460881085e-09,0.01702047159157273
3.482833233431418e-09,0.01701386384719862
3.488423622100817e-09,0.01700639426187713
3.495024657363794e-09,0.01700081381278137
3.50116820690192e-09,0.01700282343427052
3.50674175635691e-09,0.01701353839489052
3.512051131022803e-09,0.01703136144277068
3.517214530484769e-09,0.01704942361840723
3.521726515990571e-09,0.01706333398190907
3.525742885350212e-09,0.01707275549355158
3.529695677388039e-09,0.01708060226279245
3.534671174300409e-09,0.01708520452258199
3.541674804906625e-09,0.01708855092242683
3.547931414116502e-09,0.01709806750907615
3.55380617487192e-09,0.01711113749643589
3.559878525805982e-09,0.01712678753317278
3.566313051326602e-09,0.01714006002240098
3.57238254825121e-09,0.01714896307048233
3.5780079497381e-09,0.01715408585563068
3.582998916858513e-09,0.01715323152890217
3.587193897713275e-09,0.0171491684602244
3.590790463035339e-09,0.0171460551302147
3.594400535639531e-09,0.01714263137349846
3.599927064944421e-09,0.0171450240384034
3.604686668615839e-09,0.01713907603302437
3.609389426738816e-09,0.01712672338904605
3.614921033049716e-09,0.0171119670111127
3.620965617842941e-09,0.01709225515696212
3.627152494483634e-09,0.01707175061505158
3.632692824000332e-09,0.01705647115927255
3.637793142403504e-09,0.01704433406948755
3.643041020078261e-09,0.01703703667435881
3.648122271845848e-09,0.0170343311953907
3.652876104933246e-09,0.01703613149714506
3.657448422104164e-09,0.01704015074389743
3.662031527095913e-09,0.01704546538673073
3.667118034983233e-09,0.01705096797342614
3.672719670085581e-09,0.0170569495069642
3.678071865210029e-09,0.01706874852054991
3.683415714569616e-09,0.01708378491491807
3.690304491532984e-09,0.01709865769570596
3.697819855200002e-09,0.0171111701047168
3.705145934857732e-09,0.01713185119490113
3.711775984202635e-09,0.01715495691110012
3.718089441408797e-09,0.01717457068975683
3.724291665396933e-09,0.01718732569283055
3.730812078729421e-09,0.01719603455097784
3.739145412062755e-09,0.01721076084390114
3.747478745396088e-09,0.01721908910884856
3.754805599426066e-09,0.01720459577898339
3.761239410318619e-09,0.0171817935518668
3.766927379940657e-09,0.01716730430942743
3.772469908808344e-09,0.01716286807718253
3.779860127511053e-09,0.01716722847446397
3.788193460844387e-09,0.0171682239539879
3.794940884526685e-09,0.01715087644726971
3.800781327276769e-09,0.01712877273763575
3.805938448481567e-09,0.01711379566724484
3.811129803664643e-09,0.01711008633087499
3.817357104175478e-09,0.01711351414754602
3.824315312619073e-09,0.01711740080983118
3.83126066232453e-09,0.01712197221415317
3.837294339511934e-09,0.01713440640441574
3.842717259305646e-09,0.01715434088669687
3.84796438874585e-09,0.01717806278670423
3.854033474567483e-09,0.0171954691960366
3.860504144531059e-09,0.01720640973338277
3.867035079493227e-09,0.0172178942694719
3.873521602942176e-09,0.01723366918186061
3.879748811173121e-09,0.01724928539439943
3.88556781935979e-09,0.01726226483686113
3.890754403089406e-09,0.01727339903664062
3.895138571961155e-09,0.017282000906825
3.898831228583884e-09,0.01728799866865747
3.902304979270343e-09,0.01729501094167163
3.907242184580299e-09,0.01730845221507979
3.912078964730333e-09,0.0173199092465501
3.916638781771096e-09,0.01732685145784845
3.922536963909148e-09,0.01733708019373959
3.928268550426464e-09,0.01733789310651955
3.934121725694042e-09,0.01732642131610269
3.940270337518507e-09,0.01730728111967476
3.947842134897653e-09,0.01728577077823349
3.956057154850046e-09,0.0172665914805881
3.962448710633088e-09,0.01724776810583968
3.968099351317263e-09,0.01723113745481638
