"Zopt_Re (L=4e-08,M=10) X","Zopt_Re (L=4e-08,M=10) Y","Zopt_Re (L=4e-08,M=20) X","Zopt_Re (L=4e-08,M=20) Y","Zopt_Re (L=8e-08,M=10) X","Zopt_Re (L=8e-08,M=10) Y","Zopt_Re (L=8e-08,M=20) X","Zopt_Re (L=8e-08,M=20) Y"
0.4800000000000003,585.6669144820111,0.4800000000000003,299.8073338538741,0.4800000000000003,335.4683915820814,0.4800000000000003,172.9101008173643
0.4900000000000003,595.1754577118479,0.4900000000000003,304.6228702427609,0.4900000000000003,345.3256021403577,0.4900000000000003,177.6875590089716
0.5000000000000002,604.1060901831421,0.5000000000000002,309.1479353338612,0.5000000000000002,354.8308961319211,0.5000000000000002,182.2899239414269
0.5100000000000002,612.4495192417464,0.5100000000000002,313.3790965863791,0.5100000000000002,363.9698363894914,0.5100000000000002,186.7112255545223
0.5200000000000002,620.1963436684083,0.5200000000000002,317.3126890549964,0.5200000000000002,372.7294410627124,0.5200000000000002,190.9460690824186
0.5300000000000002,627.3376447238622,0.5300000000000002,320.9451133688787,0.5300000000000002,381.0959416113653,0.5300000000000002,194.9884849429574
0.5400000000000003,633.8655445342554,0.5400000000000003,324.2731210684822,0.5400000000000003,389.0566369690408,0.5400000000000003,198.8329634984585
0.5500000000000003,639.7739694785819,0.5500000000000003,327.2942422736715,0.5500000000000003,396.5995154037524,0.5500000000000003,202.4742268078371
0.5600000000000003,645.0595660967382,0.5600000000000003,330.0071124034154,0.5600000000000003,403.713497099312,0.5600000000000003,205.9073727270276
0.5700000000000003,649.7189468123045,0.5700000000000003,332.4103072915702,0.5700000000000003,410.388740811359,0.5700000000000003,209.1280325211508
0.5800000000000003,653.7547099054194,0.5800000000000003,334.5053802386216,0.5800000000000003,416.6169358916657,0.5800000000000003,212.1325175234961
0.5900000000000003,657.1651186734385,0.5900000000000003,336.2911632725977,0.5900000000000003,422.3915492073398,0.5900000000000003,214.9179411839802
0.6000000000000003,659.958485290933,0.6000000000000003,337.7718677700219,0.6000000000000003,427.7080104666388,0.6000000000000003,217.4823096520709
0.6100000000000003,662.1431783359176,0.6100000000000003,338.951484304905,0.6100000000000003,432.5638301055101,0.6100000000000003,219.8245790624441
0.6200000000000003,663.73012355943,0.6200000000000003,339.8352038917698,0.6200000000000003,436.9586513556305,0.6200000000000003,221.9446810928955
0.6300000000000003,664.73265206576,0.6300000000000003,340.429353440074,0.6300000000000003,440.8942428588002,0.6300000000000003,223.8435204194275
0.6400000000000003,665.1663095484926,0.6400000000000003,340.7413116409094,0.6400000000000003,444.3744407706237,0.6400000000000003,225.5229487109137
0.6500000000000004,665.0486360455551,0.6500000000000004,340.7794097146435,0.6500000000000004,447.4050502783284,0.6500000000000004,226.985720084807
0.6600000000000004,664.3989266408098,0.6600000000000004,340.5528221787131,0.6600000000000004,449.9937163415697,0.6600000000000004,228.2354327370253
0.6700000000000004,663.237982200166,0.6700000000000004,340.0714521195205,0.6700000000000004,452.1505047625738,0.6700000000000004,229.2768371866312
0.6800000000000004,661.5878578120067,0.6800000000000004,339.3458147386591,0.6800000000000004,453.8846623308359,0.6800000000000004,230.1141809106783
0.6900000000000004,659.471615176956,0.6900000000000004,338.3869222368265,0.6900000000000004,455.2092924142091,0.6900000000000004,230.7536263060993
0.7000000000000004,656.9130838680248,0.7000000000000004,337.2061724368828,0.7000000000000004,456.1377803229434,0.7000000000000004,231.2014216101744
0.7100000000000004,653.9366351671866,0.7100000000000004,335.8152429502572,0.7100000000000004,456.68451636022,0.7100000000000004,231.4642856055438
0.7200000000000004,650.5669711224753,0.7200000000000004,334.2259921731024,0.7200000000000004,456.8647280952333,0.7200000000000004,231.5493328293903
0.7300000000000004,646.8289305755691,0.7300000000000004,332.4503679584025,0.7300000000000004,456.694320330353,0.7300000000000004,231.4640021972442
0.7400000000000004,642.7473131408452,0.7400000000000004,330.5003244491569,0.7400000000000004,456.1897238063743,0.7400000000000004,231.2159893817778
0.7500000000000004,638.3467215286074,0.7500000000000004,328.3877472669512,0.7500000000000004,455.3677536075172,0.7500000000000004,230.8131833183036
0.7600000000000005,633.6514221090722,0.7600000000000005,326.1243870249264,0.7600000000000005,454.2454778192544,0.7600000000000005,230.263607040948
0.7700000000000005,628.6852232504875,0.7700000000000005,323.7218009618042,0.7700000000000005,452.8400966816778,0.7700000000000005,229.5753629335668
0.7800000000000005,623.4713706995126,0.7800000000000005,321.1913023678119,0.7800000000000005,451.1688322589212,0.7800000000000005,228.7565823962733
0.7900000000000005,618.0324590645881,0.7900000000000005,318.5439173872091,0.7900000000000005,449.2488284858181,0.7900000000000005,227.8153798710676
0.8000000000000005,612.3903583502433,0.8000000000000005,315.7903487233718,0.8000000000000005,447.0970613392856,0.8000000000000005,226.7598111322871
0.8100000000000005,606.5661544020387,0.8100000000000005,312.9409457412241,0.8100000000000005,444.7302588032253,0.8100000000000005,225.5978357217141
0.8200000000000005,600.5801020956776,0.8200000000000005,310.005680445725,0.8200000000000005,442.164830241024,0.8200000000000005,224.3372833904743
0.8300000000000005,594.4515900944341,0.8300000000000005,306.9941288146163,0.8300000000000005,439.4168047527772,0.8300000000000005,222.9858243979947
0.8400000000000005,588.1991160187383,0.8400000000000005,303.915456974794,0.8400000000000005,436.5017780620485,0.8400000000000005,221.5509435077734
0.8500000000000005,581.8402709153436,0.8500000000000005,300.7784117254392,0.8500000000000005,433.4348674634179,0.8500000000000005,220.0399175121168
0.8600000000000005,575.3917319496585,0.8600000000000005,297.5913149350141,0.8600000000000005,430.2306743427629,0.8600000000000005,218.4597961099001
0.8700000000000006,568.8692623141401,0.8700000000000006,294.3620613616969,0.8700000000000006,426.9032537750996,0.8700000000000006,216.8173859556042
0.8800000000000006,562.2877173955701,0.8800000000000006,291.0981194749435,0.8800000000000006,423.4660906958607,0.8800000000000006,215.1192376905585
0.8900000000000006,555.6610563187074,0.8900000000000006,287.8065348803003,0.8900000000000006,419.9320821402226,0.8900000000000006,213.3716357626502
0.9000000000000006,549.0023580352395,0.9000000000000006,284.4939359785508,0.9000000000000006,416.3135250433184,0.9000000000000006,211.5805908357972
0.9100000000000006,542.3238412033062,0.9100000000000006,281.1665415161771,0.9100000000000006,412.6221090991031,0.9100000000000006,209.7518345873221
0.9200000000000006,535.6368871568774,0.9200000000000006,277.8301697100345,0.9200000000000006,408.8689141798802,0.9200000000000006,207.8908166896225
0.9300000000000006,528.9520653301885,0.9300000000000006,274.4902486547094,0.9300000000000006,405.0644118320472,0.9300000000000006,206.0027037724458
0.9400000000000006,522.2791605614038,0.9400000000000006,271.1518277471197,0.9400000000000006,401.2184703743838,0.9400000000000006,204.0923801635444
0.9500000000000006,515.6272017573356,0.9500000000000006,267.8195898865936,0.9500000000000006,397.3403631447748,0.9500000000000006,202.1644502099385
0.9600000000000006,509.0044914625677,0.9600000000000006,264.4978642344784,0.9600000000000006,393.4387794616161,0.9600000000000006,200.2232419866942
0.9700000000000006,502.4186359269686,0.9700000000000006,261.1906393423716,0.9700000000000006,389.5218378900037,0.9700000000000006,198.2728122093833
0.9800000000000006,495.8765753327179,0.9800000000000006,257.9015764821007,0.9800000000000006,385.5971014325472,0.9800000000000006,196.3169521747565
0.9900000000000007,489.3846138842376,0.9900000000000007,254.6340230379535,0.9900000000000007,381.6715942917378,0.9900000000000007,194.3591945668034
1,482.9484495331796,1,251.391025845181,1,377.7518198868733,1,192.4028209780141
