"Gmin  (L=4e-08,M=10) X","Gmin  (L=4e-08,M=10) YRe","Gmin  (L=4e-08,M=10) YReImag","Gmin  (L=4e-08,M=20) X","Gmin  (L=4e-08,M=20) YRe","Gmin  (L=4e-08,M=20) YReImag","Gmin  (L=8e-08,M=10) X","Gmin  (L=8e-08,M=10) YRe","Gmin  (L=8e-08,M=10) YReImag","Gmin  (L=8e-08,M=20) X","Gmin  (L=8e-08,M=20) YRe","Gmin  (L=8e-08,M=20) YReImag"
0.6000000000000003,0.9744260480792242,0.05429685687726091,0.6000000000000003,0.947095448333002,0.1041360837480565,0.6000000000000003,0.9648823334192629,0.07821785120049352,0.6000000000000003,0.9257169283808836,0.149175180268916
0.6100000000000003,0.9742769079275237,0.05431749260176794,0.6100000000000003,0.9467846324621332,0.1041627289433363,0.6100000000000003,0.9643897766613611,0.07817475897843117,0.6100000000000003,0.9248025227696278,0.1490448376024181
0.6200000000000003,0.9741483070481731,0.05434836075270408,0.6200000000000003,0.9465133758698463,0.1042089133579369,0.6200000000000003,0.9639402496181699,0.07813315127465249,0.6200000000000003,0.9239699559563229,0.1489205845757974
0.6300000000000003,0.9740395810678867,0.05438972875270591,0.6300000000000003,0.9462803362936352,0.1042752270169516,0.6300000000000003,0.96353213515325,0.07809582999491319,0.6300000000000003,0.9232155795328983,0.1488075168768468
0.6400000000000003,0.973950045512693,0.05444173858498171,0.6400000000000003,0.9460841424534239,0.1043620202482862,0.6400000000000003,0.96316372883159,0.07806520624415818,0.6400000000000003,0.9225356641745122,0.1487099894454318
0.6500000000000004,0.9738790019924359,0.05450441641879854,0.6500000000000004,0.9459234055805218,0.1044694215807123,0.6500000000000004,0.9628332730626289,0.07804331728874575,0.6500000000000004,0.9219264585082279,0.1486316562807725
0.6600000000000004,0.973825743623626,0.05457768308596227,0.6600000000000004,0.9457967294433155,0.1045973572571707,0.6600000000000004,0.9625389863017927,0.07803184830832417,0.6600000000000004,0.9213842378874362,0.148575517361235
0.6700000000000004,0.9737895596838494,0.05466136503232887,0.6700000000000004,0.9457027188644742,0.1047455716478192,0.6700000000000004,0.9622790040875596,0.07803215322800142,0.6700000000000004,0.9209051766880196,0.1485439538040972
0.6800000000000004,0.9737697395254132,0.05475520542643894,0.6800000000000004,0.9456399867887629,0.1049136479603935,0.6800000000000004,0.9620517447390322,0.0780453016486429,0.6800000000000004,0.9204860720421728,0.1485388537464224
0.6900000000000004,0.9737655758017766,0.05485887516512589,0.6900000000000004,0.9456071600077697,0.1051010287574791,0.6900000000000004,0.9618553855874439,0.07807207087687566,0.6900000000000004,0.9201232860560813,0.1485615440784453
0.7000000000000004,0.9737763670763272,0.05497198357030335,0.7000000000000004,0.9456028836786762,0.105307035895401,0.7000000000000004,0.9616882490028215,0.07811300098808627,0.7000000000000004,0.9198135117346717,0.1486129328181118
0.7100000000000004,0.9738014198923793,0.05509408862032274,0.7100000000000004,0.9456258247912906,0.1055308895940189,0.7100000000000004,0.9615487133133332,0.07816841396634536,0.7100000000000004,0.9195535877362742,0.1486935347308858
0.7200000000000004,0.9738400503862054,0.05522470660224904,0.7200000000000004,0.9456746747427183,0.1057717264288243,0.7200000000000004,0.9614352185588989,0.07823843947287432,0.7200000000000004,0.9193405040357677,0.1488035188774715
0.7300000000000004,0.9738915855224919,0.05536332110782506,0.7300000000000004,0.9457481511758862,0.1060286161059952,0.7300000000000004,0.9613462698707823,0.07832303916508529,0.7300000000000004,0.9191714036167433,0.1489427530008625
0.7400000000000004,0.9739553640273579,0.05550939132607609,0.7400000000000004,0.9458449992283091,0.1063005769378005,0.7400000000000004,0.9612804389678548,0.07842202938453377,0.7400000000000004,0.9190435811218398,0.1491108445650293
0.7500000000000004,0.9740307370855227,0.05566235960972655,0.7500000000000004,0.9459639923237295,0.1065865899810388,0.7500000000000004,0.9612363641657363,0.07853510212238425,0.7500000000000004,0.9189544791783703,0.1493071783945522
0.7600000000000005,0.9741170688604092,0.05582165831175197,0.7600000000000005,0.9461039326227072,0.1068856118363337,0.7600000000000005,0.961212749247552,0.07866184424012945,0.7600000000000005,0.9189016830173845,0.1495309509701639
0.7700000000000005,0.974213736886537,0.05598671590302032,0.7700000000000005,0.9462636512310555,0.1071965861326699,0.7700000000000005,0.9612083614972039,0.07880175497280999,0.7700000000000005,0.9188829139082633,0.1497812015066295
0.7800000000000005,0.9743201323740729,0.05615696239287186,0.7800000000000005,0.9464420082478568,0.1075184537409249,0.7800000000000005,0.9612220291490006,0.07895426177562388,0.7800000000000005,0.9188960218412053,0.1500568399840777
0.7900000000000005,0.9744356604576146,0.0563318340824021,0.7900000000000005,0.9466378927180776,0.1078501617736923,0.7900000000000005,0.9612526384634681,0.07911873459618614,0.7900000000000005,0.9189389778088656,0.1503566723285265
0.8000000000000005,0.9745597404126125,0.0565107776856098,0.8000000000000005,0.9468502225400416,0.108190671437757,0.8000000000000005,0.9612991305992941,0.0792944986668422,0.8000000000000005,0.9190098659661643,0.1506794229473242
0.8100000000000005,0.9746918058565956,0.05669325385714171,0.8100000000000005,0.9470779443641959,0.1085389648110138,0.8100000000000005,0.9613604984157824,0.07948084591689504,0.8100000000000005,0.9191068758847071,0.1510237548251256
0.8200000000000005,0.9748313049459434,0.05687874016742499,0.8200000000000005,0.9473200335082238,0.1088940506185234,0.8200000000000005,0.961435783309179,0.07967704510540387,0.8200000000000005,0.9192282950647112,0.1513882873792977
0.8300000000000005,0.9749777005743172,0.05706673356697593,0.8300000000000005,0.9475754939036412,0.109254969083338,0.8300000000000005,0.961524072159485,0.07988235077295114,0.8300000000000005,0.91937250182175,0.1517716122629174
0.8400000000000005,0.9751304705748727,0.05725675238187143,0.8400000000000005,0.9478433580805259,0.1096207959272853,0.8400000000000005,0.961624494442555,0.08009601110671635,0.8400000000000005,0.9195379586283561,0.1521723072908526
0.8500000000000005,0.9752891079249003,0.05744833788196903,0.8500000000000005,0.948122687191104,0.1099906455956618,0.8500000000000005,0.961736219542996,0.08031727480805584,0.8500000000000005,0.9197232059593446,0.1525889486510632
0.8600000000000005,0.9754531209498994,0.05764105546274229,0.8600000000000005,0.9484125710673271,0.1103636737778853,0.8600000000000005,0.9618584542888026,0.08054539704638371,0.8600000000000005,0.9199268566650902,0.1530201215502602
0.8700000000000006,0.9756220335217685,0.05783449548055101,0.8700000000000006,0.9487121283042443,0.1107390792940217,0.8700000000000006,0.9619904407161691,0.08077964457771952,0.8700000000000006,0.9201475908767056,0.1534644294308346
0.8800000000000006,0.9757953852453672,0.05802827378003796,0.8800000000000006,0.9490205063579114,0.1111161054147802,0.8800000000000006,0.9621314540636582,0.08101930010117238,0.8800000000000006,0.9203841514320491,0.1539205018850845
0.8900000000000006,0.9759727316265588,0.05822203195107629,0.8900000000000006,0.9493368816453813,0.1114940406803194,0.8900000000000006,0.9622808009873695,0.08126366592193272,0.8900000000000006,0.9206353397993469,0.1543870013830708
0.9000000000000006,0.9761536442153748,0.05841543735145328,0.9000000000000006,0.9496604596330005,0.1118722192809056,0.9000000000000006,0.9624378179835575,0.08151206698515609,0.9000000000000006,0.9209000124667264,0.1548626289221455
0.9100000000000006,0.976337710717451,0.05860818293013882,0.9100000000000006,0.9499904748991044,0.1122500210603063,0.9100000000000006,0.9626018700011668,0.08176385334136881,0.9100000000000006,0.9211770777598134,0.1553461286990918
0.9200000000000006,0.9765245350677627,0.05879998688469837,0.9200000000000006,0.9503261911575228,0.1126268712006554,0.9200000000000006,0.9627723492245638,0.08201840210073548,0.9200000000000006,0.9214654930455964,0.1558362918997615
0.9300000000000006,0.9767137374610643,0.05899059218501638,0.9300000000000006,0.9506669012290001,0.1130022396453572,0.9300000000000006,0.9629486740050252,0.08227511893050457,0.9300000000000006,0.9217642622786233,0.1563319596958936
0.9400000000000006,0.9769049543342654,0.05917976599403382,0.9400000000000006,0.9510119269485493,0.1133756403142552,0.9400000000000006,0.9631302879194437,0.08253343914721556,0.9400000000000006,0.9220724338450912,0.156832025534207
0.9500000000000006,0.9770978382969385,0.05936729901456779,0.9500000000000006,0.9513606189984031,0.1137466301627475,0.9500000000000006,0.9633166589347812,0.08279282845258068,0.9500000000000006,0.922389098660726,0.157335436798543
0.9600000000000006,0.9772920580069725,0.05955300478940399,0.9600000000000006,0.9517123566577836,0.1141148081334825,0.9600000000000006,0.9635072786577987,0.08305278335929099,0.9600000000000006,0.922713388480508,0.1578411959217266
0.9700000000000006,0.977487297989837,0.05973671897969442,0.9700000000000006,0.9520665474627181,0.1144798140456734,0.9700000000000006,0.9637016616510856,0.08331283135019819,0.9700000000000006,0.9230444743803289,0.1583483610193337
0.9800000000000006,0.9776832584005729,0.05991829864410551,0.9800000000000006,0.952422626771663,0.114841327462776,0.9800000000000006,0.9638993447980094,0.08357253081126283,0.9800000000000006,0.9233815653746532,0.158856046112897
0.9900000000000007,0.977879654729584,0.06009762153824738,0.9900000000000007,0.9527800572348374,0.1151990665741159,0.9900000000000007,0.9640998867017314,0.08383147077532579,0.9900000000000007,0.9237239071378937,0.1593634210046462
1,0.9780762174538761,0.06027458545050866,1,0.9531383281682413,0.1155527871201662,1,0.9643028671054399,0.08408927051000445,1,0.9240707808019888,0.1598697108599119
