Gmin re (Vds=1.1) X,Gmin re (Vds=1.1) Y
0,0.9770131944111233
0.01,0.9775846352623382
0.02,0.9782341258034312
0.03,0.9789595949917701
0.04,0.9797538888330857
0.05,0.9806045477058773
0.06,0.981494141103621
0.07000000000000001,0.9824014023418463
0.08,0.9833037387590117
0.09,0.9841777483331721
0.09999999999999999,0.9850007462913484
0.11,0.9857514432999597
0.12,0.986410133363914
0.13,0.9869586421172225
0.14,0.9873804141289249
0.15,0.9876610896541468
0.16,0.9877896633043267
0.17,0.9877598644831719
0.18,0.9875710370578982
0.19,0.9872279181688577
0.2,0.9867393372566819
0.21,0.9861164476247058
0.2200000000000001,0.9853711868654234
0.2300000000000001,0.9845153252068126
0.2400000000000001,0.9835600895453496
0.2500000000000001,0.9825161680208281
0.2600000000000001,0.9813938866878653
0.2700000000000001,0.9802034090766202
0.2800000000000001,0.9789548755740317
0.2900000000000001,0.9776584498816681
0.3000000000000001,0.9763242728492832
0.3100000000000001,0.9749623435554624
0.3200000000000001,0.9735823570235851
0.3300000000000001,0.9721935298215704
0.3400000000000001,0.9708044410024408
0.3500000000000001,0.9694229084295216
0.3600000000000002,0.9680559115655683
0.3700000000000002,0.9667095631455032
0.3800000000000002,0.9653891251632667
0.3900000000000002,0.9640990599987319
0.4000000000000002,0.9628431053791813
0.4100000000000002,0.9616243618370582
0.4200000000000002,0.9604453827729617
0.4300000000000002,0.9593082595035585
0.4400000000000002,0.9582146962042887
0.4500000000000002,0.9571660720434569
0.4600000000000002,0.956163489805285
0.4700000000000003,0.9552078118094683
0.4800000000000003,0.9542996849406493
0.4900000000000003,0.9534395571501025
0.5000000000000002,0.9526276879588338
0.5100000000000002,0.9518641553656575
0.5200000000000002,0.9511488612328816
0.5300000000000002,0.9504815367713713
0.5400000000000003,0.9498617492482195
0.5500000000000003,0.9492888779313372
0.5600000000000003,0.9487621017411909
0.5700000000000003,0.9482806710224545
0.5800000000000003,0.9478433725244165
0.5900000000000003,0.9474496119872453
0.6000000000000003,0.947097953379882
0.6100000000000003,0.9467871528715955
0.6200000000000003,0.946515910250423
0.6300000000000003,0.9462828833366241
0.6400000000000003,0.9460867009267603
0.6500000000000004,0.9459259743223791
0.6600000000000004,0.9457993073557855
0.6700000000000004,0.9457053049073827
0.6800000000000004,0.9456425799738108
0.6900000000000004,0.9456097593930154
0.7000000000000004,0.9456054883635137
0.7100000000000004,0.9456284339118891
0.7200000000000004,0.9456772874679767
0.7300000000000004,0.9457507667039475
0.7400000000000004,0.9458476167835767
0.7500000000000004,0.9459666111543399
0.7600000000000005,0.9461065519985179
0.7700000000000005,0.9462662704420851
0.7800000000000005,0.9464446266030636
0.7900000000000005,0.946640509544512
0.8000000000000005,0.9468528371823374
0.8100000000000005,0.9470805561842883
0.8200000000000005,0.9473226418853272
0.8300000000000005,0.947578098234344
0.8400000000000005,0.9478459577791367
0.8500000000000005,0.9481252816899991
0.8600000000000005,0.9484151598174563
0.8700000000000006,0.9487147107756069
0.8800000000000006,0.9490230820401335
0.8900000000000006,0.9493394500482402
0.9000000000000006,0.949663020286926
0.9100000000000006,0.9499930273556757
0.9200000000000006,0.9503287349898925
0.9300000000000006,0.9506694360322732
0.9400000000000006,0.9510144523401071
0.9500000000000006,0.9513631346181377
0.9600000000000006,0.9517148621682773
0.9700000000000006,0.9520690425493794
0.9800000000000006,0.9524251111427467
0.9900000000000007,0.9527825306214616
1,0.9531407903243523
