Gmin im (Vds=1.1) X,Gmin im (Vds=1.1) Y
0,0.1254204017939673
0.01,0.1251153385299069
0.02,0.1248099134384722
0.03,0.1245026660165891
0.04,0.1241917894441095
0.05,0.1238750350061774
0.06,0.1235488222967922
0.07000000000000001,0.123208508434537
0.08,0.1228519303157387
0.09,0.1224739863656328
0.09999999999999999,0.1220687061066698
0.11,0.1216293897786245
0.12,0.1211489951235123
0.13,0.1206208982844593
0.14,0.1200401592531353
0.15,0.1194053723890507
0.16,0.1187210438718708
0.17,0.1180001942784504
0.18,0.117266579216482
0.19,0.1165556884854077
0.2,0.1159137181136215
0.21,0.1153941339159626
0.2200000000000001,0.1150521613568407
0.2300000000000001,0.1149382201184602
0.2400000000000001,0.1150916488240171
0.2500000000000001,0.1155359632336337
0.2600000000000001,0.116276518419153
0.2700000000000001,0.117300943421051
0.2800000000000001,0.1185821095958848
0.2900000000000001,0.1200827673887648
0.3000000000000001,0.1217606005104999
0.3100000000000001,0.1235725265752052
0.3200000000000001,0.1254775674035783
0.3300000000000001,0.1274382360434795
0.3400000000000001,0.1294208445489675
0.3500000000000001,0.1313952833240379
0.3600000000000002,0.1333347089317084
0.3700000000000002,0.1352153608827566
0.3800000000000002,0.1370165447895282
0.3900000000000002,0.1387207203115717
0.4000000000000002,0.1403136062377964
0.4100000000000002,0.1417842313908796
0.4200000000000002,0.143124892558023
0.4300000000000002,0.1443310124715075
0.4400000000000002,0.1454009132859855
0.4500000000000002,0.146335531570432
0.4600000000000002,0.1471381013797302
0.4700000000000003,0.1478138264704049
0.4800000000000003,0.1483695553066661
0.4900000000000003,0.1488134661264644
0.5000000000000002,0.1491547653571634
0.5100000000000002,0.1494034010982219
0.5200000000000002,0.1495697751203157
0.5300000000000002,0.1496645463510388
0.5400000000000003,0.1496983512268353
0.5500000000000003,0.1496816191521373
0.5600000000000003,0.1496244004788307
0.5700000000000003,0.1495362254199488
0.5800000000000003,0.1494259945730405
0.5900000000000003,0.1493019001998667
0.6000000000000003,0.149171376155583
0.6100000000000003,0.1490410734000548
0.6200000000000003,0.1489168574139274
0.6300000000000003,0.1488038235756664
0.6400000000000003,0.1487063265832656
0.6500000000000004,0.1486280202551682
0.6600000000000004,0.1485719044434881
0.6700000000000004,0.1485403601944055
0.6800000000000004,0.1485352755930246
0.6900000000000004,0.1485579775379746
0.7000000000000004,0.1486093740776736
0.7100000000000004,0.1486899800339994
0.7200000000000004,0.1487999645457135
0.7300000000000004,0.1489391954517413
0.7400000000000004,0.1491072803265476
0.7500000000000004,0.1493036041168969
0.7600000000000005,0.1495273634349279
0.7700000000000005,0.1497775976338942
0.7800000000000005,0.1500532168376734
0.7900000000000005,0.1503530271197266
0.8000000000000005,0.1506757530372002
0.8100000000000005,0.1510200577257685
0.8200000000000005,0.151384560754045
0.8300000000000005,0.151767853925746
0.8400000000000005,0.1521685152050531
0.8500000000000005,0.1525851209272931
0.8600000000000005,0.1530162564440558
0.8700000000000006,0.1534605253396734
0.8800000000000006,0.1539165573450519
0.8900000000000006,0.154383015065186
0.9000000000000006,0.1548585996284005
0.9100000000000006,0.1553420553582603
0.9200000000000006,0.1558321735629925
0.9300000000000006,0.1563277955321564
0.9400000000000006,0.1568278148255947
0.9500000000000006,0.1573311789354911
0.9600000000000006,0.1578368903981463
0.9700000000000006,0.1583440074277116
0.9800000000000006,0.1588516441393713
0.9900000000000007,0.1593589704240725
1,0.1598652115309561
