Gmin re (Vds=1.1) X,Gmin re (Vds=1.1) Y
0,0.9652868555449785
0.01,0.9654127202830342
0.02,0.9655385819738397
0.03,0.965665292324535
0.04,0.9657939527885814
0.05,0.9659259972930436
0.06,0.966063567563564
0.07000000000000001,0.9662095002107101
0.08,0.9663662365561639
0.09,0.9665378652644016
0.09999999999999999,0.9667296197010586
0.11,0.9669481074580164
0.12,0.9672015137618872
0.13,0.9674997110348587
0.14,0.967854164239778
0.15,0.9682774738260165
0.16,0.968782367901968
0.17,0.9693799858718124
0.18,0.9700774410264587
0.19,0.9708749335316063
0.2,0.9717630381045828
0.21,0.9727210192353037
0.2200000000000001,0.9737169028722686
0.2300000000000001,0.9747094932841842
0.2400000000000001,0.975651804530741
0.2500000000000001,0.9764949008904932
0.2600000000000001,0.9771912106155163
0.2700000000000001,0.9776969434558217
0.2800000000000001,0.9779739266077976
0.2900000000000001,0.9779914815541063
0.3000000000000001,0.9777286001319923
0.3100000000000001,0.9771758744733491
0.3200000000000001,0.9763361483105244
0.3300000000000001,0.9752232831544606
0.3400000000000001,0.9738594419681711
0.3500000000000001,0.9722719500320659
0.3600000000000002,0.9704906528192829
0.3700000000000002,0.968546119934764
0.3800000000000002,0.9664685773349116
0.3900000000000002,0.9642872839750903
0.4000000000000002,0.9620301147521125
0.4100000000000002,0.9597232241282797
0.4200000000000002,0.957390757320137
0.4300000000000002,0.9550546230436495
0.4400000000000002,0.9527343508182214
0.4500000000000002,0.9504470439316319
0.4600000000000002,0.9482074218238196
0.4700000000000003,0.9460279324201786
0.4800000000000003,0.9439189093761664
0.4900000000000003,0.941888750592058
0.5000000000000002,0.9399441000309673
0.5100000000000002,0.9380900219140363
0.5200000000000002,0.9363300493680021
0.5300000000000002,0.934666664514852
0.5400000000000003,0.9331011165535004
0.5500000000000003,0.9316336555325466
0.5600000000000003,0.9302636586419689
0.5700000000000003,0.9289897513992823
0.5800000000000003,0.9278099245759356
0.5900000000000003,0.9267216461337302
0.6000000000000003,0.9257219669422747
0.6100000000000003,0.9248076189002068
0.6200000000000003,0.9239751042166668
0.6300000000000003,0.9232207749291504
0.6400000000000003,0.9225409021418953
0.6500000000000004,0.9219317348895505
0.6600000000000004,0.9213895489078481
0.6700000000000004,0.9209105189382626
0.6800000000000004,0.9204914424163326
0.6900000000000004,0.9201286817577351
0.7000000000000004,0.9198189302359797
0.7100000000000004,0.9195590267503906
0.7200000000000004,0.9193459614905624
0.7300000000000004,0.9191768776302486
0.7400000000000004,0.9190490699794676
0.7500000000000004,0.9189599813120479
0.7600000000000005,0.918907196986661
0.7700000000000005,0.9188884383833488
0.7800000000000005,0.9189015555878843
0.7900000000000005,0.9189445196751898
0.8000000000000005,0.9190154148708378
0.8100000000000005,0.9191124308071044
0.8200000000000005,0.9192338550362573
0.8300000000000005,0.9193780659186637
0.8400000000000005,0.9195435259656091
0.8500000000000005,0.9197287756856828
0.8600000000000005,0.9199324279589834
0.8700000000000006,0.9201531629431617
0.8800000000000006,0.9203897235001572
0.8900000000000006,0.9206409111204333
0.9000000000000006,0.9209055823130221
0.9100000000000006,0.9211826454236388
0.9200000000000006,0.9214710578388213
0.9300000000000006,0.9217698235325056
0.9400000000000006,0.9220779909102872
0.9500000000000006,0.9223946509075477
0.9600000000000006,0.9227189352992295
0.9700000000000006,0.9230500151816605
0.9800000000000006,0.9233870995902593
0.9900000000000007,0.9237294342208862
1,0.9240763002275051
