Gmin im (Vds=1.1) X,Gmin im (Vds=1.1) Y
0,0.1008887581801867
0.01,0.1004843316454141
0.02,0.1000623569665757
0.03,0.09963040280771882
0.04,0.0991982310586659
0.05,0.09877694992928583
0.06,0.09837754015171281
0.07000000000000001,0.09800987488292895
0.08,0.0976830999008914
0.09,0.09740321867815172
0.09999999999999999,0.09717392828754154
0.11,0.0969970619714008
0.12,0.0968732319554077
0.13,0.09680248189355956
0.14,0.09678480648933832
0.15,0.09682045349416171
0.16,0.09690996437963505
0.17,0.09705393553866391
0.18,0.09725252194681798
0.19,0.09750478832356685
0.2,0.09780811082807692
0.21,0.09815785893533943
0.2200000000000001,0.09854748902831692
0.2300000000000001,0.09896901032345315
0.2400000000000001,0.09941365021722001
0.2500000000000001,0.09987251813110898
0.2600000000000001,0.100337129606444
0.2700000000000001,0.1007997440109495
0.2800000000000001,0.1012535372995531
0.2900000000000001,0.1016926589014926
0.3000000000000001,0.1021122193562209
0.3100000000000001,0.1025082407037285
0.3200000000000001,0.1028775875585099
0.3300000000000001,0.1032178881391568
0.3400000000000001,0.1035274509572192
0.3500000000000001,0.1038051821237585
0.3600000000000002,0.1040505081749213
0.3700000000000002,0.104263308729488
0.3800000000000002,0.1044438618665293
0.3900000000000002,0.1045928031286421
0.4000000000000002,0.1047110970115013
0.4100000000000002,0.1048000181397258
0.4200000000000002,0.104861138317912
0.4300000000000002,0.1048963153507258
0.4400000000000002,0.1049076798603163
0.4500000000000002,0.1048976171210025
0.4600000000000002,0.10486874198273
0.4700000000000003,0.1048238660844168
0.4800000000000003,0.1047659576201803
0.4900000000000003,0.1046980948124954
0.5000000000000002,0.1046234149039662
0.5100000000000002,0.1045450608770621
0.5200000000000002,0.1044661282518313
0.5300000000000002,0.1043896142225078
0.5400000000000003,0.104318371119643
0.5500000000000003,0.104255062244723
0.5600000000000003,0.1042021257759692
0.5700000000000003,0.1041617768506555
0.5800000000000003,0.1041359167123997
0.5900000000000003,0.1041262961645938
0.6000000000000003,0.1041342553790792
0.6100000000000003,0.1041609068109939
0.6200000000000003,0.1042070956176367
0.6300000000000003,0.1042734118130374
0.6400000000000003,0.1043602057281272
0.6500000000000004,0.1044676059074302
0.6600000000000004,0.1045955386210123
0.6700000000000004,0.1047437482761805
0.6800000000000004,0.1049118181265489
0.6900000000000004,0.1050991907880729
0.7000000000000004,0.1053051881767876
0.7100000000000004,0.1055290305775272
0.7200000000000004,0.1057698546350332
0.7300000000000004,0.1060267301281178
0.7400000000000004,0.1062986754442445
0.7500000000000004,0.106584671717227
0.7600000000000005,0.1068836756258659
0.7700000000000005,0.1071946308778924
0.7800000000000005,0.1075164784229611
0.7900000000000005,0.1078481654520072
0.8000000000000005,0.1081886532493029
0.8100000000000005,0.1085369239690014
0.8200000000000005,0.1088919864108774
0.8300000000000005,0.1092528808708576
0.8400000000000005,0.1096186831415764
0.8500000000000005,0.1099885077368465
0.8600000000000005,0.1103615104121465
0.8700000000000006,0.1107368900509931
0.8800000000000006,0.1111138899848291
0.8900000000000006,0.1114917988117314
0.9000000000000006,0.1118699507770027
0.9100000000000006,0.1122477257765227
0.9200000000000006,0.112624549041585
0.9300000000000006,0.112999890561792
0.9400000000000006,0.1133732643002321
0.9500000000000006,0.1137442272526117
0.9600000000000006,0.1141123783989808
0.9700000000000006,0.1144773575930893
0.9800000000000006,0.1148388444301034
0.9900000000000007,0.1151965571282865
1,0.1155502514543299
