S21 (M=10) X,S21 (M=10) Y,S21 (M=20) X,S21 (M=20) Y,S21 (M=1) X,S21 (M=1) Y
0.9020000000000006,-1.181275459071718,0.9020000000000006,3.253860202078377,0.9020000000000006,-19.2964718082234
0.9130000000000006,-1.29501115648645,0.9130000000000006,3.077715563159584,0.9130000000000006,-19.33124176384585
0.9240000000000006,-1.418174002383886,0.9240000000000006,2.891089848765094,0.9240000000000006,-19.37245910604891
0.9350000000000006,-1.550320993494836,0.9350000000000006,2.694592055345393,0.9350000000000006,-19.41980451921691
0.9460000000000006,-1.690979770879494,0.9460000000000006,2.488879984159295,0.9460000000000006,-19.4729649903585
0.9570000000000006,-1.839648630593103,0.9570000000000006,2.274656069428466,0.9570000000000006,-19.531631505987
0.9680000000000006,-1.995799122860017,0.9680000000000006,2.052659837515707,0.9680000000000006,-19.59549777598493
0.9790000000000006,-2.15888096452895,0.9790000000000006,1.823657544217306,0.9790000000000006,-19.6642599137241
0.9900000000000007,-2.328328797252162,0.9900000000000007,1.58842979625446,0.9900000000000007,-19.73761694612995
1.001000000000001,-2.503570185408905,1.001000000000001,1.34775812441763,1.001000000000001,-19.81527198268597
1.012,-2.684034183279036,1.012,1.102411515925183,1.012,-19.89693384433901
1.023,-2.86915981592585,1.023,0.8531338328659842,1.023,-19.98231894489923
1.034,-3.0584039035021,1.034,0.6006328649590279,1.034,-20.07115322859286
1.045,-3.251247793812293,1.045,0.3455715260749591,1.045,-20.16317399472675
1.056,-3.447202727106611,1.056,0.08856144759639835,1.056,-20.25813147872551
1.067,-3.645813715108893,1.067,-0.1698410145467976,1.067,-20.35579010205144
1.078,-3.846661953508391,1.078,-0.4291365320169267,1.078,-20.45592934604393
