leafValue( VT("/vdd_LNA_stg1") "fin1" 7e+09 )*leafValue( IT("/ISUP_IB/VSUP_LNA_STG1/MINUS") "fin1" 7e+09 ) X,leafValue( VT("/vdd_LNA_stg1") "fin1" 7e+09 )*leafValue( IT("/ISUP_IB/VSUP_LNA_STG1/MINUS") "fin1" 7e+09 ) Y
4.257076353729579e-10,0.01254777565380689
4.31961952856368e-10,0.01254476480014436
4.375339461210434e-10,0.01254369042797668
4.429575009739622e-10,0.01254511512250196
4.499625065614238e-10,0.01254717826008715
4.580287896592767e-10,0.01254564299809622
4.645271421473562e-10,0.01254287301031416
4.701044964159141e-10,0.01254254223790665
4.750507217693737e-10,0.0125448660892697
4.801123876399838e-10,0.01254837290302157
4.859115539344675e-10,0.01255021385704825
4.925401227490506e-10,0.01254778105731211
4.993789923941769e-10,0.01254323749202163
5.053565721852073e-10,0.01254169688105915
5.106782000132837e-10,0.01254284269862349
5.157161744701438e-10,0.01254593346460809
5.212899244447621e-10,0.01254730390247755
5.274782378015698e-10,0.01254768168780023
5.345113518116184e-10,0.01254690718549535
5.41905497310064e-10,0.01254655072884429
5.482444492754204e-10,0.01254529360331765
5.54195628118364e-10,0.01254514993961293
5.600345072598246e-10,0.01254344180383753
5.659339357818584e-10,0.01254492493402155
5.712447833601256e-10,0.01254429398989396
5.758302048023618e-10,0.01254694486532028
5.797400518484238e-10,0.01254783636459413
5.832981786305623e-10,0.0125471669793967
5.875532362216639e-10,0.01254867354768787
5.929828241872456e-10,0.01254762340517905
5.978655469975823e-10,0.01254583880183714
6.036081819219565e-10,0.01254340751905271
6.103466387189242e-10,0.01254389937895897
6.174493366196511e-10,0.01254607336240653
6.245238825550821e-10,0.01254806967992202
6.304566226301085e-10,0.01254763687024079
6.356810459492434e-10,0.01254725160043168
6.405657742780058e-10,0.01254560635568776
6.461953609328096e-10,0.01254571833477471
6.517055191626044e-10,0.01254434147052449
6.570503266601321e-10,0.01254555000388886
6.620753926710009e-10,0.01254472474997423
6.665229390300366e-10,0.0125458812571853
6.705333812452349e-10,0.01254649016158488
6.745629998584548e-10,0.01254589965404828
6.79580134244276e-10,0.01254669745441143
6.857146941407391e-10,0.01254657209430982
6.920468866212489e-10,0.01254791832483841
6.990880644697907e-10,0.01254771009311724
7.066112315504809e-10,0.01254555831126988
7.131321065765936e-10,0.01254303658762606
7.191944874520425e-10,0.01254357814340543
7.25177237138155e-10,0.01254439642610386
7.312477042900306e-10,0.01254815338879215
7.36789734866486e-10,0.01254826968296671
7.416391856742231e-10,0.0125501510727328
7.457414760046539e-10,0.01254868659897535
7.493113904434147e-10,0.01254655388879717
7.530609096608561e-10,0.01254683692242911
7.586137582938328e-10,0.01254480553162749
7.633694243264972e-10,0.01254369882677083
7.683834766277124e-10,0.01254275859787069
7.745163929617637e-10,0.01254462749112981
7.812172948620994e-10,0.01254700118986283
7.882758762319448e-10,0.01254907937923637
7.945074477785547e-10,0.01254881421856747
8.000811824723202e-10,0.01254845626967257
8.051798643440855e-10,0.01254607670355968
8.104461266550544e-10,0.0125459865838461
8.154605678977593e-10,0.01254449525088293
8.201155003668151e-10,0.0125447767667732
8.245976720426896e-10,0.01254458156593071
8.291571524951084e-10,0.0125446562927659
8.344780082720363e-10,0.01254545877321674
8.399555049879103e-10,0.01254695392163077
8.451181894689535e-10,0.01254906734583302
8.505955205700686e-10,0.01254978620177519
8.569512550265049e-10,0.01254838743835215
8.641499754191456e-10,0.01254532425215996
8.715226821704716e-10,0.01254378456951334
8.781922715962228e-10,0.01254405311847947
8.844315889987244e-10,0.0125455762414224
8.906006924229146e-10,0.01254649079561407
8.970571162960252e-10,0.01254773298928391
9.053581891947466e-10,0.01254842998370044
9.136915225280799e-10,0.01254705851358602
9.209807108333003e-10,0.01254495348502037
9.274261119039537e-10,0.01254483998147434
9.331473544276764e-10,0.01254556742232523
9.386961889357913e-10,0.01254792988900822
9.453998085402554e-10,0.01254734436226644
9.51803862815663e-10,0.01254590830681568
9.579013705883178e-10,0.01254295483655741
9.637422067502722e-10,0.0125452074177452
9.689222211966243e-10,0.01254590124664651
9.73308236556631e-10,0.01254923183696063
9.770281217738681e-10,0.01255074832588089
9.805262517648707e-10,0.01254903098173501
9.854422967405136e-10,0.01254816280740134
9.903664717560438e-10,0.01254478387528918
9.950205255870806e-10,0.01254272016812548
1.000859778415875e-09,0.01254219173110529
1.006579818948451e-09,0.01254467383173095
1.011760560235457e-09,0.01254789018736578
1.017170685956229e-09,0.01254984016760787
1.023779223385739e-09,0.01254776722501491
1.031098841158014e-09,0.01254487003342553
1.038479374600007e-09,0.01254450175006466
1.045190315306319e-09,0.01254598787636431
1.051477979624213e-09,0.01254642805707661
1.057669782788443e-09,0.01254637371197764
1.064135982222982e-09,0.01254534444002094
1.072148927039163e-09,0.01254584141764635
1.080482260372497e-09,0.01254674502827049
1.087740775526293e-09,0.01254613245492395
1.094196545920453e-09,0.01254520798572919
1.099953852915476e-09,0.01254654597123993
1.10552672355031e-09,0.01254669928672879
1.111824324647192e-09,0.01254733061253143
1.117707770049612e-09,0.01254436293178426
1.123069262649049e-09,0.01254450743347853
1.12780257894339e-09,0.01254293079992413
1.13179861555029e-09,0.01254436052809216
1.135373777385294e-09,0.0125473638232156
1.139380128034907e-09,0.01254789782258781
1.145397343670636e-09,0.01254967949983046
1.150441359905403e-09,0.01254822403437796
1.155931849628855e-09,0.0125460056300025
1.162129981189541e-09,0.01254235408001531
1.168157254579263e-09,0.01254288466024004
1.173720692048795e-09,0.01254325654790045
1.178990638761914e-09,0.01254740805148736
1.183530868540918e-09,0.01254739513463038
1.187374992827209e-09,0.01254718078223046
1.190957130423826e-09,0.01254778223167452
1.195431264117743e-09,0.01254534602517361
1.20100556883191e-09,0.01254504733847853
1.205969897165945e-09,0.01254552531062396
1.211673346670161e-09,0.01254729496538477
1.217922768195351e-09,0.01254588990544353
1.223923988977013e-09,0.01254415757008878
1.230159953441818e-09,0.01254116332808606
1.236176205840941e-09,0.01254272325978551
1.241640296525866e-09,0.0125432817884722
1.246409500241877e-09,0.01254742107858522
1.250423073205935e-09,0.01254839164013377
1.253953596732044e-09,0.0125478683686227
1.257805863524225e-09,0.01254922637954269
1.263312494279765e-09,0.01254709294945668
1.268016221941292e-09,0.01254439311038353
1.273243004295867e-09,0.01254125794829724
1.280013934905554e-09,0.01254123568997759
1.28769349121354e-09,0.01254447976997761
1.294020274261483e-09,0.01254730555195859
1.299655912546879e-09,0.01254749825571627
1.304833055104689e-09,0.01254711724698403
1.30997590780007e-09,0.01254531950877678
1.316100521072005e-09,0.01254464168128134
1.322281625143445e-09,0.01254266479222001
1.3284761498685e-09,0.01254294209303001
1.33457656666107e-09,0.01254242667009005
1.340227639978171e-09,0.01254560749317779
1.345220575470698e-09,0.01254519179074279
1.349441013073016e-09,0.01254660763279094
1.353067045098208e-09,0.01254723602524493
1.356695761401508e-09,0.01254509115216872
1.363611778353079e-09,0.01254473792344353
1.368944463277024e-09,0.01254427741923749
1.373990007390131e-09,0.0125461935660396
1.379252133327578e-09,0.01254474402996599
1.383956789599883e-09,0.01254342246313297
1.388343555294167e-09,0.01254124041912985
1.392711537297201e-09,0.01254015240246899
1.397517415627041e-09,0.01254141419380932
1.404769882454192e-09,0.01254550672083107
1.413103215787525e-09,0.01254852431235896
1.420360787542603e-09,0.01254678603339214
1.426921605884905e-09,0.01254426556272048
1.432771849424028e-09,0.01254291780079705
1.438342863414394e-09,0.01254380315789577
1.445177164319122e-09,0.01254434071649159
1.453087163243148e-09,0.01254345484222334
1.459917550901656e-09,0.01254217156932993
1.465857316973052e-09,0.0125438613264995
1.471094630339429e-09,0.01254591353795305
1.476149190387778e-09,0.01254910990947245
1.481688602577367e-09,0.0125485715402114
1.486928430455462e-09,0.01254695760492801
1.491835127131609e-09,0.0125422446738798
1.496400370797417e-09,0.01254039102152574
1.500648364643036e-09,0.01253995011691898
1.505023948390251e-09,0.01254080183641698
1.510276803595426e-09,0.01254419521186742
1.515760474257561e-09,0.01254730971744352
1.522469554090052e-09,0.01254944619905911
1.529583822458008e-09,0.01254704223385379
1.536600285661188e-09,0.01254351915525719
1.543562476111765e-09,0.01254136893733422
1.549974082721064e-09,0.01254230037552239
1.556214056429936e-09,0.01254386620484442
1.562523328582759e-09,0.01254675879685874
1.569363397921822e-09,0.0125471094473858
1.576034901439541e-09,0.01254679175210465
1.582487185557978e-09,0.01254404435164327
1.588676852750196e-09,0.01254397148314792
1.594343808858035e-09,0.01254207135361719
1.599300598885508e-09,0.01254467400510304
1.603459604878817e-09,0.01254456792101592
1.607019795128713e-09,0.01254428561651537
1.610620175314295e-09,0.01254639319751537
1.617789758135894e-09,0.01254533447864769
1.622941912778996e-09,0.01254466288017422
1.627898577305403e-09,0.01254240132128924
1.633191668173707e-09,0.01254372781073657
1.638000588016472e-09,0.0125452431916877
1.642628539160138e-09,0.01254765731929999
1.647289844471334e-09,0.01254810821163336
1.652194376371976e-09,0.01254666796766612
1.658162534722919e-09,0.01254295781612279
1.664921352706023e-09,0.01254043898336109
1.670763344628519e-09,0.01254129118364108
1.676216360702669e-09,0.01254445178776832
1.681547035955891e-09,0.01254707693689172
1.687720106644712e-09,0.01254755030707524
1.694624781240731e-09,0.01254539653739556
1.701864064794474e-09,0.01254428300126239
1.709032093798719e-09,0.01254425337269157
1.715462286568896e-09,0.01254424998783527
1.721676557599021e-09,0.01254318950074578
1.727891669342623e-09,0.01254306465155505
1.735006914968868e-09,0.01254365803726786
1.743340248302202e-09,0.01254539147151301
1.751398519492813e-09,0.01254553500822536
1.758225427677652e-09,0.01254472558548977
1.7643331934858e-09,0.0125439123131381
1.769935167034942e-09,0.0125452770773316
1.775925937889476e-09,0.01254501675528894
1.782256903895823e-09,0.0125446694194108
1.788209679530373e-09,0.0125413229336824
1.793742322181024e-09,0.01254225988848155
1.798607626014931e-09,0.0125418937597412
1.802680106897479e-09,0.01254463642100005
1.806229177729447e-09,0.01254789993912099
1.80996405569094e-09,0.0125478405833968
1.81575321668232e-09,0.0125483826165981
1.820502299107675e-09,0.01254595699119771
1.825482011230384e-09,0.0125432404340271
1.831456471337625e-09,0.01253977193638101
1.837351826959045e-09,0.01254054343257198
1.842711959654634e-09,0.01254257256033661
1.847970762435671e-09,0.01254627790765297
1.853480890496487e-09,0.01254583783712709
1.858510225181973e-09,0.01254609711494787
1.863029933140313e-09,0.01254426462495177
1.867174968376124e-09,0.01254339771298071
1.871261535695476e-09,0.01254372777234551
1.876388678710695e-09,0.0125433330925121
1.882641235890009e-09,0.0125444399003161
1.888617799888911e-09,0.01254417570924514
1.894698906062629e-09,0.01254394265956896
1.901538393375876e-09,0.01254205833730535
1.908203411220115e-09,0.01254231797753253
1.914661528874058e-09,0.01254262229282325
1.920897410736561e-09,0.0125456890613839
1.926644838524872e-09,0.01254514521925782
1.931708268634036e-09,0.0125467994574754
1.935977384647734e-09,0.01254453823137976
1.939601998068181e-09,0.01254276837349933
1.943127590870588e-09,0.01254357531624109
1.949155923191746e-09,0.01254175521888155
1.954140125311453e-09,0.01254177345228807
1.958749367993829e-09,0.01254102625005489
1.96365084508284e-09,0.01254216457685745
1.968468781064282e-09,0.01254374029332711
1.973497646118639e-09,0.01254571940980962
1.979550760829384e-09,0.0125465049646832
1.985989574505434e-09,0.01254571544335164
1.992671218859628e-09,0.0125430265039446
1.999334267278691e-09,0.01254120795426799
2.00524829827646e-09,0.01254046944482593
2.010730556249785e-09,0.01254232688508958
2.016141376939518e-09,0.01254328812697781
2.022173998654006e-09,0.0125454500415057
2.027849882677929e-09,0.0125444169815624
2.033033079128178e-09,0.0125462992270821
2.037601021996248e-09,0.01254487089872562
2.041525208362676e-09,0.01254391985608437
2.045204644466504e-09,0.01254398952307786
2.049753140232093e-09,0.01254159443204835
2.055868689903095e-09,0.01254128411932133
2.061325478639939e-09,0.01254125254887971
2.067379426889145e-09,0.01254344243486703
2.073842078885112e-09,0.01254375268163383
2.07992473152529e-09,0.01254479985084395
2.085652901644838e-09,0.01254270701831746
2.090816772987539e-09,0.01254447913257242
2.095179696223463e-09,0.01254341025269105
2.098874233840984e-09,0.01254309832535733
2.102393396849971e-09,0.01254505502718441
2.107529896286295e-09,0.01254380952646066
2.112480976238908e-09,0.01254287513047287
2.117127020930896e-09,0.01254098140258783
2.122688056677468e-09,0.01254001995236172
2.1283316447082e-09,0.01254055393540168
2.133735856894638e-09,0.01254361765887245
2.138815437201786e-09,0.0125456161733146
2.144221962463828e-09,0.0125475919225962
2.149984616736818e-09,0.01254519602145298
2.155614219173991e-09,0.01254312706163316
2.160925992285678e-09,0.01253877614964455
2.165658899402489e-09,0.01253937198594844
2.169734306490684e-09,0.01253984185748661
2.173448704826388e-09,0.01254010247779792
2.177605218024662e-09,0.01254300203098811
2.183200090164449e-09,0.01254423216535641
2.188592512238514e-09,0.01254625945269332
2.194412414318237e-09,0.01254672199781925
2.200861803514628e-09,0.0125460828081177
2.207184707138258e-09,0.01254195805296141
2.213260282259173e-09,0.01254039592531796
2.218921394646728e-09,0.01253811517212561
2.223902835035001e-09,0.01254168899860062
2.228102124361055e-09,0.01254298374606936
2.231706744066066e-09,0.0125437295540353
2.235325221862399e-09,0.0125467376222346
2.242562177455066e-09,0.01254684932949083
2.247926183666062e-09,0.01254594700240961
2.253011485912754e-09,0.01254214595566928
2.258291801410622e-09,0.01254185089652432
2.26292797146717e-09,0.0125415118356324
2.267189123547591e-09,0.01254271340939521
2.271406354408086e-09,0.01254411547222998
2.276167618712873e-09,0.01254403743041184
2.283989148805819e-09,0.01254319609662581
2.290928479823326e-09,0.01254174896189214
2.297099302530844e-09,0.01254268698125966
2.302587543742315e-09,0.01254469884094799
2.307628530014177e-09,0.01254760036622648
2.313415621504567e-09,0.01254732149123469
2.319461568048256e-09,0.01254484637204709
2.32534969110801e-09,0.01253905333110619
2.331039562792139e-09,0.01253832486533645
2.336141542479031e-09,0.01253834260379091
2.340490163948082e-09,0.01254300678979305
2.344240039271399e-09,0.01254653682430139
2.34786165296366e-09,0.01254719969986647
2.353207359354493e-09,0.01254878621459928
2.358478280894774e-09,0.01254693453294467
2.363391836229568e-09,0.01254561967703604
2.368693725438046e-09,0.01254292178847648
2.373990262812875e-09,0.01254201152229926
2.379203052949899e-09,0.01254035725843213
2.384315332759257e-09,0.0125415397680642
2.389138816711121e-09,0.01254162180721922
2.393692443195824e-09,0.01254318442072526
2.398201794543991e-09,0.01254457165523883
2.40312327725432e-09,0.01254584454470777
2.409543492940138e-09,0.01254697575352703
2.416754908331783e-09,0.01254604466500776
2.423331912080557e-09,0.0125438811955117
2.429361329077474e-09,0.01254215147659598
2.435076601919682e-09,0.01254216768800161
2.441064659758263e-09,0.01254337192184293
2.448475266374333e-09,0.01254488179915036
2.456271973015037e-09,0.01254420782891418
2.462640609584765e-09,0.01254334654798382
2.468258214373381e-09,0.01254342278249189
2.473344825260901e-09,0.01254533921553114
2.478748704502199e-09,0.01254669958013418
2.48497811916519e-09,0.01254665471000354
2.491720497458818e-09,0.01254297206380815
2.498727015798917e-09,0.01254063821237905
2.504692733039079e-09,0.01254105023423368
2.510086059774515e-09,0.01254500093653803
2.515385918445005e-09,0.01254666665888923
2.520865913610047e-09,0.01254808217434209
2.525863471270695e-09,0.01254514483858212
2.530365650415084e-09,0.0125442839234273
2.534474312927684e-09,0.01254344375911304
2.538555414883251e-09,0.01254230799844733
2.54383629174375e-09,0.01254314873196713
2.550093391050717e-09,0.01254344808694343
2.556043487944943e-09,0.01254461824670822
2.562224738224827e-09,0.01254403169473252
2.568882308607198e-09,0.01254444833353275
2.575270779679136e-09,0.01254377402562002
2.581364483101556e-09,0.01254562806069025
2.587026074433844e-09,0.01254445602350564
2.591965586960278e-09,0.01254645840418999
2.596106650625768e-09,0.01254529867868387
2.599670311430889e-09,0.0125440101420976
2.60329901696683e-09,0.01254525621706846
2.610383998488588e-09,0.01254366940725701
2.615514828793983e-09,0.01254290314927553
2.620503571491327e-09,0.01254080298025505
2.625855895725285e-09,0.01254270726178987
2.630730560973245e-09,0.01254491160391755
2.63539792320996e-09,0.01254809643472766
2.640017629253608e-09,0.01254899817525027
2.64474777219077e-09,0.01254790888151272
2.650308378873026e-09,0.0125445219104212
2.656824326721817e-09,0.01254095741201703
2.663858375422792e-09,0.01254101682077439
2.669886087779919e-09,0.01254374017939462
2.675390338076882e-09,0.01254633386027186
2.680740837984229e-09,0.01254714548718574
2.686664909110879e-09,0.01254538958365924
2.693498247747412e-09,0.01254344099022072
2.700860228344791e-09,0.0125441995923213
2.708066777340301e-09,0.01254588942624375
2.714454521047804e-09,0.01254532979163364
2.720651875027502e-09,0.0125433112952466
2.726840511510282e-09,0.01254158830154372
2.733780857203103e-09,0.01254283369395197
2.742114190536436e-09,0.01254643460537841
2.75044752386977e-09,0.01254680791585751
2.757404101681452e-09,0.0125446484601837
2.763635925987447e-09,0.01254369749524044
2.769250950727065e-09,0.01254416630122725
2.775052151269921e-09,0.01254577115861681
2.782458670787266e-09,0.01254499096166206
2.790355924526665e-09,0.01254222864929396
2.796719169551108e-09,0.01254155187359688
2.802264394964501e-09,0.01254453390901364
2.807324094682002e-09,0.01254745518727415
2.812879484988876e-09,0.01255054451384588
2.818880923082325e-09,0.01254799404966663
2.824720026103237e-09,0.01254405063106299
2.830272405044641e-09,0.01253817655813104
2.83527840195449e-09,0.01253975015053645
2.839523170322592e-09,0.01254156461892362
2.843191987408314e-09,0.0125436004754803
2.846876143409899e-09,0.01254768932656906
2.853108087083277e-09,0.01254815302245289
2.858446394370552e-09,0.01254846540905289
2.863456254772214e-09,0.01254679353501311
2.868657772333071e-09,0.0125463934459954
2.873456827522664e-09,0.01254380262543378
2.877990420420344e-09,0.01254269649412955
2.882542024462396e-09,0.01254203708685763
2.887509048295184e-09,0.01254224273181951
2.89363284955765e-09,0.01254403553339513
2.900897420626626e-09,0.01254657259660317
2.909230753959959e-09,0.01254726276759007
2.917395237954031e-09,0.01254560544804026
2.924293940585213e-09,0.01254443436174246
2.930373821425814e-09,0.01254475073706967
2.935926413412393e-09,0.01254598892139571
2.941821295901742e-09,0.01254629337075946
2.949178752656904e-09,0.01254437736844408
2.956878104734172e-09,0.01254197142784339
2.963186808239883e-09,0.01254266913163623
2.968694851977535e-09,0.01254548145785051
2.973735128552821e-09,0.01254890953774294
2.979261773762535e-09,0.01255029753869051
2.985513172128854e-09,0.01254809154091581
2.992217463913641e-09,0.01254241500270116
2.999160772191994e-09,0.01253956319006747
3.005082516687023e-09,0.01254085512858201
3.010448601861771e-09,0.0125456035924136
3.015743188684972e-09,0.01254816205762627
3.021780111926539e-09,0.01254907786361815
3.027577441051574e-09,0.01254560408529248
3.033075296062415e-09,0.01254561039235037
3.03804324278292e-09,0.0125439541152868
3.04226738456972e-09,0.01254483591062705
3.045964708535425e-09,0.01254540137184623
3.049720877415731e-09,0.01254357500844486
3.055609749541582e-09,0.01254382296402851
3.060918828733318e-09,0.01254316212588031
3.066058165595209e-09,0.01254485665237412
3.071464599217914e-09,0.012545003049236
3.076481377281641e-09,0.01254670473209566
3.081113622752901e-09,0.01254599836732494
3.085480311518345e-09,0.01254582685564335
3.08981437161068e-09,0.01254587996598606
3.094921731164709e-09,0.01254527552167512
3.100472754929115e-09,0.01254496862783767
3.106694272076564e-09,0.01254328113036851
3.114295419413634e-09,0.01254298043865229
3.122347639546106e-09,0.01254476810542214
3.128703759632418e-09,0.01254626903866226
3.134300985099973e-09,0.01254596731208723
3.139375126157121e-09,0.01254616839164173
3.144624356033872e-09,0.01254494638308306
3.150543548832327e-09,0.01254446661286179
3.156423508941624e-09,0.01254183804565074
3.162168907653068e-09,0.01254250515454597
3.167513854515239e-09,0.01254183080493407
3.172159304462778e-09,0.01254536102861479
3.176109024192364e-09,0.01254691948495269
3.179687736484695e-09,0.0125465649768981
3.183832851258736e-09,0.01254793610004116
3.190016436425392e-09,0.01254576317738409
3.195150655401655e-09,0.01254507122408358
3.200799681987886e-09,0.01254438240193099
3.207073354909338e-09,0.01254471009484991
3.213041171496392e-09,0.0125421189844787
3.218684157481374e-09,0.01254258568893457
3.223769720146228e-09,0.01254120191179516
3.22808737043693e-09,0.01254372844317318
3.231792515925314e-09,0.01254585959950449
3.235399161225604e-09,0.01254609123045382
3.241006781126323e-09,0.01254941116911506
3.246181181445748e-09,0.01254890246732018
3.250949548055194e-09,0.0125469139303873
3.255991488650204e-09,0.01254311194802207
3.260968911532164e-09,0.0125417468139624
3.266039659315784e-09,0.01254109003362796
3.271536331530974e-09,0.01254296715011227
3.277483655829111e-09,0.01254426986312984
3.283653113805783e-09,0.01254625862067898
3.289771063330793e-09,0.01254549560341096
3.295587508612558e-09,0.01254654675556234
3.300844344571689e-09,0.01254393972020372
3.305352243313053e-09,0.01254488123224227
3.309157374774273e-09,0.0125450977819093
3.312666927595065e-09,0.01254359309202029
3.31713262513894e-09,0.01254468472558177
3.322322313458297e-09,0.01254370471727503
3.327052384057463e-09,0.01254326641312009
3.332906713368851e-09,0.01254326957169775
3.338721782981473e-09,0.01254459202732171
3.343968909652391e-09,0.01254615179008246
3.349271378793947e-09,0.01254730790176855
3.356234830391874e-09,0.01254560258624546
3.36367951719678e-09,0.01254358481097415
3.371052912456772e-09,0.01254334087898963
3.377790879441701e-09,0.0125440770710608
3.384166401076731e-09,0.0125440099650231
3.390407518752895e-09,0.01254451358185607
3.396855607396185e-09,0.01254479089819897
3.404809475910028e-09,0.01254612049651227
3.413142809243361e-09,0.01254607346422267
3.420493185735529e-09,0.01254398191060656
3.427021181672462e-09,0.01254239206614209
3.432813554896611e-09,0.01254409544233593
3.4383554133173e-09,0.01254513305239682
3.444639348987384e-09,0.0125467451144999
3.450504030487186e-09,0.01254398998439591
3.455829748953234e-09,0.0125438151883282
3.460520481724857e-09,0.01254170694941129
3.464483301691253e-09,0.01254260209591144
3.468051842760015e-09,0.01254540016775505
3.472137815055499e-09,0.01254590520336305
3.477868460881085e-09,0.01254785892276652
3.482833233431418e-09,0.01254690345376149
3.488423622100817e-09,0.01254468824373545
3.495024657363794e-09,0.01254116740101969
3.50116820690192e-09,0.01254144753003015
3.50674175635691e-09,0.01254224642015467
3.512051131022803e-09,0.01254583087649441
3.517214530484769e-09,0.01254544105669329
3.521726515990571e-09,0.01254576864485119
3.525742885350212e-09,0.01254498067865775
3.529695677388039e-09,0.01254331535974906
3.534671174300409e-09,0.01254378460205843
3.541674804906625e-09,0.01254406654688718
3.547931414116502e-09,0.01254534504752178
3.55380617487192e-09,0.01254438591324236
3.559878525805982e-09,0.01254327663650274
3.566313051326602e-09,0.01254080367161886
3.57238254825121e-09,0.01254230894488499
3.5780079497381e-09,0.01254275513065839
3.582998916858513e-09,0.0125469509882832
3.587193897713275e-09,0.01254698159003827
3.590790463035339e-09,0.01254617579551977
3.594400535639531e-09,0.01254721778659097
3.599927064944421e-09,0.01254450377425061
3.604686668615839e-09,0.01254230228594319
3.609389426738816e-09,0.01253998024442968
3.614921033049716e-09,0.0125402184404871
3.620965617842941e-09,0.01254222930315679
3.627152494483634e-09,0.01254563127526199
3.632692824000332e-09,0.01254660811087328
3.637793142403504e-09,0.012547090717093
3.643041020078261e-09,0.01254429667907619
3.648122271845848e-09,0.01254338264319064
3.652876104933246e-09,0.01254167376319144
3.657448422104164e-09,0.01254172695808006
3.662031527095913e-09,0.01254199490527257
3.667118034983233e-09,0.01254245112128547
3.672719670085581e-09,0.01254319450120417
3.678071865210029e-09,0.01254433291814413
3.683415714569616e-09,0.01254538577642466
3.690304491532984e-09,0.01254501360770923
3.697819855200002e-09,0.01254370714719221
3.705145934857732e-09,0.01254306818797039
3.711775984202635e-09,0.01254259380833462
3.718089441408797e-09,0.01254199828380684
3.724291665396933e-09,0.01254199539889681
3.730812078729421e-09,0.01254304921504598
3.739145412062755e-09,0.01254516077613553
3.747478745396088e-09,0.01254498790832396
3.754805599426066e-09,0.01254297766179121
3.761239410318619e-09,0.01254206217713675
3.766927379940657e-09,0.01254302133994414
3.772469908808344e-09,0.01254421578265788
3.779860127511053e-09,0.01254387465118552
3.788193460844387e-09,0.01254141332363969
3.794940884526685e-09,0.0125407403646641
3.800781327276769e-09,0.01254254154169913
3.805938448481567e-09,0.0125459347919755
3.811129803664643e-09,0.01254789409824126
3.817357104175478e-09,0.01254684098004951
3.824315312619073e-09,0.01254109759487079
3.83126066232453e-09,0.01253741510806871
3.837294339511934e-09,0.01253839407477413
3.842717259305646e-09,0.0125430252245886
3.84796438874585e-09,0.01254613927343791
3.854033474567483e-09,0.01254714109414017
3.860504144531059e-09,0.01254373666767229
3.867035079493227e-09,0.01254242608038292
3.873521602942176e-09,0.01254164062602908
3.879748811173121e-09,0.01254303494542685
3.88556781935979e-09,0.01254093638797834
3.890754403089406e-09,0.0125422594951782
3.895138571961155e-09,0.01254088759804404
3.898831228583884e-09,0.01254053560690407
3.902304979270343e-09,0.01254276820836132
3.907242184580299e-09,0.01254269195908995
3.912078964730333e-09,0.01254410703778639
3.916638781771096e-09,0.01254446912195639
3.922536963909148e-09,0.01254407930218319
3.928268550426464e-09,0.01254248556365238
3.934121725694042e-09,0.01254040071834296
3.940270337518507e-09,0.01253986699001371
3.947842134897653e-09,0.01254198948673138
3.956057154850046e-09,0.01254363067128861
