/M0/D (Vds=1.1) X,/M0/D (Vds=1.1) Y
0,4.469276561992746e-09
0.01,5.872862048731813e-09
0.02,7.742508004682485e-09
0.03,1.023179324382345e-08
0.04,1.354471337003117e-08
0.05,1.795209616892754e-08
0.06,2.381325436573109e-08
0.07000000000000001,3.16037332861195e-08
0.08,4.195347203530217e-08
0.09,5.569624745833643e-08
0.09999999999999999,7.393413536565962e-08
0.11,9.812208413747183e-08
0.12,1.301782272018034e-07
0.13,1.726272888338245e-07
0.14,2.287862924584843e-07
0.15,3.030039765512638e-07
0.16,4.009678561829066e-07
0.17,5.300956906466855e-07
0.18,7.000311147814367e-07
0.19,9.232661529130485e-07
0.2,1.215915921583846e-06
0.21,1.598672546657694e-06
0.2200000000000001,2.097965509471799e-06
0.2300000000000001,2.747353483186164e-06
0.2400000000000001,3.589167336107731e-06
0.2500000000000001,4.676414551278925e-06
0.2600000000000001,6.074941348599602e-06
0.2700000000000001,7.865830446806058e-06
0.2800000000000001,1.014799079709798e-05
0.2900000000000001,1.304087309164771e-05
0.3000000000000001,1.668722486047666e-05
0.3100000000000001,2.125578554185649e-05
0.3200000000000001,2.694381848689834e-05
0.3300000000000001,3.397938475945248e-05
0.3400000000000001,4.262328059851401e-05
0.3500000000000001,5.317058025503228e-05
0.3600000000000002,6.595173941141491e-05
0.3700000000000002,8.133321234774409e-05
0.3800000000000002,9.971751314732922e-05
0.3900000000000002,0.0001215426094556483
0.4000000000000002,0.0001472804867562115
0.4100000000000002,0.0001774346780941021
0.4200000000000002,0.0002125365366471009
0.4300000000000002,0.0002531400510815045
0.4400000000000002,0.0002998150734259603
0.4500000000000002,0.0003531389442202799
0.4600000000000002,0.0004136866488859259
0.4700000000000003,0.0004820198041907627
0.4800000000000003,0.0005586749312111413
0.4900000000000003,0.0006441515969854307
0.5000000000000002,0.0007389010796663955
0.5100000000000002,0.0008433162170569227
0.5200000000000002,0.0009577230319195517
0.5300000000000002,0.00108237459694253
0.5400000000000003,0.00121744742558765
0.5500000000000003,0.001363040476786644
0.5600000000000003,0.001519176667861948
0.5700000000000003,0.001685806624157081
0.5800000000000003,0.001862814271791327
0.5900000000000003,0.002050023809190252
0.6000000000000003,0.002247207572761147
0.6100000000000003,0.002454094334974917
0.6200000000000003,0.00267037762800383
0.6300000000000003,0.002895723760508481
0.6400000000000003,0.003129779277580424
0.6500000000000004,0.00337217769483458
0.6600000000000004,0.003622545410590707
0.6700000000000004,0.003880506761117928
0.6800000000000004,0.004145688231513813
0.6900000000000004,0.004417721869165761
0.7000000000000004,0.004696247969248588
0.7100000000000004,0.004980917114300844
0.7200000000000004,0.005271391654738359
0.7300000000000004,0.005567346716265595
0.7400000000000004,0.005868470815350709
0.7500000000000004,0.006174466156727454
0.7600000000000005,0.006485048678441062
0.7700000000000005,0.006799947901113491
0.7800000000000005,0.007118906629459965
0.7900000000000005,0.007441680546016302
0.8000000000000005,0.007768037729752664
0.8100000000000005,0.008097758125848606
0.8200000000000005,0.008430632987401021
0.8300000000000005,0.008766464305192446
0.8400000000000005,0.009105064237790367
0.8500000000000005,0.009446254551093217
0.8600000000000005,0.009789866073893295
0.8700000000000006,0.01013573817400088
0.8800000000000006,0.01048371825788338
0.8900000000000006,0.0108336612955442
0.9000000000000006,0.01118542937142976
0.9100000000000006,0.01153889126145418
0.9200000000000006,0.01189392203572264
0.9300000000000006,0.01225040268617299
0.9400000000000006,0.01260821977811183
0.9500000000000006,0.01296726512446644
0.9600000000000006,0.01332743548148664
0.9700000000000006,0.01368863226459572
0.9800000000000006,0.01405076128308947
0.9900000000000007,0.0144137324924108
1,0.01477745976277304
