/M0/D (Vds=1.1) X,/M0/D (Vds=1.1) Y
0,2.943682046054057e-07
0.01,3.780829632792908e-07
0.02,4.853775622335102e-07
0.03,6.22778056136956e-07
0.04,7.985640387454596e-07
0.05,1.023216041693077e-06
0.06,1.309964502708632e-06
0.07000000000000001,1.67542382148209e-06
0.08,2.140440583469647e-06
0.09,2.731074035910771e-06
0.09999999999999999,3.479748429194092e-06
0.11,4.426617825431588e-06
0.12,5.621147513235247e-06
0.13,7.123916802582991e-06
0.14,9.008635379041262e-06
0.15,1.136434835043063e-05
0.16,1.429778376830461e-05
0.17,1.793577172686048e-05
0.18,2.242763821781488e-05
0.19,2.794745310998376e-05
0.2,3.469599447216609e-05
0.21,4.29022862197462e-05
0.2200000000000001,5.282457773725912e-05
0.2300000000000001,6.475066605669989e-05
0.2400000000000001,7.89975134600311e-05
0.2500000000000001,9.591018157877726e-05
0.2600000000000001,0.0001158601777502035
0.2700000000000001,0.000139243377087381
0.2800000000000001,0.0001664777294156154
0.2900000000000001,0.0001980009709867209
0.3000000000000001,0.0002342685296175415
0.3100000000000001,0.0002757517400176349
0.3200000000000001,0.0003229363839836752
0.3300000000000001,0.0003763214553084176
0.3400000000000001,0.0004364179423614165
0.3500000000000001,0.0005037473417593254
0.3600000000000002,0.0005788395787009703
0.3700000000000002,0.0006622300204855942
0.3800000000000002,0.0007544553289267977
0.3900000000000002,0.0008560479976969834
0.4000000000000002,0.0009675295501467103
0.4100000000000002,0.001089402516971405
0.4200000000000002,0.001222141455165745
0.4300000000000002,0.001366183394254108
0.4400000000000002,0.001521918188827798
0.4500000000000002,0.001689679307194237
0.4600000000000002,0.001869735588248459
0.4700000000000003,0.002062284451847166
0.4800000000000003,0.002267446957158329
0.4900000000000003,0.00248526497906831
0.5000000000000002,0.00271570062889926
0.5100000000000002,0.00295863789820193
0.5200000000000002,0.003213886368327431
0.5300000000000002,0.003481186716167046
0.5400000000000003,0.00376021766603129
0.5500000000000003,0.004050603992535179
0.5600000000000003,0.004351925168533118
0.5700000000000003,0.004663724271035836
0.5800000000000003,0.004985516799813181
0.5900000000000003,0.005316799120267999
0.6000000000000003,0.005657056306582336
0.6100000000000003,0.006005769226540596
0.6200000000000003,0.00636242077076114
0.6300000000000003,0.006726501182892987
0.6400000000000003,0.007097512491762518
0.6500000000000004,0.007474972080873651
0.6600000000000004,0.00785841545542126
0.6700000000000004,0.008247398283059064
0.6800000000000004,0.008641497793406875
0.6900000000000004,0.009040313624155966
0.7000000000000004,0.00944346820006774
0.7100000000000004,0.009850606726453728
0.7200000000000004,0.01026139687198045
0.7300000000000004,0.01067552820775014
0.7400000000000004,0.01109271146126073
0.7500000000000004,0.011512677635547
0.7600000000000005,0.01193517703589781
0.7700000000000005,0.01235997823925277
0.7800000000000005,0.01278686703482993
0.7900000000000005,0.01321564535876825
0.8000000000000005,0.01364613024058766
0.8100000000000005,0.01407815277503623
0.8200000000000005,0.01451155712934671
0.8300000000000005,0.01494619959300016
0.8400000000000005,0.01538194767471094
0.8500000000000005,0.01581867924943805
0.8600000000000005,0.01625628175671887
0.8700000000000006,0.01669465145045094
0.8800000000000006,0.01713369269935764
0.8900000000000006,0.01757331733671506
0.9000000000000006,0.01801344405744523
0.9100000000000006,0.01845399786036088
0.9200000000000006,0.01889490953314371
0.9300000000000006,0.01933611517753061
0.9400000000000006,0.01977755577214591
0.9500000000000006,0.02021917677043439
0.9600000000000006,0.02066092773120977
0.9700000000000006,0.02110276197941881
0.9800000000000006,0.02154463629482927
0.9900000000000007,0.02198651062646919
1,0.02242834783077211
