NF X,NF Y
0,0.5656994926444353
0.01,0.5643591989527332
0.02,0.5630809583571772
0.03,0.5618782660254452
0.04,0.5607695101206713
0.05,0.5597794727541566
0.06,0.5589382139550816
0.07000000000000001,0.5582842110428172
0.08,0.557883288621981
0.09,0.5578104354669432
0.1,0.5581628013865512
0.11,0.5590651689705709
0.12,0.5606762127392094
0.13,0.5631953049891237
0.14,0.5668693293444725
0.15,0.5719985525485521
0.16,0.5789400752760102
0.17,0.5881068038234366
0.18,0.5999594126842176
0.19,0.6149886522592486
0.2,0.6336858704061575
0.21,0.6565008877488741
0.22,0.6837881292115798
0.23,0.7157433523374813
0.24,0.7523332525085041
0.25,0.7932179304650112
0.26,0.8376628379415132
0.27,0.8844370429210249
0.28,0.9317067286792345
0.29,0.9769641320025096
0.3,1.017078289487283
0.31,1.048577084740577
0.32,1.068227897971076
0.33,1.073804665328185
0.34,1.064732448505383
0.35,1.042260614178668
0.36,1.009056894934492
0.37,0.9684528173933518
0.38,0.923708853161241
0.39,0.8775424971992841
0.4,0.8319545672190658
0.41,0.788263214313512
0.42,0.7472351923698312
0.43,0.7092369778804577
0.44,0.6743672602336368
0.45,0.6425586494828559
0.46,0.6136496092668549
0.47,0.5874323764095024
0.48,0.563683247898855
0.49,0.5421806573111216
0.5,0.5227151527951885
0.51,0.5050942058000137
0.52,0.4891438570653627
0.53,0.4747085260702408
0.54,0.4616498434542232
0.55,0.4498450390690842
0.5600000000000001,0.4391852047531116
0.57,0.4295736109588973
0.58,0.4209241662850164
0.59,0.4131600490586693
0.6,0.4062125319288714
0.61,0.4000199733859412
0.62,0.3945269579980553
0.63,0.3896835661774509
0.64,0.3854447517547529
0.65,0.3817698087842641
0.66,0.37862191191179
0.67,0.3759677175007445
0.68,0.3737770152635015
0.6899999999999999,0.3720224223082322
0.7,0.3706791132539954
0.71,0.3697241644370465
0.72,0.3691384761514199
0.73,0.3689022177993218
0.74,0.3689991296718517
0.75,0.3694140916410394
0.76,0.3701334608375977
0.77,0.3711449582064322
0.78,0.3724375694203699
0.79,0.3740014587115547
0.8,0.3758278941919584
0.8100000000000001,0.3779091831903389
0.82,0.3802386160465038
0.83,0.3828104166643026
0.84,0.3856196979495279
0.85,0.3886624200412033
0.86,0.3919353490122601
0.87,0.3954360134777842
0.88,0.399162656348285
0.89,0.4031168647738501
0.9,0.4073057042786906
0.91,0.4117189163601295
0.92,0.4163569232466091
0.93,0.4212204534626054
0.9399999999999999,0.4263104125540018
0.95,0.4316277382849381
0.96,0.4371732436013547
0.97,0.4429474526891554
0.98,0.4489504374339017
0.99,0.4551816632188854
1,0.4616398539794959
