s21 (Lg=8.3e-09) X,s21 (Lg=8.3e-09) Y
1000000000,-18.98576885993922
1010000000,-18.88030986210618
1020000000,-18.7759385865886
1030000000,-18.67262754754179
1040000000,-18.57035019104329
1050000000,-18.46908085461552
1060000000,-18.36879472882647
1070000000,-18.26946782095028
1080000000,-18.17107692033554
1090000000,-18.07359956565066
1100000000,-17.97701401369523
1110000000,-17.8812992097675
1120000000,-17.78643475953417
1130000000,-17.69240090221531
1140000000,-17.59917848512383
1150000000,-17.50674893939453
1160000000,-17.41509425690857
1170000000,-17.32419696824354
1180000000,-17.23404012176868
1190000000,-17.14460726359384
1200000000,-17.05588241855011
1210000000,-16.96785007199605
1220000000,-16.88049515243524
1230000000,-16.79380301498043
1240000000,-16.70775942550991
1250000000,-16.62235054553143
1260000000,-16.53756291777394
1270000000,-16.4533834523526
1280000000,-16.36979941353024
1290000000,-16.28679840713696
1300000000,-16.20436836841457
1310000000,-16.12249755048894
1320000000,-16.04117451322816
1330000000,-15.96038811268877
1340000000,-15.88012749087078
1350000000,-15.80038206601094
1360000000,-15.72114152319641
1370000000,-15.64239580542001
1380000000,-15.56413510495118
1390000000,-15.4863498551088
1400000000,-15.40903072227507
1410000000,-15.33216859835413
1420000000,-15.25575459340737
1430000000,-15.17978002864627
1440000000,-15.10423642968632
1450000000,-15.0291155200176
1460000000,-14.95440921484305
1470000000,-14.88010961498583
1480000000,-14.80620900116443
1490000000,-14.73269982844967
1500000000,-14.65957472084856
1510000000,-14.58682646620986
1520000000,-14.51444801124591
1530000000,-14.44243245676737
1540000000,-14.37077305303033
1550000000,-14.29946319535638
1560000000,-14.22849641981462
1570000000,-14.15786639910311
1580000000,-14.08756693859052
1590000000,-14.0175919724306
1600000000,-13.94793555990751
1610000000,-13.87859188181969
1620000000,-13.80955523707081
1630000000,-13.740820039252
1640000000,-13.67238081351816
1650000000,-13.60423219342782
1660000000,-13.53636891794324
1670000000,-13.46878582850644
1680000000,-13.4014778662758
1690000000,-13.33444006935225
1700000000,-13.26766757021134
1710000000,-13.2011555931031
1720000000,-13.13489945163614
1730000000,-13.06889454638629
1740000000,-13.00313636257989
1750000000,-12.93762046788404
1760000000,-12.87234251024134
1770000000,-12.80729821575888
1780000000,-12.74248338670509
1790000000,-12.67789389955199
1800000000,-12.6135257030476
1810000000,-12.5493748163945
1820000000,-12.48543732742835
1830000000,-12.42170939095194
1840000000,-12.3581872269776
1850000000,-12.29486711913093
1860000000,-12.23174541308854
1870000000,-12.16881851501417
1880000000,-12.10608289005985
1890000000,-12.0435350609533
1900000000,-11.98117160658528
1910000000,-11.91898916060683
1920000000,-11.85698441017294
1930000000,-11.79515409458868
1940000000,-11.73349500409882
1950000000,-11.6720039786682
1960000000,-11.61067790679829
1970000000,-11.54951372437149
1980000000,-11.48850841353841
1990000000,-11.42765900163709
2000000000,-11.36696256015171
2010000000,-11.30641620365332
2020000000,-11.24601708884381
2030000000,-11.18576241353832
2040000000,-11.12564941574277
2050000000,-11.065675372759
2060000000,-11.00583760023285
2070000000,-10.9461334513271
2080000000,-10.88656031585407
2090000000,-10.82711561945524
2100000000,-10.76779682278961
2110000000,-10.70860142075565
2120000000,-10.64952694172069
2130000000,-10.5905709467672
2140000000,-10.53173102899771
2150000000,-10.47300481278044
2160000000,-10.41438995309818
2170000000,-10.35588413486835
2180000000,-10.29748507225385
2190000000,-10.23919050806903
2200000000,-10.18099821313179
2210000000,-10.12290598564172
2220000000,-10.06491165060811
2230000000,-10.00701305926966
2240000000,-9.949208088502306
2250000000,-9.891494640294555
2260000000,-9.833870641191201
2270000000,-9.776334041771346
2280000000,-9.718882816132901
2290000000,-9.661514961383919
2300000000,-9.604228497178436
2310000000,-9.54702146517368
2320000000,-9.489891928642852
2330000000,-9.432837971957351
2340000000,-9.375857700152494
2350000000,-9.318949238516909
2360000000,-9.262110732102807
2370000000,-9.20534034538289
2380000000,-9.148636261780291
2390000000,-9.091996683312788
2400000000,-9.035419830161956
2410000000,-8.978903940308541
2420000000,-8.922447269168046
2430000000,-8.866048089207986
2440000000,-8.809704689583617
2450000000,-8.753415375811972
2460000000,-8.697178469405147
2470000000,-8.640992307533967
2480000000,-8.584855242713196
2490000000,-8.528765642461453
2500000000,-8.472721888999121
2510000000,-8.416722378934953
2520000000,-8.360765522949867
2530000000,-8.304849745525942
2540000000,-8.248973484603104
2550000000,-8.193135191384323
2560000000,-8.13733332995101
2570000000,-8.081566377054369
2580000000,-8.025832821833729
2590000000,-7.970131165553218
2600000000,-7.914459921325383
2610000000,-7.858817613865218
2620000000,-7.803202779269788
2630000000,-7.747613964737998
2640000000,-7.692049728340868
2650000000,-7.636508638799613
2660000000,-7.58098927524011
2670000000,-7.525490226967627
2680000000,-7.470010093263335
2690000000,-7.414547483138385
2700000000,-7.359101015139112
2710000000,-7.303669317137986
2720000000,-7.2482510261183
2730000000,-7.1928447879654
2740000000,-7.137449257284418
2750000000,-7.082063097206555
2760000000,-7.026684979190103
2770000000,-6.971313582805258
2780000000,-6.915947595610996
2790000000,-6.860585712901131
2800000000,-6.805226637592287
2810000000,-6.749869079993966
2820000000,-6.694511757679754
2830000000,-6.639153395286387
2840000000,-6.583792724350457
2850000000,-6.528428483183042
2860000000,-6.473059416643268
2870000000,-6.41768427603207
2880000000,-6.362301818915508
2890000000,-6.306910808985615
2900000000,-6.251510015883452
2910000000,-6.196098215092299
2920000000,-6.140674187746313
2930000000,-6.085236720505573
2940000000,-6.029784605454712
2950000000,-5.974316639882447
2960000000,-5.918831626224398
2970000000,-5.863328371889226
2980000000,-5.807805689131229
2990000000,-5.752262394927157
3000000000,-5.696697310845784
3010000000,-5.641109262917626
3020000000,-5.585497081542616
3030000000,-5.529859601308116
3040000000,-5.474195660944225
3050000000,-5.418504103134902
3060000000,-5.362783774450778
3070000000,-5.307033525232986
3080000000,-5.251252209450681
3090000000,-5.195438684636007
3100000000,-5.139591811714678
3110000000,-5.08371045498449
3120000000,-5.027793481934113
3130000000,-4.971839763174962
3140000000,-4.91584817235919
3150000000,-4.859817586027599
3160000000,-4.803746883579424
3170000000,-4.747634947109026
3180000000,-4.691480661375305
3190000000,-4.635282913665732
3200000000,-4.579040593731628
3210000000,-4.522752593680682
3220000000,-4.466417807901323
3230000000,-4.41003513300042
3240000000,-4.353603467660362
3250000000,-4.297121712627206
3260000000,-4.240588770570725
3270000000,-4.184003546048316
3280000000,-4.12736494541597
3290000000,-4.070671876747022
3300000000,-4.013923249765067
3310000000,-3.957117975772496
3320000000,-3.900254967572951
3330000000,-3.843333139427942
3340000000,-3.786351406947358
3350000000,-3.729308687073954
3360000000,-3.672203897981288
3370000000,-3.61503595904849
3380000000,-3.557803790764125
3390000000,-3.500506314694496
3400000000,-3.443142453423597
3410000000,-3.385711130488156
3420000000,-3.328211270351922
3430000000,-3.2706417983108
3440000000,-3.213001640494511
3450000000,-3.155289723803429
3460000000,-3.097504975833867
3470000000,-3.039646324897076
3480000000,-2.981712699908521
3490000000,-2.923703030424234
3500000000,-2.865616246529731
3510000000,-2.807451278866982
3520000000,-2.74920705859048
3530000000,-2.690882517309998
3540000000,-2.632476587081238
3550000000,-2.573988200399993
3560000000,-2.515416290143286
3570000000,-2.456759789593868
3580000000,-2.398017632383325
3590000000,-2.339188752497082
3600000000,-2.280272084270661
3610000000,-2.221266562358469
3620000000,-2.162171121746613
3630000000,-2.102984697740661
3640000000,-2.043706225981791
3650000000,-1.98433464242102
3660000000,-1.924868883331679
3670000000,-1.865307885377401
3680000000,-1.805650585523322
3690000000,-1.74589592112961
3700000000,-1.686042829946391
3710000000,-1.626090250122246
3720000000,-1.566037120262844
3730000000,-1.505882379448395
3740000000,-1.445624967250708
3750000000,-1.385263823797518
3760000000,-1.324797889791693
3770000000,-1.264226106594218
3780000000,-1.203547416229221
3790000000,-1.142760761495862
3800000000,-1.081865085957128
3810000000,-1.020859334094637
3820000000,-0.9597424513040386
3830000000,-0.8985133840023197
3840000000,-0.8371710797162589
3850000000,-0.7757144871716297
3860000000,-0.7141425563509113
3870000000,-0.6524542386478278
3880000000,-0.5906484869354989
3890000000,-0.5287242556674978
3900000000,-0.4666805010455579
3910000000,-0.4045161810960465
3920000000,-0.3422302558329262
3930000000,-0.2798216873752976
3940000000,-0.2172894401203856
3950000000,-0.1546324808613517
3960000000,-0.09184977899529086
3970000000,-0.0289403066621878
3980000000,0.0340969610615459
3990000000,0.09726304599171176
4000000000,0.1605589666139954
4010000000,0.2239857378779422
4020000000,0.2875443710060481
4030000000,0.351235873235863
4040000000,0.415061247604662
4050000000,0.4790214926819107
4060000000,0.5431176023261993
4070000000,0.6073505653967196
4080000000,0.6717213654661562
4090000000,0.7362309805737051
4100000000,0.8008803828271109
4110000000,0.8656705381736236
4120000000,0.93060240598218
4130000000,0.995676938743099
4140000000,1.060895081709913
4150000000,1.12625777245346
4160000000,1.191765940552716
4170000000,1.257420507090621
4180000000,1.323222384310107
4190000000,1.389172475109763
4200000000,1.455271672577628
4210000000,1.521520859555987
4220000000,1.587920908071083
4230000000,1.654472678851444
4240000000,1.721177020779512
4250000000,1.788034770316956
4260000000,1.855046750900212
4270000000,1.922213772350082
4280000000,1.989536630261411
4290000000,2.05701610525506
4300000000,2.124652962389002
4310000000,2.192447950393329
4320000000,2.260401800955596
4330000000,2.328515227913117
4340000000,2.396788926511773
4350000000,2.465223572534736
4360000000,2.533819821481262
4370000000,2.602578307642721
4380000000,2.671499643199071
4390000000,2.740584417258711
4400000000,2.80983319486657
4410000000,2.879246515981531
4420000000,2.948824894392432
4430000000,3.018568816642837
4440000000,3.088478740835543
4450000000,3.158555095499209
4460000000,3.228798278338338
4470000000,3.299208654940493
4480000000,3.369786557477756
4490000000,3.440532283344247
4500000000,3.511446093728106
4510000000,3.58252821213431
4520000000,3.653778822903144
4530000000,3.725198069612145
4540000000,3.796786053459105
4550000000,3.868542831592869
4560000000,3.940468415342551
4570000000,4.012562768471773
4580000000,4.084825805245446
4590000000,4.15725738857788
4600000000,4.229857328026111
4610000000,4.302625377671633
4620000000,4.375561234089691
4630000000,4.448664534096281
4640000000,4.521934852504686
4650000000,4.595371699776026
4660000000,4.668974519572013
4670000000,4.742742686329091
4680000000,4.816675502603424
4690000000,4.890772196469923
4700000000,4.965031918749535
4710000000,5.039453740188736
4720000000,5.114036648536674
4730000000,5.188779545535419
4740000000,5.263681243861855
4750000000,5.338740463861173
4760000000,5.413955830299249
4770000000,5.489325869004043
4780000000,5.5648490033139
4790000000,5.6405235505824
4800000000,5.716347718366133
4810000000,5.792319600762884
4820000000,5.868437174440217
4830000000,5.944698294627163
4840000000,6.021100691051253
4850000000,6.097641963674182
4860000000,6.174319578401747
4870000000,6.251130862608731
4880000000,6.32807300060715
4890000000,6.405143028990889
4900000000,6.482337831885121
4910000000,6.559654136009822
4920000000,6.637088505740518
4930000000,6.71463733801013
4940000000,6.792296857080114
4950000000,6.870063109240043
4960000000,6.947931957410694
4970000000,7.02589907561299
4980000000,7.103959943372315
4990000000,7.182109840003385
5000000000,7.260343838813563
5010000000,7.338656801244483
5020000000,7.417043370900515
5030000000,7.495497967513626
5040000000,7.574014780872368
5050000000,7.652587764632135
5060000000,7.731210630134425
5070000000,7.809876840174047
5080000000,7.888579602658188
5090000000,7.967311864418019
5100000000,8.04606630480713
5110000000,8.124835329474891
5120000000,8.203611064063912
5130000000,8.282385347977087
5140000000,8.361149728234496
5150000000,8.439895453308093
5160000000,8.51861346715166
5170000000,8.597294403309419
5180000000,8.67592857912306
5190000000,8.75450599014216
5200000000,8.833016304739349
5210000000,8.911448858874349
5220000000,8.989792651159153
5230000000,9.068036338161589
5240000000,9.146168230052677
5250000000,9.2241762865435
5260000000,9.302048113252743
5270000000,9.379770958394801
5280000000,9.457331710073095
5290000000,9.534716893898446
5300000000,9.611912671234478
5310000000,9.68890483798646
5320000000,9.765678824041256
5330000000,9.842219693311467
5340000000,9.918512144584696
5350000000,9.994540512989104
5360000000,10.07028877246221
5370000000,10.14574053886657
5380000000,10.22087907416999
5390000000,10.29568729151299
5400000000,10.37014776124071
5410000000,10.44424271810642
5420000000,10.51795406943849
5430000000,10.59126340454712
5440000000,10.66415200529219
5450000000,10.736600857843
5460000000,10.80859066581965
5470000000,10.88010186457645
5480000000,10.95111463705837
5490000000,11.02160893079235
5500000000,11.09156447645717
5510000000,11.16096080777319
5520000000,11.22977728289534
5530000000,11.29799310720784
5540000000,11.36558735759364
5550000000,11.43253900813945
5560000000,11.49882695725955
5570000000,11.56443005627972
5580000000,11.62932713931639
5590000000,11.69349705462088
5600000000,11.75691869713586
5610000000,11.81957104232357
5620000000,11.88143318115444
5630000000,11.94248435624745
5640000000,12.00270399893516
5650000000,12.06207176736046
5660000000,12.12056758525985
5670000000,12.17817168154003
5680000000,12.23486463034454
5690000000,12.29062739160339
5700000000,12.34544135183542
5710000000,12.39928836506548
5720000000,12.45215079377799
5730000000,12.50401154957958
5740000000,12.55485413353128
5750000000,12.60466267598234
5760000000,12.65342197557013
5770000000,12.70111753737417
5780000000,12.74773560995026
5790000000,12.79326322108274
5800000000,12.83768821208938
5810000000,12.88099927044508
5820000000,12.92318596059919
5830000000,12.9642387528494
5840000000,13.00414905004391
5850000000,13.04290921195672
5860000000,13.08051257732263
5870000000,13.11695348322572
5880000000,13.15222728186954
5890000000,13.18633035461452
5900000000,13.21926012305231
5910000000,13.25101505732601
5920000000,13.28159468132307
5930000000,13.31099957502899
5940000000,13.33923137371867
5950000000,13.36629276430112
5960000000,13.39218747851984
5970000000,13.41692028336929
5980000000,13.44049696849356
5990000000,13.4629243308431
6000000000,13.48421015660953
6010000000,13.50436320049731
6020000000,13.52339316253868
6030000000,13.54131066252794
6040000000,13.55812721222216
6050000000,13.5738551854962
6060000000,13.58850778652243
6070000000,13.60209901632045
6080000000,13.61464363764116
6090000000,13.62615713852027
6100000000,13.6366556946186
6110000000,13.64615613053422
6120000000,13.65467588031387
6130000000,13.66223294725177
6140000000,13.66884586331047
6150000000,13.67453364814673
6160000000,13.67931576809524
6170000000,13.68321209513187
6180000000,13.68624286608
