s11 (Lg=8.3e-09) X,s11 (Lg=8.3e-09) Y
1000000000,-0.0007038579320715824
1010000000,-0.0007203381929490556
1020000000,-0.0007370825265955387
1030000000,-0.0007540943146508888
1040000000,-0.000771376993655016
1050000000,-0.0007889340557978711
1060000000,-0.0008067690496916655
1070000000,-0.0008248855811498903
1080000000,-0.0008432873139837473
1090000000,-0.0008619779708208159
1100000000,-0.0008809613339179872
1110000000,-0.0009002412460111043
1120000000,-0.0009198216111714094
1130000000,-0.0009397063956697688
1140000000,-0.0009598996288679628
1150000000,-0.000980405404121612
1160000000,-0.001001227879696673
1170000000,-0.001022371279706251
1180000000,-0.001043839895066778
1190000000,-0.00106563808445811
1200000000,-0.001087770275316501
1210000000,-0.00111024096484211
1220000000,-0.001133054721013346
1230000000,-0.001156216183634074
1240000000,-0.001179730065390562
1250000000,-0.001203601152929724
1260000000,-0.001227834307959631
1270000000,-0.001252434468363629
1280000000,-0.001277406649340572
1290000000,-0.001302755944563497
1300000000,-0.001328487527352848
1310000000,-0.001354606651886466
1320000000,-0.00138111865441257
1330000000,-0.001408028954497573
1340000000,-0.001435343056292335
1350000000,-0.00146306654981878
1360000000,-0.001491205112279792
1370000000,-0.001519764509408769
1380000000,-0.001548750596806766
1390000000,-0.001578169321346324
1400000000,-0.001608026722571575
1410000000,-0.001638328934135132
1420000000,-0.00166908218525731
1430000000,-0.001700292802217326
1440000000,-0.001731967209861044
1450000000,-0.001764111933147461
1460000000,-0.001796733598715602
1470000000,-0.001829838936485356
1480000000,-0.001863434781280652
1490000000,-0.001897528074484652
1500000000,-0.0019321258657366
1510000000,-0.001967235314632715
1520000000,-0.002002863692489978
1530000000,-0.002039018384114942
1540000000,-0.002075706889628689
1550000000,-0.002112936826300689
1560000000,-0.002150715930433991
1570000000,-0.002189052059284415
1580000000,-0.00222795319299925
1590000000,-0.002267427436612162
1600000000,-0.002307483022059552
1610000000,-0.00234812831024059
1620000000,-0.002389371793116091
1630000000,-0.002431222095839502
1640000000,-0.002473687978935428
1650000000,-0.002516778340512222
1660000000,-0.002560502218521163
1670000000,-0.002604868793048757
1680000000,-0.002649887388666252
1690000000,-0.002695567476801686
1700000000,-0.002741918678177857
1710000000,-0.00278895076528056
1720000000,-0.002836673664882159
1730000000,-0.002885097460601237
1740000000,-0.002934232395528215
1750000000,-0.002984088874874535
1760000000,-0.003034677468701351
1770000000,-0.003086008914670826
1780000000,-0.003138094120871188
1790000000,-0.003190944168682762
1800000000,-0.003244570315701367
1810000000,-0.003298983998716238
1820000000,-0.003354196836749207
1830000000,-0.003410220634140705
1840000000,-0.003467067383705769
1850000000,-0.003524749269944597
1860000000,-0.003583278672313498
1870000000,-0.003642668168556234
1880000000,-0.003702930538108318
1890000000,-0.003764078765555966
1900000000,-0.003826126044163216
1910000000,-0.003889085779474968
1920000000,-0.003952971592977632
1930000000,-0.004017797325834765
1940000000,-0.00408357704270159
1950000000,-0.004150325035600091
1960000000,-0.004218055827879785
1970000000,-0.004286784178246832
1980000000,-0.004356525084878898
1990000000,-0.004427293789618042
2000000000,-0.004499105782238796
2010000000,-0.004571976804804963
2020000000,-0.004645922856115165
2030000000,-0.004720960196222684
2040000000,-0.004797105351058618
2050000000,-0.004874375117138074
2060000000,-0.004952786566352365
2070000000,-0.005032357050874242
2080000000,-0.005113104208134732
2090000000,-0.005195045965923698
2100000000,-0.005278200547570763
2110000000,-0.005362586477244266
2120000000,-0.005448222585336449
2130000000,-0.005535128013985099
2140000000,-0.005623322222673794
2150000000,-0.005712824993957125
2160000000,-0.005803656439314794
2170000000,-0.005895837005092191
2180000000,-0.005989387478589268
2190000000,-0.006084328994250453
2200000000,-0.00618068303999527
2210000000,-0.006278471463662673
2220000000,-0.00637771647959811
2230000000,-0.006478440675366993
2240000000,-0.00658066701859656
2250000000,-0.006684418863979965
2260000000,-0.006789719960396373
2270000000,-0.006896594458190524
2280000000,-0.007005066916603207
2290000000,-0.007115162311346871
2300000000,-0.007226906042331345
2310000000,-0.007340323941567693
2320000000,-0.007455442281211722
2330000000,-0.007572287781792562
2340000000,-0.007690887620591704
2350000000,-0.007811269440220829
2360000000,-0.007933461357348355
2370000000,-0.008057491971631732
2380000000,-0.008183390374820888
2390000000,-0.008311186160054142
2400000000,-0.00844090943136021
2410000000,-0.008572590813331723
2420000000,-0.008706261461037902
2430000000,-0.008841953070112849
2440000000,-0.008979697887073616
2450000000,-0.009119528719856647
2460000000,-0.009261478948564033
2470000000,-0.009405582536451573
2480000000,-0.009551874041140497
2490000000,-0.009700388626071331
2500000000,-0.009851162072205854
2510000000,-0.01000423078996096
2520000000,-0.01015963183142668
2530000000,-0.0103174029028165
2540000000,-0.01047758237721283
2550000000,-0.01064020930755096
2560000000,-0.01080532343992369
2570000000,-0.01097296522714809
2580000000,-0.01114317584262246
2590000000,-0.01131599719449897
2600000000,-0.01149147194016249
2610000000,-0.01166964350101009
2620000000,-0.01185055607756918
2630000000,-0.01203425466493808
2640000000,-0.01222078506855615
2650000000,-0.012410193920351
2660000000,-0.0126025286952004
2670000000,-0.01279783772778353
2680000000,-0.01299617022979495
2690000000,-0.01319757630754458
2700000000,-0.01340210697994734
2710000000,-0.01360981419689563
2720000000,-0.0138207508580743
2730000000,-0.01403497083216231
2740000000,-0.01425252897648436
2750000000,-0.01447348115708872
2760000000,-0.01469788426929329
2770000000,-0.01492579625867437
2780000000,-0.01515727614254377
2790000000,-0.01539238403190258
2800000000,-0.01563118115389301
2810000000,-0.01587372987476269
2820000000,-0.01612009372335632
2830000000,-0.01637033741511498
2840000000,-0.01662452687667561
2850000000,-0.01688272927096589
2860000000,-0.01714501302294311
2870000000,-0.01741144784587325
2880000000,-0.01768210476823329
2890000000,-0.01795705616124028
2900000000,-0.0182363757670177
2910000000,-0.01852013872738822
2920000000,-0.01880842161337892
2930000000,-0.01910130245537596
2940000000,-0.0193988607739944
2950000000,-0.01970117761168341
2960000000,-0.02000833556505158
2970000000,-0.02032041881795771
2980000000,-0.02063751317538848
2990000000,-0.02095970609812609
3000000000,-0.0212870867382428
3010000000,-0.02161974597542556
3020000000,-0.02195777645415802
3030000000,-0.0223012726218271
3040000000,-0.02265033076768291
3050000000,-0.02300504906275689
3060000000,-0.02336552760075435
3070000000,-0.02373186843988211
3080000000,-0.02410417564573874
3090000000,-0.02448255533516372
3100000000,-0.02486711572124921
3110000000,-0.02525796715932212
3120000000,-0.02565522219415844
3130000000,-0.02605899560825189
3140000000,-0.02646940447130741
3150000000,-0.02688656819095189
3160000000,-0.0273106085646422
3170000000,-0.02774164983289766
3180000000,-0.0281798187337995
3190000000,-0.02862524455885938
3200000000,-0.02907805921026668
3210000000,-0.02953839725954411
3220000000,-0.0300063960076566
3230000000,-0.03048219554662052
3240000000,-0.03096593882267403
3250000000,-0.03145777170095826
3260000000,-0.03195784303191516
3270000000,-0.03246630471924034
3280000000,-0.0329833117896508
3290000000,-0.03350902246433628
3300000000,-0.03404359823225509
3310000000,-0.03458720392528433
3320000000,-0.03514000779524579
3330000000,-0.03570218159293773
3340000000,-0.03627390064914571
3350000000,-0.0368553439577498
3360000000,-0.03744669426093454
3370000000,-0.03804813813660487
3380000000,-0.03865986608807512
3390000000,-0.03928207263599437
3400000000,-0.03991495641274303
3410000000,-0.04055872025921756
3420000000,-0.04121357132412792
3430000000,-0.04187972116591641
3440000000,-0.04255738585730678
3450000000,-0.0432467860925792
3460000000,-0.0439481472977004
3470000000,-0.04466169974328649
3480000000,-0.04538767866061607
3490000000,-0.04612632436061009
3500000000,-0.04687788235605953
3510000000,-0.04764260348701379
3520000000,-0.04842074404952047
3530000000,-0.04921256592785445
3540000000,-0.05001833673019541
3550000000,-0.05083832992794578
3560000000,-0.05167282499886892
3570000000,-0.05252210757394882
3580000000,-0.05338646958829747
3590000000,-0.05426620943612831
3600000000,-0.05516163212987497
3610000000,-0.05607304946365527
3620000000,-0.05700078018120534
3630000000,-0.05794515014834048
3640000000,-0.05890649253014416
3650000000,-0.05988514797304462
3660000000,-0.06088146479182784
3670000000,-0.06189579916177147
3680000000,-0.06292851531623433
3690000000,-0.06397998574947453
3700000000,-0.06505059142524917
3710000000,-0.06614072199114658
3720000000,-0.0672507759988564
3730000000,-0.06838116113059917
3740000000,-0.06953229443191022
3750000000,-0.07070460255086504
3760000000,-0.07189852198407921
3770000000,-0.07311449932962008
3780000000,-0.07435299154698838
3790000000,-0.07561446622449035
3800000000,-0.076899401854228
3810000000,-0.07820828811468317
3820000000,-0.07954162616163003
3830000000,-0.08089992892708889
3840000000,-0.08228372142691712
3850000000,-0.08369354107717038
3860000000,-0.08512993801961209
3870000000,-0.08659347545641621
3880000000,-0.08808472999461135
3890000000,-0.08960429200057399
3900000000,-0.0911527659644378
3910000000,-0.09273077087539996
3920000000,-0.0943389406077266
3930000000,-0.09597792431809347
3940000000,-0.09764838685437678
3950000000,-0.09935100917656023
3960000000,-0.101086488789709
3970000000,-0.1028555401899905
3980000000,-0.1046588953233907
3990000000,-0.1064973040583344
4000000000,-0.1083715346718832
4010000000,-0.1102823743505264
4020000000,-0.1122306297057998
4030000000,-0.1142171273050156
4040000000,-0.1162427142180172
4050000000,-0.1183082585799387
4060000000,-0.1204146501710129
4070000000,-0.1225628010135011
4080000000,-0.124753645986535
4090000000,-0.1269881434596056
4100000000,-0.1292672759446165
4110000000,-0.1315920507681195
4120000000,-0.1339635007632892
4130000000,-0.1363826849831249
4140000000,-0.1388506894352463
4150000000,-0.1413686278384857
4160000000,-0.1439376424030627
4170000000,-0.1465589046338889
4180000000,-0.1492336161587859
4190000000,-0.1519630095815139
4200000000,-0.1547483493610791
4210000000,-0.1575909327179011
4220000000,-0.1604920905675308
4230000000,-0.1634531884830845
4240000000,-0.1664756276872666
4250000000,-0.1695608460746965
4260000000,-0.1727103192655607
4270000000,-0.1759255616921652
4280000000,-0.1792081277184751
4290000000,-0.1825596127941554
4300000000,-0.1859816546447396
4310000000,-0.1894759344980569
4320000000,-0.193044178348862
4330000000,-0.1966881582622848
4340000000,-0.2004096937180976
4350000000,-0.2042106529962462
4360000000,-0.2080929546055815
4370000000,-0.2120585687567199
4380000000,-0.2161095188806235
4390000000,-0.2202478831946107
4400000000,-0.2244757963165797
4410000000,-0.2287954509297771
4420000000,-0.2332090994988938
4430000000,-0.2377190560398162
4440000000,-0.2423276979439692
4450000000,-0.2470374678598549
4460000000,-0.2518508756325948
4470000000,-0.2567705003036857
4480000000,-0.2617989921730473
4490000000,-0.2669390749249893
4500000000,-0.2721935478198239
4510000000,-0.2775652879532932
4520000000,-0.2830572525867149
4530000000,-0.2886724815478935
4540000000,-0.2944140997070809
4550000000,-0.3002853195290943
4560000000,-0.3062894437033351
4570000000,-0.3124298678558494
4580000000,-0.3187100833433548
4590000000,-0.3251336801336575
4600000000,-0.3317043497738826
4610000000,-0.3384258884485006
4620000000,-0.3453022001316053
4630000000,-0.3523372998336901
4640000000,-0.3595353169470918
4650000000,-0.3669004986921924
4660000000,-0.374437213666628
4670000000,-0.382149955502022
4680000000,-0.3900433466279649
4690000000,-0.3981221421493269
4700000000,-0.4063912338369309
4710000000,-0.4148556542365706
4720000000,-0.4235205808975009
4730000000,-0.4323913407242742
4740000000,-0.4414734144554029
4750000000,-0.4507724412686389
4760000000,-0.4602942235199489
4770000000,-0.4700447316165335
4780000000,-0.4800301090257663
4790000000,-0.4902566774261843
4800000000,-0.5007309419984947
4810000000,-0.5114595968652031
4820000000,-0.5224495306753023
4830000000,-0.5337078323400566
4840000000,-0.5452417969232025
4850000000,-0.5570589316835882
4860000000,-0.5691669622771766
4870000000,-0.5815738391167089
4880000000,-0.5942877438929615
4890000000,-0.6073170962587445
