NF (Lg=8.3e-09) X,NF (Lg=8.3e-09) Y
1000000000,23.09000825423607
1010000000,22.99753256797211
1020000000,22.90587639160713
1030000000,22.81502251010549
1040000000,22.72495421450931
1050000000,22.63565528228059
1060000000,22.54710995858848
1070000000,22.4593029384953
1080000000,22.37221934997603
1090000000,22.28584473773947
1100000000,22.20016504779638
1110000000,22.11516661273594
1120000000,22.0308361376758
1130000000,21.9471606868419
1140000000,21.86412767075198
1150000000,21.7817248339643
1160000000,21.69994024336697
1170000000,21.61876227697302
1180000000,21.53817961320584
1190000000,21.45818122063515
1200000000,21.37875634815548
1210000000,21.29989451557427
1220000000,21.22158550459189
1230000000,21.14381935015849
1240000000,21.06658633218225
1250000000,20.98987696757552
1260000000,20.91368200262533
1270000000,20.83799240566586
1280000000,20.76279936004195
1290000000,20.68809425735467
1300000000,20.61386869096484
1310000000,20.54011444975439
1320000000,20.46682351212262
1330000000,20.39398804021864
1340000000,20.32160037438499
1350000000,20.24965302781695
1360000000,20.17813868141753
1370000000,20.10705017884518
1380000000,20.03638052174317
1390000000,19.96612286514473
1400000000,19.89627051304094
1410000000,19.82681691411538
1420000000,19.75775565762429
1430000000,19.68908046942784
1440000000,19.62078520815936
1450000000,19.55286386152792
1460000000,19.48531054275523
1470000000,19.41811948712623
1480000000,19.35128504866688
1490000000,19.28480169693238
1500000000,19.21866401389999
1510000000,19.15286669097308
1520000000,19.08740452608212
1530000000,19.02227242088241
1540000000,18.95746537804212
1550000000,18.89297849862409
1560000000,18.82880697954858
1570000000,18.76494611114014
1580000000,18.70139127475439
1590000000,18.63813794047693
1600000000,18.57518166490091
1610000000,18.51251808896959
1620000000,18.45014293589152
1630000000,18.38805200911385
1640000000,18.32624119036796
1650000000,18.26470643776813
1660000000,18.20344378397085
1670000000,18.14244933438953
1680000000,18.08171926546639
1690000000,18.02124982299152
1700000000,17.96103732047735
1710000000,17.9010781375769
1720000000,17.84136871855299
1730000000,17.78190557079028
1740000000,17.72268526335133
1750000000,17.6637044255756
1760000000,17.60495974571799
1770000000,17.54644796962686
1780000000,17.48816589946106
1790000000,17.43011039244295
1800000000,17.37227835964623
1810000000,17.31466676481909
1820000000,17.25727262323855
1830000000,17.20009300060182
1840000000,17.14312501194121
1850000000,17.08636582057427
1860000000,17.02981263708324
1870000000,16.97346271831894
1880000000,16.91731336643356
1890000000,16.86136192794174
1900000000,16.80560579280484
1910000000,16.7500423935386
1920000000,16.69466920434973
1930000000,16.63948374028916
1940000000,16.5844835564333
1950000000,16.52966624708374
1960000000,16.47502944498962
1970000000,16.42057082058927
1980000000,16.36628808127216
1990000000,16.31217897066058
2000000000,16.25824126791017
2010000000,16.20447278702641
2020000000,16.15087137620212
2030000000,16.09743491716773
2040000000,16.04416132456205
2050000000,15.99104854531786
2060000000,15.93809455806085
2070000000,15.88529737252698
2080000000,15.83265502899308
2090000000,15.78016559772118
2100000000,15.72782717841775
2110000000,15.67563789970605
2120000000,15.62359591861138
2130000000,15.57169942005876
2140000000,15.51994661638516
2150000000,15.46833574685977
2160000000,15.41686507722025
2170000000,15.36553289921842
2180000000,15.31433753017498
2190000000,15.26327731255016
2200000000,15.21235061352007
2210000000,15.16155582456494
2220000000,15.11089136106824
2230000000,15.0603556619249
2240000000,15.00994718915747
2250000000,14.95966442754421
2260000000,14.90950588425375
